hgnc_symbol	chromosome	sex_bias	tissue
OLFML3	1	M	Ventrolateral prefrontal cortex
EDNRA	4	M	Ventrolateral prefrontal cortex
CPED1	7	M	Ventrolateral prefrontal cortex
LYVE1	11	M	Ventrolateral prefrontal cortex
CRABP1	15	M	Ventrolateral prefrontal cortex
COLEC12	18	M	Ventrolateral prefrontal cortex
BGN	X	M	Ventrolateral prefrontal cortex
DDX3Y	Y	M	Ventrolateral prefrontal cortex
EIF1AY	Y	M	Ventrolateral prefrontal cortex
NLGN4Y	Y	M	Ventrolateral prefrontal cortex
PCDH11Y	Y	M	Ventrolateral prefrontal cortex
RPS4Y1	Y	M	Ventrolateral prefrontal cortex
TMSB4Y	Y	M	Ventrolateral prefrontal cortex
USP9Y	Y	M	Ventrolateral prefrontal cortex
UTY	Y	M	Ventrolateral prefrontal cortex
ZFY	Y	M	Ventrolateral prefrontal cortex
DDX3X	X	F	Whitematter
EIF1AX	X	F	Whitematter
EIF2S3	X	F	Whitematter
KDM5C	X	F	Whitematter
KDM6A	X	F	Whitematter
PUDP	X	F	Whitematter
ZFX	X	F	Whitematter
DDX3Y	Y	M	Whitematter
EIF1AY	Y	M	Whitematter
KDM5D	Y	M	Whitematter
NLGN4Y	Y	M	Whitematter
RPS4Y1	Y	M	Whitematter
TMSB4Y	Y	M	Whitematter
USP9Y	Y	M	Whitematter
UTY	Y	M	Whitematter
ZFY	Y	M	Whitematter
