gene_id	ont_name
3273	osteonecrosis
3492	non-Hodgkin lymphoma
3492	lymphoid neoplasm
3492	immune system disorder
3492	musculoskeletal system disorder
3492	skeletal system disorder
3492	acute leukemia
3492	lymphoid leukemia
3492	leukocyte disorder
3492	disease or disorder
3492	neoplasm of immature B and T cells
3492	acute lymphoblastic leukemia
3492	acute disease
3492	hematopoietic and lymphoid cell neoplasm
3492	aggressive B-cell non-Hodgkin lymphoma
3492	hematopoietic and lymphoid system neoplasm
3492	precursor lymphoblastic lymphoma/leukemia
3492	neoplastic disease or syndrome
3492	tumor of hematopoietic and lymphoid tissues
3492	lymphoma
3492	B-cell neoplasm
3492	lymphoid hemopathy
3492	hematologic disorder
3492	cancer or benign tumor
3492	bone marrow disorder
3492	B-cell non-Hodgkin lymphoma
3492	bone marrow neoplasm
3492	neoplasm
3492	leukemia
3265	melanocytic neoplasm
3265	neurocristopathy
3265	benign neoplasm
3265	integumentary system disorder
3265	skin disorder
3265	disease or disorder
3265	genetic skin disease
3265	integumentary system benign neoplasm
3265	neoplastic disease or syndrome
3265	benign neoplasm of skin
3265	cancer or benign tumor
3265	Mendelian disease
3265	inherited skin tumor
3265	neoplasm
3265	disorder of development or morphogenesis
3265	skin neoplasm
3265	melanocytic skin neoplasm
3265	melanocytic nevus
3265	thyroid gland carcinoma
3265	thyroid cancer
3265	cancer
3265	malignant endocrine neoplasm
3265	endocrine system disorder
3265	thyroid gland disorder
3265	carcinoma
3265	epithelial neoplasm
3265	thyroid tumor
3265	endocrine gland neoplasm
3265	urinary bladder disorder
3265	urinary bladder neoplasm
3265	urinary system neoplasm
3265	urinary system disorder
3265	malignant urinary system neoplasm
3265	developmental defect during embryogenesis
3265	nervous system benign neoplasm
3265	neurocutaneous syndrome
3265	nervous system neoplasm
3265	nervous system disorder
3265	genetic nervous system disorder
3265	epidermal appendage anomaly
3265	epidermal appendage tumor
3265	isolated genetic hair shaft abnormality
3265	genetic epidermal appendage anomaly
3265	disorder of pilosebaceous unit
3265	skin appendage disorder
3265	hair anomaly
3265	genetic hair anomaly
3265	familial nonmedullary thyroid carcinoma
3265	thyroid gland follicular carcinoma
3265	thyroid gland adenocarcinoma
3265	glandular cell neoplasm
3265	familial papillary or follicular thyroid carcinoma
3265	adenocarcinoma
3265	benign conjunctival neoplasm
3265	eyelid disorder
3265	palpebral epidermal tumor
3265	eye disorder
3265	pigmented palpebral tumor
3265	benign eyelid neoplasm
3265	benign tumor of palpebral epidermis
3265	benign neoplasm of eye
3265	bulbar conjunctival dermoid or conjunctival dermolipoma
3265	disorder of visual system
3265	conjunctival tumor
3265	palpebral nevus
3265	face disorder
3265	conjunctival disorder
3265	head and neck neoplasm
3265	eye adnexa disorder
3265	eye neoplasm
3265	disorder of orbital region
3265	sensory organ benign neoplasm
3265	head disorder
3265	eyelid neoplasm
3265	hamartoma
3265	dermis elastic tissue disorder
3265	hypertrophic cardiomyopathy
3265	familial cardiomyopathy
3265	congenital nervous system disorder
3265	genetic multiple congenital anomalies/dysmorphic syndrome
3265	autosomal genetic disease
3265	brain disorder
3265	muscle tissue disorder
3265	dermis disorder
3265	multiple congenital anomalies/dysmorphic syndrome
3265	heart disorder
3265	psychiatric disorder
3265	central nervous system disorder
3265	familial hypertrophic cardiomyopathy
3265	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
3265	syndromic intellectual disability
3265	mental disorder
3265	developmental disorder of mental health
3265	musculoskeletal system disorder
3265	Noonan syndrome and Noonan-related syndrome
3265	cardiomyopathy
3265	syndromic disease
3265	muscular disorder
3265	intellectual disability
3265	RASopathy
3265	autosomal dominant disease
3265	intellectual disability, autosomal dominant
3265	cardiovascular disorder
3265	intrinsic cardiomyopathy
3257	interstitial lung disease
3257	inherited amino acid metabolic disorder
3257	integumentary system disorder
3257	inherited thrombocytopenia
3257	genetic skin disease
3257	eye disorder
3257	lung disorder
3257	hypopigmentation of the skin
3257	syndromic constitutional thrombocytopenia
3257	inborn errors of metabolism
3257	blood platelet disease
3257	inborn disorder of amino acid and other organic acid metabolism
3257	skin pigmentation disorder
3257	disorder of lysosomal-related organelles
3257	hematologic disorder
3257	disorder of organic acid metabolism
3257	inherited organic acidemia
3257	Hermansky-Pudlak syndrome
3257	disorder of visual system
3257	oculocutaneous or ocular albinism
3257	thrombocytopenia
3257	respiratory system disorder
3257	albinism
3257	skin disorder
3257	inherited blood coagulation disorder
3257	disease or disorder
3257	interstitial lung disease specific to childhood
3257	syndromic disease
3257	face disorder
3257	amino acid metabolism disease
3257	lower respiratory tract disorder
3257	metabolic disease
3257	disorder of melanin metabolism
3257	Mendelian disease
3257	blood coagulation disease
3257	dense granule disease
3257	disorder of orbital region
3257	head disorder
3257	syndromic oculocutaneous albinism
84188	inherited lipid metabolism disorder
84188	fatty acyl-CoA reductase defects
84188	syndromic intellectual disability
84188	mental disorder
84188	developmental disorder of mental health
84188	face disorder
84188	disease or disorder
84188	syndromic dyslipidemia
84188	disorder of plasmalogens biosynthesis
84188	neurometabolic disease
84188	syndromic disease
84188	eye disorder
84188	brain disorder
84188	peroxisomal disease
84188	intellectual disability
84188	epilepsy
84188	inborn errors of metabolism
84188	metabolic disease
84188	metabolic epilepsy
84188	Mendelian disease
84188	psychiatric disorder
84188	central nervous system disorder
84188	disorder of orbital region
84188	head disorder
84188	peroxisomal single enzyme/protein defect
84188	nervous system disorder
84188	disorder of visual system
84188	genetic nervous system disorder
63899	combined oxidative phosphorylation deficiency
63899	developmental defect during embryogenesis
63899	inborn errors of metabolism
63899	metabolic disease
63899	mitochondrial oxidative phosphorylation disorder
63899	Mendelian disease
63899	disease or disorder
63899	developmental anomaly of metabolic origin
63899	disorder of development or morphogenesis
63899	inborn disorder of energy metabolism
63899	mitochondrial disease
63899	inborn mitochondrial metabolism disorder
79991	inherited vitreous-retinal disease
79991	vascular disorder
79991	congenital nervous system disorder
79991	face disorder
79991	premature aging syndrome
79991	disease or disorder
79991	telomere syndrome
79991	congenital vitreoretinal dysplasia
79991	genetic central nervous system and retinal vascular disease
79991	eye disorder
79991	vitreous body disorder
79991	inherited vitreoretinopathy
79991	cardiovascular disorder
79991	Mendelian disease
79991	disorder of central nervous system or retinal vasculature
79991	genetic cerebral small vessel disease
79991	disorder of orbital region
79991	neurovascular disorder
79991	disorder of development or morphogenesis
79991	retinal disorder
79991	nervous system disorder
79991	disorder of visual system
79991	head disorder
79991	genetic nervous system disorder
3207	developmental defect during embryogenesis
3207	bone development disease
3207	musculoskeletal system disorder
3207	skeletal system disorder
3207	inherited thrombocytopenia
3207	dysostosis of genetic origin
3207	disease or disorder
3207	dysostosis
3207	congenital limb malformation
3207	congenital hematological disorder
3207	syndromic constitutional thrombocytopenia
3207	blood platelet disease
3207	hematologic disorder
3207	Mendelian disease
3207	disorder of development or morphogenesis
3207	bone disorder
3207	thrombocytopenia
3236	developmental defect during embryogenesis
3236	Mendelian disease
3236	non-syndromic limb malformation
3236	disease or disorder
3236	congenital deformities of limbs
3236	congenital limb malformation
3236	disorder of development or morphogenesis
3229	epidermal appendage anomaly
3229	genetic epidermal appendage anomaly
3229	integumentary system disorder
3229	ectodermal dysplasia syndrome
3229	Mendelian disease
3229	skin disorder
3229	disease or disorder
3229	syndromic disease
3229	genetic skin disease
3229	skin appendage disorder
3251	nephropathy secondary to a storage or other metabolic disease
3251	vitamin B12- and folate-independent constitutional megaloblastic anemia
3251	kidney disorder
3251	urinary system disorder
3251	disease or disorder
3251	deficiency anemia
3251	neurometabolic disease
3251	syndromic disease
3251	brain disorder
3251	hypoxanthine-guanine phosphoribosyltransferase deficiency
3251	anemia
3251	inborn errors of metabolism
3251	metabolic disease
3251	inborn disorder of purine metabolism
3251	inborn disorder of purine or pyrimidine metabolism
3251	inherited deficiency anemia
3251	hematologic disorder
3251	Mendelian disease
3251	central nervous system disorder
3251	macrocytic anemia
3251	megaloblastic anemia
3251	nervous system disorder
3251	purine metabolism disease
3251	genetic nervous system disorder
3208	inherited dystonia
3208	focal, segmental or multifocal dystonia
3208	Mendelian disease
3208	isolated dystonia
3208	dystonic disorder
3208	disease or disorder
3208	nervous system disorder
3208	movement disorder
3208	genetic nervous system disorder
3239	bone development disease
3239	musculoskeletal system disorder
3239	Mendelian disease
3239	skeletal system disorder
3239	dysostosis of genetic origin
3239	brachydactyly
3239	disease or disorder
3239	dysostosis
3239	disorder of development or morphogenesis
3239	bone disorder
3239	autosomal genetic disease
3239	developmental defect during embryogenesis
3239	syndactyly
3239	syndrome caused by partial chromosomal duplication
3239	autosomal anomaly
3239	partial duplication of the long arm of chromosome 2
3239	non-syndromic polydactyly, syndactyly and/or hyperphalangy
3239	congenital limb malformation
3239	non-syndromic syndactyly
3239	syndactyly type 1
3239	chromosome 2 disorder
3239	partial autosomal trisomy/tetrasomy
3239	non-syndromic limb malformation
3239	chromosomal disorder
3239	partial duplication of chromosome 2
3239	synpolydactyly
3239	non-syndromic polydactyly
3239	polydactyly
3239	non-syndromic synpolydactyly
3211	paralytic facial malformation
3211	developmental defect during embryogenesis
3211	skull disorder
3211	musculoskeletal system disorder
3211	skeletal system disorder
3211	face disorder
3211	genetic head and neck malformation
3211	disorder of facial skeleton
3211	disease or disorder
3211	central nervous system malformation
3211	Mendelian disease
3211	disorder of development or morphogenesis
3211	bone disorder
3211	head disorder
3211	nervous system disorder
3211	genetic nervous system disorder
3211	cranial nerve and nuclear aplasia
3211	congenital nervous system disorder
3209	developmental defect during embryogenesis
3209	bone development disease
3209	reproductive system disorder
3209	musculoskeletal system disorder
3209	skeletal system disorder
3209	genetic multiple congenital anomalies/dysmorphic syndrome
3209	dysostosis of genetic origin
3209	autosomal genetic disease
3209	dysostosis
3209	congenital limb malformation
3209	disease or disorder
3209	syndromic disease
3209	uterovaginal malformation
3209	female reproductive system disorder
3209	syndromic uterovaginal malformation
3209	autosomal dominant disease
3209	multiple congenital anomalies/dysmorphic syndrome
3209	Mendelian disease
3209	disorder of genitourinary system
3209	disorder of development or morphogenesis
3209	multiple congenital anomalies/dysmorphic syndrome without intellectual disability
3209	bone disorder
3209	genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability
3209	urogenital tract malformation
3209	syndromic urogenital tract malformation
3199	developmental defect during embryogenesis
3199	genetic otorhinolaryngologic disease
3199	Mendelian disease
3199	genetic head and neck malformation
3199	disease or disorder
3199	otorhinolaryngologic disease
3199	disorder of development or morphogenesis
3199	genetic otorhinolaryngological malformation
3199	inherited auditory system disease
3199	orofacial clefting syndrome
3199	hearing loss disorder
3199	hearing disorder
3199	syndromic disease
3199	perceptual disorders
3199	auditory system disorder
3199	nervous system disorder
3199	syndromic genetic hearing loss
3199	genetic nervous system disorder
3242	disorder of tyrosine metabolism
3242	inborn errors of metabolism
3242	metabolic disease
3242	inherited amino acid metabolic disorder
3242	inborn disorder of amino acid and other organic acid metabolism
3242	disorder of organic acid metabolism
3242	Mendelian disease
3242	amino acid metabolism disease
3242	inherited organic acidemia
3242	disease or disorder
3242	tyrosinemia
3242	inborn disorder of phenylalanin or tyrosine metabolism
3248	disease or disorder
3248	syndromic disease
3248	primary hypertrophic osteoarthropathy
3248	Mendelian disease
3248	epidermal appendage anomaly
3248	genetic epidermal appendage anomaly
3248	bone development disease
3248	nail disorder
3248	integumentary system disorder
3248	genetic nail anomaly
3248	skeletal system disorder
3248	musculoskeletal system disorder
3248	skin disorder
3248	dysostosis of genetic origin
3248	dysostosis
3248	genetic skin disease
3248	nail anomaly
3248	skin appendage disorder
3248	joint formation defects
3248	disorder of development or morphogenesis
3248	inherited isolated nail anomaly
3248	bone disorder
3248	NA
80185	developmental defect during embryogenesis
80185	syndromic intellectual disability
80185	mental disorder
80185	congenital nervous system disorder
80185	developmental disorder of mental health
80185	genetic multiple congenital anomalies/dysmorphic syndrome
80185	disease or disorder
80185	syndromic disease
80185	brain disorder
80185	intellectual disability
80185	multiple congenital anomalies/dysmorphic syndrome
80185	Mendelian disease
80185	psychiatric disorder
80185	central nervous system disorder
80185	disorder of development or morphogenesis
80185	nervous system disorder
80185	genetic nervous system disorder
80185	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
84197	lissencephaly spectrum disorders
84197	disorder of glycosylation
84197	congenital nervous system disorder
84197	disorder of O-mannosylglycan synthesis
84197	neurometabolic disease
84197	eye disorder
84197	brain disorder
84197	muscle tissue disorder
84197	disorder of protein O-glycosylation
84197	inborn errors of metabolism
84197	myopathy caused by variation in FKRP
84197	vitreous body disorder
84197	myopathy
84197	psychiatric disorder
84197	qualitative or quantitative defects of protein O-mannosyltransferase 2
84197	central nervous system disorder
84197	qualitative or quantitative defects of alpha-dystroglycan
84197	developmental anomaly of metabolic origin
84197	disorder of development or morphogenesis
84197	nervous system disorder
84197	disorder of visual system
84197	congenital muscular dystrophy
84197	genetic nervous system disorder
84197	myopathy caused by variation in POMGNT1
84197	qualitative or quantitative protein defects in neuromuscular diseases
84197	developmental defect during embryogenesis
84197	qualitative or quantitative defects of protein O-mannosyltransferase 1
84197	syndromic intellectual disability
84197	glycoprotein metabolism disease
84197	mental disorder
84197	qualitative or quantitative defects of fukutin
84197	musculoskeletal system disorder
84197	developmental disorder of mental health
84197	face disorder
84197	disease or disorder
84197	neuromuscular disease
84197	congenital vitreoretinal dysplasia
84197	syndromic disease
84197	congenital disorder of glycosylation
84197	qualitative or quantitative defects of protein involved in O-glycosylation of alpha-dystroglycan
84197	qualitative or quantitative defects of protein O-mannose beta1,2N-acetylglucosaminyltransferase
84197	muscular disorder
84197	intellectual disability
84197	muscular dystrophy
84197	qualitative or quantitative defects of FKRP
84197	metabolic disease
84197	inherited vitreoretinopathy
84197	skeletal muscle disorder
84197	Mendelian disease
84197	cobblestone lissencephaly
84197	disorder of orbital region
84197	retinal disorder
84197	head disorder
84197	muscular dystrophy-dystroglycanopathy
84197	inherited vitreous-retinal disease
84197	progressive muscular dystrophy
84197	autosomal genetic disease
84197	autosomal recessive limb-girdle muscular dystrophy
84197	limb-girdle muscular dystrophy
84197	muscular dystrophy-dystroglycanopathy, type C
84197	autosomal recessive disease
79731	prelingual non-syndromic genetic hearing loss
79731	inherited auditory system disease
79731	nonsyndromic genetic hearing loss
79731	hearing loss disorder
79731	Mendelian disease
79731	postlingual non-syndromic genetic hearing loss
79731	hearing disorder
79731	disease or disorder
79731	autosomal genetic disease
79731	perceptual disorders
79731	auditory system disorder
79731	nervous system disorder
79731	autosomal recessive disease
79731	genetic nervous system disorder
79731	combined oxidative phosphorylation deficiency
79731	developmental defect during embryogenesis
79731	inborn errors of metabolism
79731	metabolic disease
79731	mitochondrial oxidative phosphorylation disorder
79731	developmental anomaly of metabolic origin
79731	disorder of development or morphogenesis
79731	inborn disorder of energy metabolism
79731	mitochondrial disease
79731	inborn mitochondrial metabolism disorder
80199	developmental defect during embryogenesis
80199	neural tube closure defect
80199	isolated spina bifida
80199	congenital nervous system disorder
80199	disease or disorder
80199	myelomeningocele
80199	spina bifida cystica
80199	spina bifida
80199	central nervous system malformation
80199	neural tube defect
80199	spinal cord disorder
80199	central nervous system disorder
80199	disorder of development or morphogenesis
80199	nervous system disorder
80199	non-syndromic central nervous system malformation
80199	spina bifida aperta
80199	kidney disorder
80199	urinary system disorder
80199	urogenital tract malformation
80199	syndromic renal or urinary tract malformation
80199	Chiari malformation
80199	Mendelian disease
80199	genetic nervous system disorder
63895	developmental defect during embryogenesis
63895	distal arthrogryposis
63895	musculoskeletal system disorder
63895	Mendelian disease
63895	disease or disorder
63895	arthrogryposis syndrome
63895	congenital limb malformation
63895	disorder of development or morphogenesis
63895	muscular disorder
63895	muscle tissue disorder
63895	orofacial clefting syndrome
63895	genetic otorhinolaryngologic disease
63895	genetic multiple congenital anomalies/dysmorphic syndrome
63895	multiple congenital anomalies/dysmorphic syndrome
63895	otorhinolaryngologic disease
63895	multiple congenital anomalies/dysmorphic syndrome without intellectual disability
63895	genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability
63895	syndromic intellectual disability
63895	mental disorder
63895	ciliopathy
63895	congenital nervous system disorder
63895	developmental disorder of mental health
63895	syndromic disease
63895	brain disorder
63895	intellectual disability
63895	psychiatric disorder
63895	central nervous system disorder
63895	arthrogryposis multiplex congenita
63895	nervous system disorder
63895	genetic nervous system disorder
63895	multiple congenital anomalies/dysmorphic syndrome-intellectual disability
79955	prelingual non-syndromic genetic hearing loss
79955	inherited auditory system disease
79955	hearing loss disorder
79955	hearing disorder
79955	disease or disorder
79955	autosomal genetic disease
79955	nonsyndromic genetic hearing loss
79955	Mendelian disease
79955	postlingual non-syndromic genetic hearing loss
79955	perceptual disorders
79955	auditory system disorder
79955	nervous system disorder
79955	autosomal recessive disease
79955	genetic nervous system disorder
79955	hearing loss, autosomal recessive
79955	developmental defect during embryogenesis
79955	Usher syndrome type 2
79955	retinal degeneration
79955	inherited vitreous-retinal disease
79955	face disorder
79955	syndromic disease
79955	eye disorder
79955	syndromic retinitis pigmentosa
79955	retinitis pigmentosa
79955	vision disorder
79955	vitreous body disorder
79955	syndromic genetic hearing loss
79955	disorder of orbital region
79955	disorder of development or morphogenesis
79955	inherited retinal dystrophy
79955	retinal disorder
79955	Usher syndrome
79955	disorder of visual system
79955	head disorder
79625	gonadal disorder
79625	reproductive system disorder
79625	Mendelian disease
79625	hypogonadism
79625	disease or disorder
79625	disorder of genitourinary system
79625	hypogonadotropic hypogonadism
79625	endocrine system disorder
79625	syndromic disease
79925	respiratory system disorder
79925	ciliopathy
79925	Mendelian disease
79925	disease or disorder
79925	syndromic disease
79925	male reproductive system disorder
79925	reproductive system disorder
79925	genetic infertility
79925	disorder of genitourinary system
79925	infertility disorder
79925	spermatogenic failure
79925	male infertility
79738	genetic endocrine growth disease
79738	male reproductive system disorder
79738	nephropathy-associated ciliopathy
79738	pituitary deficiency
79738	genetic infertility
79738	urinary system disorder
79738	autosomal genetic disease
79738	brain disorder
79738	syndromic retinitis pigmentosa
79738	retinal ciliopathy
79738	cystic kidney disease
79738	infertility disorder
79738	nervous system disorder
79738	disorder of visual system
79738	genetic nervous system disorder
79738	male infertility
79738	non-acquired pituitary hormone deficiency
79738	developmental defect during embryogenesis
79738	syndromic intellectual disability
79738	mental disorder
79738	overnutrition
79738	syndromic disease
79738	inherited obesity
79738	intestinal motility disease
79738	female reproductive system disorder
79738	familial cystic renal disease
79738	retinitis pigmentosa
79738	vision disorder
79738	female infertility
79738	nutritional disorder
79738	perceptual disorders
79738	inherited retinal dystrophy
79738	head disorder
79738	inherited vitreous-retinal disease
79738	hypogonadotropic hypogonadism
79738	gonadal disorder
79738	anomaly of puberty or/and menstrual cycle of genetic origin
79738	kidney disorder
79738	congenital nervous system disorder
79738	genetic multiple congenital anomalies/dysmorphic syndrome
79738	digestive system disorder
79738	eye disorder
79738	multiple congenital anomalies/dysmorphic syndrome
79738	vitreous body disorder
79738	psychiatric disorder
79738	central nervous system disorder
79738	hypogonadism
79738	obesity disorder
79738	disorder of development or morphogenesis
79738	congenital hypogonadotropic hypogonadism
79738	retinal degeneration
79738	reproductive system disorder
79738	ciliopathy
79738	developmental disorder of mental health
79738	face disorder
79738	disease or disorder
79738	multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome
79738	overgrowth/obesity syndrome
79738	intellectual disability
79738	intestinal disorder
79738	endocrine system disorder
79738	anomaly of puberty or/and menstrual cycle
79738	Mendelian disease
79738	disorder of genitourinary system
79738	disorder of orbital region
79738	retinal disorder
79738	syndromic genetic obesity
79738	autosomal recessive disease
79738	genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome
152816	amelogenesis imperfecta
152816	tooth disorder
152816	Mendelian disease
152816	skeletal system disorder
152816	mouth disorder
152816	musculoskeletal system disorder
152816	disease or disorder
152816	tooth hard tissue disease
152816	head disorder
152816	dental enamel hypoplasia
3339	bone development disease
3339	congenital nervous system disorder
3339	primary bone dysplasia
3339	skeletal system disorder
3339	progressive muscular dystrophy
3339	autosomal genetic disease
3339	eye disorder
3339	qualitative or quantitative defects of perlecan
3339	muscle tissue disorder
3339	myopia
3339	syndromic myopia
3339	myopathy
3339	disorder of development or morphogenesis
3339	refractive error
3339	nervous system disorder
3339	disorder of visual system
3339	qualitative or quantitative protein defects in neuromuscular diseases
3339	genetic nervous system disorder
3339	myotonic syndrome
3339	osteochondrodysplasia
3339	musculoskeletal system disorder
3339	face disorder
3339	neuromuscular disease
3339	spondyloepiphyseal dysplasia
3339	syndromic disease
3339	disease or disorder
3339	muscular disorder
3339	congenital myotonia
3339	muscular dystrophy
3339	skeletal muscle disorder
3339	Mendelian disease
3339	disorder of orbital region
3339	perlecan-related bone disorder
3339	bone disorder
3339	head disorder
3339	autosomal recessive disease
3350	anomaly of puberty or/and menstrual cycle of genetic origin
3350	reproductive system disorder
3350	anomaly of puberty or/and menstrual cycle
3350	Mendelian disease
3350	disease or disorder
3350	disorder of genitourinary system
3350	female reproductive system disorder
124404	male reproductive system disorder
124404	reproductive system disorder
124404	Mendelian disease
124404	genetic infertility
124404	disease or disorder
124404	disorder of genitourinary system
124404	infertility disorder
124404	spermatogenic failure
124404	male infertility
151516	epidermal disease
151516	integumentary system disorder
151516	ichthyosis
151516	eyelid disorder
151516	face disorder
151516	skin disorder
151516	disease or disorder
151516	genetic skin disease
151516	eye disorder
151516	secondary ectropion
151516	eyelids malposition disorder
151516	inherited non-syndromic ichthyosis
151516	eye adnexa disorder
151516	Mendelian disease
151516	disorder of orbital region
151516	head disorder
151516	disorder of visual system
151516	lamellar ichthyosis
151516	inherited ichthyosis
3290	inherited lipid metabolism disorder
3290	inborn errors of metabolism
3290	metabolic disease
3290	anomaly of puberty or/and menstrual cycle of genetic origin
3290	reproductive system disorder
3290	adrenal gland disorder
3290	anomaly of puberty or/and menstrual cycle
3290	Mendelian disease
3290	steroid metabolism disease
3290	adrenogenital syndrome
3290	disease or disorder
3290	disorder of genitourinary system
3290	female reproductive system disorder
3290	endocrine system disorder
9394	gonadal disorder
9394	reproductive system disorder
9394	Mendelian disease
9394	hypogonadism
9394	disease or disorder
9394	disorder of genitourinary system
9394	endocrine system disorder
9394	syndromic disease
3291	adrenal gland disorder
3291	kidney disorder
3291	vascular disorder
3291	Mendelian disease
3291	genetic hypertension
3291	arterial disorder
3291	urinary system disorder
3291	disease or disorder
3291	cardiovascular disorder
3291	hypertensive disorder
3291	endocrine system disorder
3284	inherited lipid metabolism disorder
3284	gonadal disorder
3284	genetic endocrine growth disease
3284	developmental defect during embryogenesis
3284	reproductive system disorder
3284	adrenal gland disorder
3284	steroid metabolism disease
3284	46,XX disorder of sex development induced by fetal androgens excess
3284	chronic primary adrenal insufficiency
3284	disease or disorder
3284	difference of sexual differentiation
3284	adrenocortical insufficiency
3284	46,XY disorder of sex development
3284	female reproductive system disorder
3284	46,XX disorder of sex development
3284	endocrine system disorder
3284	adrenal cortex disorder
3284	inborn errors of metabolism
3284	metabolic disease
3284	Mendelian disease
3284	adrenogenital syndrome
3284	steroid inherited metabolic disorder
3284	disorder of genitourinary system
3284	developmental anomaly of metabolic origin
3284	congenital adrenal hyperplasia
3284	disorder of development or morphogenesis
3284	primary adrenal insufficiency
3284	46,XY disorder of sex development of endocrine origin
3284	46,XX disorder of sex development induced by androgens excess
3293	developmental defect during embryogenesis
3293	gonadal disorder
3293	male reproductive system disorder
3293	reproductive system disorder
3293	genetic infertility
3293	disease or disorder
3293	difference of sexual differentiation
3293	46,XY disorder of sex development
3293	female reproductive system disorder
3293	endocrine system disorder
3293	female infertility
3293	Mendelian disease
3293	disorder of genitourinary system
3293	infertility disorder
3293	disorder of development or morphogenesis
3293	46,XY disorder of sex development of endocrine origin
3293	male infertility
8988	peripheral nervous system disorder
8988	genetic peripheral neuropathy
8988	hereditary motor neuron disease
8988	musculoskeletal system disorder
8988	neuromuscular disease
8988	disease or disorder
8988	spinal muscular atrophy
8988	autosomal genetic disease
8988	nervous system disorder
8988	muscular disorder
8988	muscle tissue disorder
8988	neurodegenerative disease
8988	inherited neurodegenerative disorder
8988	autosomal dominant disease
8988	distal hereditary motor neuropathy
8988	peripheral neuropathy
8988	myopathy
8988	autosomal dominant distal hereditary motor neuropathy
8988	spinal cord disorder
8988	Mendelian disease
8988	central nervous system disorder
8988	motor neuron disorder
8988	anterior horn disorder
8988	genetic nervous system disorder
3329	palsy
3329	pure or complex hereditary spastic paraplegia
3329	hereditary spastic paraplegia
3329	Mendelian disease
3329	genetic nervous system disorder
3329	central nervous system disorder
3329	disease or disorder
3329	nervous system disorder
3329	inherited neurodegenerative disorder
3329	paraplegia
3329	neurodegenerative disease
3329	pure or complex autosomal dominant spastic paraplegia
3329	Pelizaeus-Merzbacher-like disease
3329	leukodystrophy
3299	developmental defect during embryogenesis
3299	lens disorder
3299	disorder of visual system
3299	Mendelian disease
3299	face disorder
3299	disease or disorder
3299	early-onset non-syndromic cataract
3299	disorder of orbital region
3299	disorder of development or morphogenesis
3299	eye disorder
3299	head disorder
3299	cataract
3299	developmental defect of the eye
3299	non-syndromic developmental defect of the eye
3299	cataract 16 multiple types
3299	early-onset partial cataract
3299	early-onset zonular cataract
3300	peripheral nervous system disorder
3300	genetic peripheral neuropathy
3300	anterior horn disorder
3300	hereditary motor neuron disease
3300	musculoskeletal system disorder
3300	neuromuscular disease
3300	disease or disorder
3300	spinal muscular atrophy
3300	autosomal genetic disease
3300	autosomal recessive distal hereditary motor neuropathy
3300	muscle tissue disorder
3300	muscular disorder
3300	neurodegenerative disease
3300	inherited neurodegenerative disorder
3300	distal hereditary motor neuropathy
3300	peripheral neuropathy
3300	myopathy
3300	spinal cord disorder
3300	Mendelian disease
3300	central nervous system disorder
3300	motor neuron disorder
3300	nervous system disorder
3300	autosomal recessive disease
3300	genetic nervous system disorder
3300	axonal hereditary motor and sensory neuropathy
3300	autosomal recessive axonal hereditary motor and sensory neuropathy
3300	Charcot-Marie-Tooth disease
3300	Charcot-Marie-Tooth disease type 2
3300	hereditary motor and sensory neuropathy
3313	developmental defect during embryogenesis
3313	digestive tract malformation
3313	osteochondrodysplasia
3313	bone development disease
3313	primary bone dysplasia
3313	skeletal system disorder
3313	musculoskeletal system disorder
3313	genetic multiple congenital anomalies/dysmorphic syndrome
3313	disease or disorder
3313	spondyloepiphyseal dysplasia
3313	syndromic disease
3313	anorectal malformation
3313	multiple congenital anomalies/dysmorphic syndrome
3313	syndromic anorectal malformation
3313	Mendelian disease
3313	disorder of development or morphogenesis
3313	multiple congenital anomalies/dysmorphic syndrome without intellectual disability
3313	bone disorder
3313	genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability
3313	anemia
3313	hematologic disorder
3313	autosomal genetic disease
3313	sideroblastic anemia
3313	autosomal recessive disease
3313	inherited sideroblastic anemia
3313	autosomal dominant disease
3516	developmental defect during embryogenesis
3516	integumentary system disorder
3516	bone development disease
3516	musculoskeletal system disorder
3516	skeletal system disorder
3516	skin disorder
3516	dysostosis of genetic origin
3516	disease or disorder
3516	dysostosis
3516	congenital limb malformation
3516	genetic skin disease
3516	dermis disorder
3516	Mendelian disease
3516	disorder of development or morphogenesis
3516	bone disorder
3516	mixed dermis disorder
3315	peripheral nervous system disorder
3315	genetic peripheral neuropathy
3315	Charcot-Marie-Tooth disease
3315	peripheral neuropathy
3315	Mendelian disease
3315	neuromuscular disease
3315	disease or disorder
3315	nervous system disorder
3315	Charcot-Marie-Tooth disease type 2
3315	genetic nervous system disorder
3315	anterior horn disorder
3315	hereditary motor neuron disease
3315	musculoskeletal system disorder
3315	neuronopathy, distal hereditary motor
3315	spinal muscular atrophy
3315	autosomal genetic disease
3315	muscular disorder
3315	muscle tissue disorder
3315	neurodegenerative disease
3315	inherited neurodegenerative disorder
3315	distal hereditary motor neuropathy
3315	autosomal dominant disease
