go_id	go_name	gene_count
GO:0051307	meiotic chromosome separation	3
GO:0003108	negative regulation of the force of heart contraction by chemical signal	1
GO:0048741	skeletal muscle fiber development	1
GO:1902173	negative regulation of keratinocyte apoptotic process	1
GO:2000323	negative regulation of glucocorticoid receptor signaling pathway	1
GO:0097497	blood vessel endothelial cell delamination	1
GO:0006286	base-excision repair, base-free sugar-phosphate removal	2
GO:0098502	DNA dephosphorylation	2
GO:1903122	negative regulation of TRAIL-activated apoptotic signaling pathway	3
GO:0110057	regulation of blood vessel endothelial cell differentiation	2
GO:0034242	negative regulation of syncytium formation by plasma membrane fusion	1
GO:1903334	positive regulation of protein folding	1
GO:0090335	regulation of brown fat cell differentiation	4
GO:0090336	positive regulation of brown fat cell differentiation	3
GO:0010750	positive regulation of nitric oxide mediated signal transduction	2
GO:0033861	negative regulation of NAD(P)H oxidase activity	2
GO:0045818	negative regulation of glycogen catabolic process	1
GO:2000252	negative regulation of feeding behavior	1
GO:0044387	negative regulation of protein kinase activity by regulation of protein phosphorylation	7
GO:0006382	adenosine to inosine editing	3
GO:0060352	cell adhesion molecule production	2
GO:0036250	peroxisome transport along microtubule	1
GO:0044721	protein import into peroxisome matrix, substrate release	1
GO:0007497	posterior midgut development	1
GO:0008653	lipopolysaccharide metabolic process	1
GO:0009104	lipopolysaccharide catabolic process	1
GO:0048210	Golgi vesicle fusion to target membrane	2
GO:0070894	regulation of transposon integration	2
GO:0070895	negative regulation of transposon integration	2
GO:2000392	regulation of lamellipodium morphogenesis	10
GO:2000394	positive regulation of lamellipodium morphogenesis	6
GO:0030042	actin filament depolymerization	7
GO:0030036	actin cytoskeleton organization	198
GO:0007015	actin filament organization	100
GO:0048041	focal adhesion assembly	12
GO:1901897	regulation of relaxation of cardiac muscle	3
GO:1901079	positive regulation of relaxation of muscle	1
GO:1901899	positive regulation of relaxation of cardiac muscle	1
GO:0016311	dephosphorylation	126
GO:0006470	protein dephosphorylation	94
GO:0032986	protein-DNA complex disassembly	19
GO:0060160	negative regulation of dopamine receptor signaling pathway	1
GO:0006971	hypotonic response	7
GO:0071476	cellular hypotonic response	6
GO:0045869	negative regulation of single stranded viral RNA replication via double stranded DNA intermediate	9
GO:0016553	base conversion or substitution editing	8
GO:0099515	actin filament-based transport	4
GO:0030050	vesicle transport along actin filament	3
GO:0022400	regulation of rhodopsin mediated signaling pathway	26
GO:0009583	detection of light stimulus	28
GO:0009584	detection of visible light	21
GO:0016056	rhodopsin mediated signaling pathway	10
GO:0007602	phototransduction	20
GO:0007603	phototransduction, visible light	13
GO:0006359	regulation of transcription by RNA polymerase III	20
GO:0070245	positive regulation of thymocyte apoptotic process	1
GO:0002260	lymphocyte homeostasis	3
GO:0043029	T cell homeostasis	3
GO:1902001	fatty acid transmembrane transport	14
GO:0006853	carnitine shuttle	11
GO:0050684	regulation of mRNA processing	84
GO:1900363	regulation of mRNA polyadenylation	16
GO:0050686	negative regulation of mRNA processing	17
GO:0031441	negative regulation of mRNA 3'-end processing	7
GO:1900364	negative regulation of mRNA polyadenylation	7
GO:0045988	negative regulation of striated muscle contraction	2
GO:0055118	negative regulation of cardiac muscle contraction	1
GO:1905832	positive regulation of spindle assembly	4
GO:0051661	maintenance of centrosome location	4
GO:0031291	Ran protein signal transduction	3
GO:0006353	DNA-templated transcription, termination	66
GO:0006369	termination of RNA polymerase II transcription	30
GO:0030488	tRNA methylation	16
GO:0008033	tRNA processing	79
GO:0006400	tRNA modification	48
GO:0062030	negative regulation of stress granule assembly	1
GO:0070131	positive regulation of mitochondrial translation	14
GO:1902203	negative regulation of hepatocyte growth factor receptor signaling pathway	1
GO:2001112	regulation of cellular response to hepatocyte growth factor stimulus	1
GO:2001113	negative regulation of cellular response to hepatocyte growth factor stimulus	1
GO:0006570	tyrosine metabolic process	4
GO:0006572	tyrosine catabolic process	1
GO:0035853	chromosome passenger complex localization to spindle midzone	1
GO:2001029	regulation of cellular glucuronidation	1
GO:2001031	positive regulation of cellular glucuronidation	1
GO:0043297	apical junction assembly	33
GO:0070830	bicellular tight junction assembly	27
GO:0120192	tight junction assembly	29
GO:0120193	tight junction organization	29
GO:0090557	establishment of endothelial intestinal barrier	10
GO:1902396	protein localization to bicellular tight junction	4
GO:1901552	positive regulation of endothelial cell development	6
GO:1903142	positive regulation of establishment of endothelial barrier	6
GO:0010940	positive regulation of necrotic cell death	7
GO:0060545	positive regulation of necroptotic process	3
GO:0062100	positive regulation of programmed necrotic cell death	3
GO:0006516	glycoprotein catabolic process	15
GO:0030167	proteoglycan catabolic process	4
GO:0030200	heparan sulfate proteoglycan catabolic process	3
GO:1904784	NLRP1 inflammasome complex assembly	1
GO:0007161	calcium-independent cell-matrix adhesion	2
GO:0006145	purine nucleobase catabolic process	2
GO:2001213	negative regulation of vasculogenesis	1
GO:0009115	xanthine catabolic process	1
GO:0046110	xanthine metabolic process	1
GO:0022616	DNA strand elongation	12
GO:0006271	DNA strand elongation involved in DNA replication	8
GO:0033260	nuclear DNA replication	28
GO:0044786	cell cycle DNA replication	28
GO:0006260	DNA replication	137
GO:0006261	DNA-dependent DNA replication	78
GO:0032274	gonadotropin secretion	2
GO:0030540	female genitalia development	2
GO:0030539	male genitalia development	2
GO:0032275	luteinizing hormone secretion	1
GO:0046884	follicle-stimulating hormone secretion	1
GO:0034501	protein localization to kinetochore	11
GO:0035585	calcium-mediated signaling using extracellular calcium source	2
GO:0061577	calcium ion transmembrane transport via high voltage-gated calcium channel	1
GO:0035115	embryonic forelimb morphogenesis	5
GO:0035136	forelimb morphogenesis	5
GO:0042256	mature ribosome assembly	5
GO:0042148	strand invasion	2
GO:0075044	positive regulation by symbiont of host autophagy	6
GO:0075071	modulation by symbiont of host autophagy	6
GO:0039521	suppression by virus of host autophagy	1
GO:0140321	negative regulation by symbiont of host autophagy	1
GO:0071801	regulation of podosome assembly	9
GO:0071803	positive regulation of podosome assembly	6
GO:2000008	regulation of protein localization to cell surface	26
GO:2000010	positive regulation of protein localization to cell surface	11
GO:0038155	interleukin-23-mediated signaling pathway	9
GO:0002277	myeloid dendritic cell activation involved in immune response	1
GO:0070431	nucleotide-binding oligomerization domain containing 2 signaling pathway	7
GO:0061762	CAMKK-AMPK signaling cascade	3
GO:0006501	C-terminal protein lipidation	2
GO:0061739	protein lipidation involved in autophagosome assembly	1
GO:0035116	embryonic hindlimb morphogenesis	3
GO:0035137	hindlimb morphogenesis	3
GO:1905384	regulation of protein localization to presynapse	2
GO:1905386	positive regulation of protein localization to presynapse	2
GO:1904889	regulation of excitatory synapse assembly	1
GO:0021846	cell proliferation in forebrain	1
GO:1904891	positive regulation of excitatory synapse assembly	1
GO:1903891	regulation of ATF6-mediated unfolded protein response	4
GO:1903892	negative regulation of ATF6-mediated unfolded protein response	2
GO:0002926	tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation	1
GO:1901787	benzoyl-CoA metabolic process	1
GO:0090435	protein localization to nuclear envelope	3
GO:0042774	plasma membrane ATP synthesis coupled electron transport	1
GO:0035970	peptidyl-threonine dephosphorylation	15
GO:0097749	membrane tubulation	3
GO:0097750	endosome membrane tubulation	2
GO:0150066	negative regulation of deacetylase activity	2
GO:1901726	negative regulation of histone deacetylase activity	2
GO:0034316	negative regulation of Arp2/3 complex-mediated actin nucleation	2
GO:0090135	actin filament branching	1
GO:1902463	protein localization to cell leading edge	1
GO:0045579	positive regulation of B cell differentiation	3
GO:0002721	regulation of B cell cytokine production	1
GO:0032958	inositol phosphate biosynthetic process	2
GO:0014045	establishment of endothelial blood-brain barrier	1
GO:0022009	central nervous system vasculogenesis	1
GO:0060856	establishment of blood-brain barrier	1
GO:0070318	positive regulation of G0 to G1 transition	1
GO:0097291	renal phosphate ion absorption	1
GO:0006020	inositol metabolic process	3
GO:0019310	inositol catabolic process	1
GO:0048102	autophagic cell death	4
GO:0060212	negative regulation of nuclear-transcribed mRNA poly(A) tail shortening	3
GO:1900152	negative regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	3
GO:2000983	regulation of ATP citrate synthase activity	1
GO:0035971	peptidyl-histidine dephosphorylation	1
GO:2000984	negative regulation of ATP citrate synthase activity	1
GO:0097039	protein linear polyubiquitination	3
GO:0030242	autophagy of peroxisome	1
GO:0072658	maintenance of protein location in membrane	2
GO:0072660	maintenance of protein location in plasma membrane	2
GO:0008543	fibroblast growth factor receptor signaling pathway	69
GO:0044344	cellular response to fibroblast growth factor stimulus	83
GO:0071774	response to fibroblast growth factor	83
GO:0044330	canonical Wnt signaling pathway involved in positive regulation of wound healing	1
GO:0044328	canonical Wnt signaling pathway involved in positive regulation of endothelial cell migration	1
GO:0044329	canonical Wnt signaling pathway involved in positive regulation of cell-cell adhesion	1
GO:0043586	tongue development	3
GO:0043587	tongue morphogenesis	2
GO:0051147	regulation of muscle cell differentiation	78
GO:0051149	positive regulation of muscle cell differentiation	48
GO:1904633	regulation of glomerular visceral epithelial cell apoptotic process	2
GO:1904635	positive regulation of glomerular visceral epithelial cell apoptotic process	2
GO:0032431	activation of phospholipase A2 activity	4
GO:0032429	regulation of phospholipase A2 activity	8
GO:0032430	positive regulation of phospholipase A2 activity	7
GO:1900098	regulation of plasma cell differentiation	1
GO:1900100	positive regulation of plasma cell differentiation	1
GO:0019695	choline metabolic process	7
GO:0042426	choline catabolic process	6
GO:1905665	positive regulation of calcium ion import across plasma membrane	2
GO:0038041	cross-receptor inhibition within G protein-coupled receptor heterodimer	2
GO:1905664	regulation of calcium ion import across plasma membrane	2
GO:0045048	protein insertion into ER membrane	6
GO:0071816	tail-anchored membrane protein insertion into ER membrane	5
GO:0042126	nitrate metabolic process	3
GO:0008063	Toll signaling pathway	1
GO:0032847	regulation of cellular pH reduction	2
GO:0032848	negative regulation of cellular pH reduction	1
GO:0000732	strand displacement	1
GO:2000678	negative regulation of transcription regulatory region DNA binding	12
GO:1903025	regulation of RNA polymerase II regulatory region sequence-specific DNA binding	9
GO:1903026	negative regulation of RNA polymerase II regulatory region sequence-specific DNA binding	5
GO:1905898	positive regulation of response to endoplasmic reticulum stress	28
GO:1902237	positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	5
GO:0060049	regulation of protein glycosylation	6
GO:0060050	positive regulation of protein glycosylation	4
GO:0060142	regulation of syncytium formation by plasma membrane fusion	7
GO:0060143	positive regulation of syncytium formation by plasma membrane fusion	7
GO:0034239	regulation of macrophage fusion	2
GO:0034241	positive regulation of macrophage fusion	2
GO:0033198	response to ATP	16
GO:0071318	cellular response to ATP	12
GO:0014807	regulation of somitogenesis	1
GO:0002528	regulation of vascular permeability involved in acute inflammatory response	4
GO:0009123	nucleoside monophosphate metabolic process	24
GO:0009161	ribonucleoside monophosphate metabolic process	22
GO:0009126	purine nucleoside monophosphate metabolic process	20
GO:0009167	purine ribonucleoside monophosphate metabolic process	20
GO:0009124	nucleoside monophosphate biosynthetic process	16
GO:0009156	ribonucleoside monophosphate biosynthetic process	15
GO:0009127	purine nucleoside monophosphate biosynthetic process	13
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	13
GO:0046033	AMP metabolic process	7
GO:0006167	AMP biosynthetic process	3
GO:0072656	maintenance of protein location in mitochondrion	4
GO:0016139	glycoside catabolic process	5
GO:0006004	fucose metabolic process	3
GO:1901873	regulation of post-translational protein modification	4
GO:1901874	negative regulation of post-translational protein modification	2
GO:0018126	protein hydroxylation	16
GO:0017185	peptidyl-lysine hydroxylation	6
GO:0090065	regulation of production of siRNA involved in RNA interference	2
GO:1903704	negative regulation of production of siRNA involved in RNA interference	2
GO:0001172	transcription, RNA-templated	2
GO:1900369	negative regulation of RNA interference	2
GO:0090344	negative regulation of cell aging	18
GO:2000773	negative regulation of cellular senescence	14
GO:0003356	regulation of cilium beat frequency	7
GO:0060632	regulation of microtubule-based movement	25
GO:0003352	regulation of cilium movement	18
GO:0019082	viral protein processing	3
GO:0032898	neurotrophin production	2
GO:0032902	nerve growth factor production	2
GO:0032900	negative regulation of neurotrophin production	1
GO:1901390	positive regulation of transforming growth factor beta activation	1
GO:1901392	regulation of transforming growth factor beta1 activation	1
GO:0032899	regulation of neurotrophin production	1
GO:1901394	positive regulation of transforming growth factor beta1 activation	1
GO:0032904	negative regulation of nerve growth factor production	1
GO:0032903	regulation of nerve growth factor production	1
GO:0090472	dibasic protein processing	1
GO:0010607	negative regulation of cytoplasmic mRNA processing body assembly	1
GO:0071873	response to norepinephrine	1
GO:0071874	cellular response to norepinephrine stimulus	1
GO:0006829	zinc ion transport	10
GO:0071577	zinc ion transmembrane transport	6
GO:0006672	ceramide metabolic process	57
GO:0006643	membrane lipid metabolic process	153
GO:0006665	sphingolipid metabolic process	111
GO:0046467	membrane lipid biosynthetic process	96
GO:0030148	sphingolipid biosynthetic process	62
GO:0035305	negative regulation of dephosphorylation	75
GO:0010923	negative regulation of phosphatase activity	71
GO:0035303	regulation of dephosphorylation	126
GO:0010921	regulation of phosphatase activity	97
GO:0035308	negative regulation of protein dephosphorylation	24
GO:0032515	negative regulation of phosphoprotein phosphatase activity	20
GO:0035304	regulation of protein dephosphorylation	60
GO:0043666	regulation of phosphoprotein phosphatase activity	39
GO:0008277	regulation of G protein-coupled receptor signaling pathway	93
GO:0045744	negative regulation of G protein-coupled receptor signaling pathway	24
GO:0038018	Wnt receptor catabolic process	2
GO:1903615	positive regulation of protein tyrosine phosphatase activity	1
GO:1905183	negative regulation of protein serine/threonine phosphatase activity	1
GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay	51
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening	20
GO:0060213	positive regulation of nuclear-transcribed mRNA poly(A) tail shortening	8
GO:1904580	regulation of intracellular mRNA localization	2
GO:1904582	positive regulation of intracellular mRNA localization	2
GO:1901834	regulation of deadenylation-independent decapping of nuclear-transcribed mRNA	1
GO:1901835	positive regulation of deadenylation-independent decapping of nuclear-transcribed mRNA	1
GO:0050848	regulation of calcium-mediated signaling	37
GO:0050850	positive regulation of calcium-mediated signaling	18
GO:0043633	polyadenylation-dependent RNA catabolic process	4
GO:0000957	mitochondrial RNA catabolic process	3
GO:0000958	mitochondrial mRNA catabolic process	3
GO:0000960	regulation of mitochondrial RNA catabolic process	3
GO:0000962	positive regulation of mitochondrial RNA catabolic process	3
GO:0090615	mitochondrial mRNA processing	2
GO:0071047	polyadenylation-dependent mRNA catabolic process	1
GO:0097222	mitochondrial mRNA polyadenylation	1
GO:0071042	nuclear polyadenylation-dependent mRNA catabolic process	1
GO:0090616	mitochondrial mRNA 3'-end processing	1
GO:2000311	regulation of AMPA receptor activity	6
GO:1904502	regulation of lipophagy	4
GO:1904504	positive regulation of lipophagy	4
GO:1901098	positive regulation of autophagosome maturation	6
GO:0002032	desensitization of G protein-coupled receptor signaling pathway by arrestin	3
GO:0032259	methylation	151
GO:0043414	macromolecule methylation	134
GO:0018022	peptidyl-lysine methylation	49
GO:0016571	histone methylation	48
GO:0034968	histone lysine methylation	34
GO:1901796	regulation of signal transduction by p53 class mediator	159
GO:0043966	histone H3 acetylation	37
GO:0043984	histone H4-K16 acetylation	19
GO:0043983	histone H4-K12 acetylation	6
GO:0035458	cellular response to interferon-beta	11
GO:0046725	negative regulation by virus of viral protein levels in host cell	1
GO:0045815	positive regulation of gene expression, epigenetic	36
GO:0042254	ribosome biogenesis	152
GO:0016072	rRNA metabolic process	126
GO:0006364	rRNA processing	119
GO:0051169	nuclear transport	174
GO:0006913	nucleocytoplasmic transport	171
GO:0015931	nucleobase-containing compound transport	139
GO:0006403	RNA localization	134
GO:0051236	establishment of RNA localization	122
GO:0050657	nucleic acid transport	120
GO:0050658	RNA transport	120
GO:0051168	nuclear export	127
GO:0006611	protein export from nucleus	120
GO:0051028	mRNA transport	102
GO:0006406	mRNA export from nucleus	100
GO:0071427	mRNA-containing ribonucleoprotein complex export from nucleus	100
GO:0006405	RNA export from nucleus	110
GO:0071166	ribonucleoprotein complex localization	108
GO:0071426	ribonucleoprotein complex export from nucleus	107
GO:0032784	regulation of DNA-templated transcription, elongation	25
GO:0032786	positive regulation of DNA-templated transcription, elongation	16
GO:0044417	translocation of molecules into host	8
GO:0046784	viral mRNA export from host cell nucleus	8
GO:0031123	RNA 3'-end processing	84
GO:0031124	mRNA 3'-end processing	68
GO:0061014	positive regulation of mRNA catabolic process	33
GO:0061158	3'-UTR-mediated mRNA destabilization	14
GO:0050779	RNA destabilization	20
GO:0061157	mRNA destabilization	19
GO:0035520	monoubiquitinated protein deubiquitination	7
GO:0035522	monoubiquitinated histone H2A deubiquitination	3
GO:0010614	negative regulation of cardiac muscle hypertrophy	4
GO:0014741	negative regulation of muscle hypertrophy	4
GO:0033242	negative regulation of cellular amine catabolic process	1
GO:1903249	negative regulation of citrulline biosynthetic process	1
GO:0098736	negative regulation of the force of heart contraction	1
GO:1900081	regulation of arginine catabolic process	1
GO:1900082	negative regulation of arginine catabolic process	1
GO:0033241	regulation of cellular amine catabolic process	1
GO:1903243	negative regulation of cardiac muscle hypertrophy in response to stress	1
GO:1903248	regulation of citrulline biosynthetic process	1
GO:0071878	negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway	1
GO:2000283	negative regulation of cellular amino acid biosynthetic process	1
GO:0010616	negative regulation of cardiac muscle adaptation	1
GO:0140192	regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process	1
GO:0014745	negative regulation of muscle adaptation	1
GO:0000821	regulation of arginine metabolic process	1
GO:0140199	negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway involved in heart process	1
GO:2000156	regulation of retrograde vesicle-mediated transport, Golgi to ER	2
GO:1903434	negative regulation of constitutive secretory pathway	1
GO:2000765	regulation of cytoplasmic translation	12
GO:0010831	positive regulation of myotube differentiation	3
GO:0010459	negative regulation of heart rate	3
GO:1901876	regulation of calcium ion binding	1
GO:1901877	negative regulation of calcium ion binding	1
GO:0060735	regulation of eIF2 alpha phosphorylation by dsRNA	1
GO:1902629	regulation of mRNA stability involved in cellular response to UV	1
GO:0034250	positive regulation of cellular amide metabolic process	97
GO:0045727	positive regulation of translation	74
GO:0070723	response to cholesterol	14
GO:0018105	peptidyl-serine phosphorylation	88
GO:0018210	peptidyl-threonine modification	50
GO:0018107	peptidyl-threonine phosphorylation	42
GO:0010826	negative regulation of centrosome duplication	8
GO:0046606	negative regulation of centrosome cycle	8
GO:0046599	regulation of centriole replication	16
GO:0046605	regulation of centrosome cycle	36
GO:0010824	regulation of centrosome duplication	33
GO:0038202	TORC1 signaling	6
GO:0071442	positive regulation of histone H3-K14 acetylation	1
GO:0033601	positive regulation of mammary gland epithelial cell proliferation	3
GO:1903691	positive regulation of wound healing, spreading of epidermal cells	3
GO:0035418	protein localization to synapse	3
GO:0015680	protein maturation by copper ion transfer	1
GO:1900180	regulation of protein localization to nucleus	66
GO:1900182	positive regulation of protein localization to nucleus	45
GO:0046824	positive regulation of nucleocytoplasmic transport	38
GO:1904591	positive regulation of protein import	23
GO:0042307	positive regulation of protein import into nucleus	21
GO:1904589	regulation of protein import	30
GO:0042306	regulation of protein import into nucleus	27
GO:2001046	positive regulation of integrin-mediated signaling pathway	3
GO:0051764	actin crosslink formation	1
GO:1905000	regulation of membrane repolarization during atrial cardiac muscle cell action potential	1
GO:1903350	response to dopamine	23
GO:1903351	cellular response to dopamine	23
GO:0007212	dopamine receptor signaling pathway	11
GO:0007195	adenylate cyclase-inhibiting dopamine receptor signaling pathway	4
GO:0050915	sensory perception of sour taste	5
GO:1904020	regulation of G protein-coupled receptor internalization	4
GO:0060183	apelin receptor signaling pathway	2
GO:1904022	positive regulation of G protein-coupled receptor internalization	2
GO:0009268	response to pH	19
GO:0010447	response to acidic pH	12
GO:0071467	cellular response to pH	12
GO:0071468	cellular response to acidic pH	6
GO:0010591	regulation of lamellipodium assembly	23
GO:0010592	positive regulation of lamellipodium assembly	16
GO:1902743	regulation of lamellipodium organization	34
GO:1902745	positive regulation of lamellipodium organization	23
GO:0010724	regulation of definitive erythrocyte differentiation	2
GO:0030220	platelet formation	7
GO:0036344	platelet morphogenesis	7
GO:1990001	inhibition of cysteine-type endopeptidase activity involved in apoptotic process	2
GO:0097340	inhibition of cysteine-type endopeptidase activity	6
GO:0097341	zymogen inhibition	6
GO:0051646	mitochondrion localization	22
GO:0019896	axonal transport of mitochondrion	4
GO:0072384	organelle transport along microtubule	24
GO:0051654	establishment of mitochondrion localization	11
GO:0034643	establishment of mitochondrion localization, microtubule-mediated	10
GO:0047497	mitochondrion transport along microtubule	10
GO:0006103	2-oxoglutarate metabolic process	9
GO:0032978	protein insertion into membrane from inner side	1
GO:0032979	protein insertion into mitochondrial inner membrane from matrix	1
GO:0051294	establishment of spindle orientation	20
GO:0000132	establishment of mitotic spindle orientation	17
GO:1902115	regulation of organelle assembly	151
GO:1902117	positive regulation of organelle assembly	49
GO:0006012	galactose metabolic process	9
GO:0019388	galactose catabolic process	6
GO:0033145	positive regulation of intracellular steroid hormone receptor signaling pathway	8
GO:0033148	positive regulation of intracellular estrogen receptor signaling pathway	7
GO:1904026	regulation of collagen fibril organization	3
GO:0006275	regulation of DNA replication	68
GO:0090329	regulation of DNA-dependent DNA replication	31
GO:0008156	negative regulation of DNA replication	19
GO:2000104	negative regulation of DNA-dependent DNA replication	7
GO:0033262	regulation of nuclear cell cycle DNA replication	8
GO:2000105	positive regulation of DNA-dependent DNA replication	6
GO:0010571	positive regulation of nuclear cell cycle DNA replication	4
GO:0051639	actin filament network formation	3
GO:0006907	pinocytosis	5
GO:0044351	macropinocytosis	3
GO:0006342	chromatin silencing	9
GO:0070734	histone H3-K27 methylation	3
GO:0006348	chromatin silencing at telomere	1
GO:0010944	negative regulation of transcription by competitive promoter binding	9
GO:0090240	positive regulation of histone H4 acetylation	7
GO:0042772	DNA damage response, signal transduction resulting in transcription	12
GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	11
GO:0006050	mannosamine metabolic process	1
GO:0006051	N-acetylmannosamine metabolic process	1
GO:0032346	positive regulation of aldosterone metabolic process	2
GO:0032349	positive regulation of aldosterone biosynthetic process	2
GO:0090031	positive regulation of steroid hormone biosynthetic process	2
GO:1903385	regulation of homophilic cell adhesion	3
GO:1903393	positive regulation of adherens junction organization	2
GO:1903387	positive regulation of homophilic cell adhesion	1
GO:0040019	positive regulation of embryonic development	4
GO:0061183	regulation of dermatome development	3
GO:0061184	positive regulation of dermatome development	3
GO:1905940	negative regulation of gonad development	1
GO:2000066	positive regulation of cortisol biosynthetic process	1
GO:2000180	negative regulation of androgen biosynthetic process	1
GO:0031945	positive regulation of glucocorticoid metabolic process	1
GO:0061369	negative regulation of testicular blood vessel morphogenesis	1
GO:0030237	female sex determination	1
GO:0031948	positive regulation of glucocorticoid biosynthetic process	1
GO:2000019	negative regulation of male gonad development	1
GO:2000225	negative regulation of testosterone biosynthetic process	1
GO:0033047	regulation of mitotic sister chromatid segregation	27
GO:0030071	regulation of mitotic metaphase/anaphase transition	32
GO:1902099	regulation of metaphase/anaphase transition of cell cycle	32
GO:1905818	regulation of chromosome separation	37
GO:0010965	regulation of mitotic sister chromatid separation	34
GO:0051983	regulation of chromosome segregation	53
GO:0033045	regulation of sister chromatid segregation	39
GO:0051784	negative regulation of nuclear division	20
GO:0045839	negative regulation of mitotic nuclear division	19
GO:0007094	mitotic spindle assembly checkpoint	12
GO:0031577	spindle checkpoint	12
GO:0071173	spindle assembly checkpoint	12
GO:0071174	mitotic spindle checkpoint	12
GO:0033048	negative regulation of mitotic sister chromatid segregation	13
GO:0033046	negative regulation of sister chromatid segregation	13
GO:0045841	negative regulation of mitotic metaphase/anaphase transition	13
GO:0051985	negative regulation of chromosome segregation	13
GO:1905819	negative regulation of chromosome separation	13
GO:1902100	negative regulation of metaphase/anaphase transition of cell cycle	13
GO:2000816	negative regulation of mitotic sister chromatid separation	13
GO:0051546	keratinocyte migration	2
GO:0030091	protein repair	7
GO:0003334	keratinocyte development	2
GO:0035408	histone H3-T6 phosphorylation	2
GO:2000194	regulation of female gonad development	1
GO:2000870	regulation of progesterone secretion	1
GO:0007214	gamma-aminobutyric acid signaling pathway	7
GO:1904862	inhibitory synapse assembly	5
GO:0072089	stem cell proliferation	15
GO:0071425	hematopoietic stem cell proliferation	7
GO:0015805	S-adenosyl-L-methionine transport	1
GO:0097484	dendrite extension	1
GO:0009448	gamma-aminobutyric acid metabolic process	2
GO:0009450	gamma-aminobutyric acid catabolic process	1
GO:0035067	negative regulation of histone acetylation	12
GO:1901984	negative regulation of protein acetylation	16
GO:2000757	negative regulation of peptidyl-lysine acetylation	13
GO:0090222	centrosome-templated microtubule nucleation	1
GO:1903810	L-histidine import across plasma membrane	1
GO:0033003	regulation of mast cell activation	15
GO:0033006	regulation of mast cell activation involved in immune response	10
GO:0043304	regulation of mast cell degranulation	10
GO:0007206	phospholipase C-activating G protein-coupled glutamate receptor signaling pathway	2
GO:0007215	glutamate receptor signaling pathway	22
GO:0007216	G protein-coupled glutamate receptor signaling pathway	9
GO:1905335	regulation of aggrephagy	3
GO:1905337	positive regulation of aggrephagy	3
GO:0042117	monocyte activation	7
GO:0002280	monocyte activation involved in immune response	1
GO:1990700	nucleolar chromatin organization	1
GO:1904975	response to bleomycin	2
GO:1904976	cellular response to bleomycin	2
GO:0006477	protein sulfation	5
GO:0006478	peptidyl-tyrosine sulfation	2
GO:0009066	aspartate family amino acid metabolic process	40
GO:1901605	alpha-amino acid metabolic process	131
GO:0009063	cellular amino acid catabolic process	101
GO:1901606	alpha-amino acid catabolic process	80
GO:0019229	regulation of vasoconstriction	14
GO:0072377	blood coagulation, common pathway	1
GO:0003018	vascular process in circulatory system	68
GO:0097746	regulation of blood vessel diameter	32
GO:0035150	regulation of tube size	32
GO:0035296	regulation of tube diameter	32
GO:0043462	regulation of ATPase activity	45
GO:0032781	positive regulation of ATPase activity	28
GO:0008217	regulation of blood pressure	50
GO:0003013	circulatory system process	184
GO:0008015	blood circulation	173
GO:0060054	positive regulation of epithelial cell proliferation involved in wound healing	5
GO:0035313	wound healing, spreading of epidermal cells	4
GO:0035966	response to topologically incorrect protein	123
GO:0006986	response to unfolded protein	111
GO:0030968	endoplasmic reticulum unfolded protein response	84
GO:0035967	cellular response to topologically incorrect protein	107
GO:0034620	cellular response to unfolded protein	97
GO:1902235	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	20
GO:1902236	negative regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	14
GO:1905897	regulation of response to endoplasmic reticulum stress	62
GO:1903573	negative regulation of response to endoplasmic reticulum stress	32
GO:0034196	acylglycerol transport	2
GO:0034197	triglyceride transport	2
GO:0009439	cyanate metabolic process	2
GO:0009440	cyanate catabolic process	2
GO:0060191	regulation of lipase activity	75
GO:0007202	activation of phospholipase C activity	24
GO:1900274	regulation of phospholipase C activity	36
GO:0010863	positive regulation of phospholipase C activity	34
GO:0060193	positive regulation of lipase activity	56
GO:0010517	regulation of phospholipase activity	51
GO:0010518	positive regulation of phospholipase activity	46
GO:0044793	negative regulation by host of viral process	10
GO:0044828	negative regulation by host of viral genome replication	5
GO:0006656	phosphatidylcholine biosynthetic process	32
GO:0046349	amino sugar biosynthetic process	9
GO:0006047	UDP-N-acetylglucosamine metabolic process	9
GO:0006048	UDP-N-acetylglucosamine biosynthetic process	8
GO:0009225	nucleotide-sugar metabolic process	24
GO:0009226	nucleotide-sugar biosynthetic process	18
GO:1902744	negative regulation of lamellipodium organization	5
GO:2000393	negative regulation of lamellipodium morphogenesis	2
GO:0031333	negative regulation of protein-containing complex assembly	69
GO:0032272	negative regulation of protein polymerization	23
GO:0030837	negative regulation of actin filament polymerization	14
