go_id	go_name
GO:0010324	membrane invagination
GO:0010390	histone monoubiquitination
GO:0019748	secondary metabolic process
GO:0031952	regulation of protein autophosphorylation
GO:0032733	positive regulation of interleukin-10 production
GO:0032784	regulation of DNA-templated transcription, elongation
GO:0032881	regulation of polysaccharide metabolic process
GO:0034446	substrate adhesion-dependent cell spreading
GO:0034637	cellular carbohydrate biosynthetic process
GO:0035107	appendage morphogenesis
GO:0035108	limb morphogenesis
GO:0042255	ribosome assembly
GO:0042278	purine nucleoside metabolic process
GO:0042759	long-chain fatty acid biosynthetic process
GO:0043268	positive regulation of potassium ion transport
GO:0045123	cellular extravasation
GO:0045137	development of primary sexual characteristics
GO:0045621	positive regulation of lymphocyte differentiation
GO:0046006	regulation of activated T cell proliferation
GO:0050707	regulation of cytokine secretion
GO:0051216	cartilage development
GO:0051293	establishment of spindle localization
GO:0060306	regulation of membrane repolarization
GO:0060338	regulation of type I interferon-mediated signaling pathway
GO:0060632	regulation of microtubule-based movement
GO:0061077	chaperone-mediated protein folding
GO:0061912	selective autophagy
GO:0061951	establishment of protein localization to plasma membrane
GO:0072698	protein localization to microtubule cytoskeleton
GO:0097352	autophagosome maturation
GO:1900026	positive regulation of substrate adhesion-dependent cell spreading
GO:1900739	regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
GO:1900740	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway
GO:1903428	positive regulation of reactive oxygen species biosynthetic process
GO:1903588	negative regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis
GO:1904030	negative regulation of cyclin-dependent protein kinase activity
GO:1904994	regulation of leukocyte adhesion to vascular endothelial cell
GO:1905476	negative regulation of protein localization to membrane
GO:2000144	positive regulation of DNA-templated transcription, initiation
GO:2000243	positive regulation of reproductive process
GO:0001539	cilium or flagellum-dependent cell motility
GO:0001895	retina homeostasis
GO:0002711	positive regulation of T cell mediated immunity
GO:0002720	positive regulation of cytokine production involved in immune response
GO:0003231	cardiac ventricle development
GO:0006297	nucleotide-excision repair, DNA gap filling
GO:0006471	protein ADP-ribosylation
GO:0007062	sister chromatid cohesion
GO:0007202	activation of phospholipase C activity
GO:0008406	gonad development
GO:0008645	hexose transmembrane transport
GO:0009123	nucleoside monophosphate metabolic process
GO:0009164	nucleoside catabolic process
GO:0009225	nucleotide-sugar metabolic process
GO:0009855	determination of bilateral symmetry
GO:0010574	regulation of vascular endothelial growth factor production
GO:0014911	positive regulation of smooth muscle cell migration
GO:0021953	central nervous system neuron differentiation
GO:0030593	neutrophil chemotaxis
GO:0030888	regulation of B cell proliferation
GO:0031016	pancreas development
GO:0031062	positive regulation of histone methylation
GO:0032201	telomere maintenance via semi-conservative replication
GO:0032232	negative regulation of actin filament bundle assembly
GO:0032435	negative regulation of proteasomal ubiquitin-dependent protein catabolic process
GO:0034035	purine ribonucleoside bisphosphate metabolic process
GO:0034109	homotypic cell-cell adhesion
GO:0034113	heterotypic cell-cell adhesion
GO:0034114	regulation of heterotypic cell-cell adhesion
GO:0034367	protein-containing complex remodeling
GO:0034368	protein-lipid complex remodeling
GO:0034369	plasma lipoprotein particle remodeling
GO:0035308	negative regulation of protein dephosphorylation
GO:0035329	hippo signaling
GO:0042476	odontogenesis
GO:0042558	pteridine-containing compound metabolic process
GO:0043090	amino acid import
GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator
GO:0043627	response to estrogen
GO:0043900	regulation of multi-organism process
GO:0045103	intermediate filament-based process
GO:0045104	intermediate filament cytoskeleton organization
GO:0045648	positive regulation of erythrocyte differentiation
GO:0045744	negative regulation of G protein-coupled receptor signaling pathway
GO:0045778	positive regulation of ossification
GO:0045912	negative regulation of carbohydrate metabolic process
GO:0046329	negative regulation of JNK cascade
GO:0046337	phosphatidylethanolamine metabolic process
GO:0046466	membrane lipid catabolic process
GO:0046755	viral budding
GO:0048146	positive regulation of fibroblast proliferation
GO:0050427	3'-phosphoadenosine 5'-phosphosulfate metabolic process
GO:0050650	chondroitin sulfate proteoglycan biosynthetic process
GO:0050768	negative regulation of neurogenesis
GO:0050886	endocrine process
GO:0051150	regulation of smooth muscle cell differentiation
GO:0051785	positive regulation of nuclear division
GO:0051961	negative regulation of nervous system development
GO:0060285	cilium-dependent cell motility
GO:0060765	regulation of androgen receptor signaling pathway
GO:0065005	protein-lipid complex assembly
GO:0070509	calcium ion import
GO:0071364	cellular response to epidermal growth factor stimulus
GO:0071695	anatomical structure maturation
GO:0072384	organelle transport along microtubule
GO:0072524	pyridine-containing compound metabolic process
GO:0090169	regulation of spindle assembly
GO:1900101	regulation of endoplasmic reticulum unfolded protein response
GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage
GO:1903202	negative regulation of oxidative stress-induced cell death
GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production
GO:1904353	regulation of telomere capping
GO:1905563	negative regulation of vascular endothelial cell proliferation
GO:0000038	very long-chain fatty acid metabolic process
GO:0000186	activation of MAPKK activity
GO:0001672	regulation of chromatin assembly or disassembly
GO:0001909	leukocyte mediated cytotoxicity
GO:0002251	organ or tissue specific immune response
GO:0002707	negative regulation of lymphocyte mediated immunity
GO:0006778	porphyrin-containing compound metabolic process
GO:0007044	cell-substrate junction assembly
GO:0008210	estrogen metabolic process
GO:0010591	regulation of lamellipodium assembly
GO:0010800	positive regulation of peptidyl-threonine phosphorylation
GO:0010837	regulation of keratinocyte proliferation
GO:0014047	glutamate secretion
GO:0016575	histone deacetylation
GO:0019048	modulation by virus of host process
GO:0031112	positive regulation of microtubule polymerization or depolymerization
GO:0031440	regulation of mRNA 3'-end processing
GO:0032272	negative regulation of protein polymerization
GO:0032350	regulation of hormone metabolic process
GO:0032372	negative regulation of sterol transport
GO:0032375	negative regulation of cholesterol transport
GO:0032728	positive regulation of interferon-beta production
GO:0032760	positive regulation of tumor necrosis factor production
GO:0032801	receptor catabolic process
GO:0032885	regulation of polysaccharide biosynthetic process
GO:0034101	erythrocyte homeostasis
GO:0034260	negative regulation of GTPase activity
GO:0035036	sperm-egg recognition
GO:0035335	peptidyl-tyrosine dephosphorylation
GO:0035336	long-chain fatty-acyl-CoA metabolic process
GO:0035690	cellular response to drug
GO:0043010	camera-type eye development
GO:0043331	response to dsRNA
GO:0044275	cellular carbohydrate catabolic process
GO:0045670	regulation of osteoclast differentiation
GO:0051497	negative regulation of stress fiber assembly
GO:0051568	histone H3-K4 methylation
GO:0051588	regulation of neurotransmitter transport
GO:0055001	muscle cell development
GO:0060148	positive regulation of posttranscriptional gene silencing
GO:0060260	regulation of transcription initiation from RNA polymerase II promoter
GO:0062125	regulation of mitochondrial gene expression
GO:0070286	axonemal dynein complex assembly
GO:0070861	regulation of protein exit from endoplasmic reticulum
GO:0071674	mononuclear cell migration
GO:0072348	sulfur compound transport
GO:0072676	lymphocyte migration
GO:0090311	regulation of protein deacetylation
GO:0098754	detoxification
GO:0150115	cell-substrate junction organization
GO:1901186	positive regulation of ERBB signaling pathway
GO:1901223	negative regulation of NIK/NF-kappaB signaling
GO:1901797	negative regulation of signal transduction by p53 class mediator
GO:1902745	positive regulation of lamellipodium organization
GO:1903350	response to dopamine
GO:1903351	cellular response to dopamine
GO:1903580	positive regulation of ATP metabolic process
GO:1904591	positive regulation of protein import
GO:1904893	negative regulation of receptor signaling pathway via STAT
GO:1904894	positive regulation of receptor signaling pathway via STAT
GO:2000403	positive regulation of lymphocyte migration
GO:2000404	regulation of T cell migration
GO:2001026	regulation of endothelial cell chemotaxis
GO:2001239	regulation of extrinsic apoptotic signaling pathway in absence of ligand
GO:0000715	nucleotide-excision repair, DNA damage recognition
GO:0000717	nucleotide-excision repair, DNA duplex unwinding
GO:0002230	positive regulation of defense response to virus by host
GO:0002717	positive regulation of natural killer cell mediated immunity
GO:0003044	regulation of systemic arterial blood pressure mediated by a chemical signal
GO:0006099	tricarboxylic acid cycle
GO:0006482	protein demethylation
GO:0007215	glutamate receptor signaling pathway
GO:0007281	germ cell development
GO:0007368	determination of left/right symmetry
GO:0008207	C21-steroid hormone metabolic process
GO:0008214	protein dealkylation
GO:0009068	aspartate family amino acid catabolic process
GO:0009161	ribonucleoside monophosphate metabolic process
GO:0009395	phospholipid catabolic process
GO:0010676	positive regulation of cellular carbohydrate metabolic process
GO:0010828	positive regulation of glucose transmembrane transport
GO:0010833	telomere maintenance via telomere lengthening
GO:0010922	positive regulation of phosphatase activity
GO:0010939	regulation of necrotic cell death
GO:0018149	peptide cross-linking
GO:0030514	negative regulation of BMP signaling pathway
GO:0031122	cytoplasmic microtubule organization
GO:0031644	regulation of nervous system process
GO:0032373	positive regulation of sterol transport
GO:0032376	positive regulation of cholesterol transport
GO:0032527	protein exit from endoplasmic reticulum
GO:0033120	positive regulation of RNA splicing
GO:0033144	negative regulation of intracellular steroid hormone receptor signaling pathway
GO:0034377	plasma lipoprotein particle assembly
GO:0036257	multivesicular body organization
GO:0042130	negative regulation of T cell proliferation
GO:0042149	cellular response to glucose starvation
GO:0042168	heme metabolic process
GO:0042273	ribosomal large subunit biogenesis
GO:0043001	Golgi to plasma membrane protein transport
GO:0043243	positive regulation of protein-containing complex disassembly
GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity
GO:0044788	modulation by host of viral process
GO:0045589	regulation of regulatory T cell differentiation
GO:0045736	negative regulation of cyclin-dependent protein serine/threonine kinase activity
GO:0045742	positive regulation of epidermal growth factor receptor signaling pathway
GO:0045840	positive regulation of mitotic nuclear division
GO:0045910	negative regulation of DNA recombination
GO:0045939	negative regulation of steroid metabolic process
GO:0045940	positive regulation of steroid metabolic process
GO:0046128	purine ribonucleoside metabolic process
GO:0046626	regulation of insulin receptor signaling pathway
GO:0046635	positive regulation of alpha-beta T cell activation
GO:0046825	regulation of protein export from nucleus
GO:0050856	regulation of T cell receptor signaling pathway
GO:0050905	neuromuscular process
GO:0051004	regulation of lipoprotein lipase activity
GO:0051646	mitochondrion localization
GO:0060294	cilium movement involved in cell motility
GO:0070265	necrotic cell death
GO:0071230	cellular response to amino acid stimulus
GO:0071320	cellular response to cAMP
GO:0071806	protein transmembrane transport
GO:0089718	amino acid import across plasma membrane
GO:0097237	cellular response to toxic substance
GO:1900076	regulation of cellular response to insulin stimulus
GO:1900745	positive regulation of p38MAPK cascade
GO:1901381	positive regulation of potassium ion transmembrane transport
GO:1901685	glutathione derivative metabolic process
GO:1901687	glutathione derivative biosynthetic process
GO:1902547	regulation of cellular response to vascular endothelial growth factor stimulus
GO:1903115	regulation of actin filament-based movement
GO:1904376	negative regulation of protein localization to cell periphery
GO:1990868	response to chemokine
GO:1990869	cellular response to chemokine
GO:2000637	positive regulation of gene silencing by miRNA
GO:0000271	polysaccharide biosynthetic process
GO:0001990	regulation of systemic arterial blood pressure by hormone
GO:0002285	lymphocyte activation involved in immune response
GO:0002385	mucosal immune response
GO:0002440	production of molecular mediator of immune response
GO:0002548	monocyte chemotaxis
GO:0002762	negative regulation of myeloid leukocyte differentiation
GO:0003208	cardiac ventricle morphogenesis
GO:0006063	uronic acid metabolic process
GO:0006220	pyrimidine nucleotide metabolic process
GO:0006293	nucleotide-excision repair, preincision complex stabilization
GO:0006295	nucleotide-excision repair, DNA incision, 3'-to lesion
GO:0006298	mismatch repair
GO:0006739	NADP metabolic process
GO:0006760	folic acid-containing compound metabolic process
GO:0006801	superoxide metabolic process
GO:0007218	neuropeptide signaling pathway
GO:0007498	mesoderm development
GO:0008154	actin polymerization or depolymerization
GO:0009081	branched-chain amino acid metabolic process
GO:0009083	branched-chain amino acid catabolic process
GO:0009235	cobalamin metabolic process
GO:0009584	detection of visible light
GO:0009746	response to hexose
GO:0010332	response to gamma radiation
GO:0010559	regulation of glycoprotein biosynthetic process
GO:0010677	negative regulation of cellular carbohydrate metabolic process
GO:0010712	regulation of collagen metabolic process
GO:0010955	negative regulation of protein processing
GO:0018023	peptidyl-lysine trimethylation
GO:0018208	peptidyl-proline modification
GO:0019585	glucuronate metabolic process
GO:0030149	sphingolipid catabolic process
GO:0030212	hyaluronan metabolic process
GO:0030217	T cell differentiation
GO:0030317	flagellated sperm motility
GO:0030501	positive regulation of bone mineralization
GO:0031116	positive regulation of microtubule polymerization
GO:0032770	positive regulation of monooxygenase activity
GO:0033692	cellular polysaccharide biosynthetic process
GO:0034067	protein localization to Golgi apparatus
GO:0034284	response to monosaccharide
GO:0034383	low-density lipoprotein particle clearance
GO:0034389	lipid droplet organization
GO:0036003	positive regulation of transcription from RNA polymerase II promoter in response to stress
GO:0036150	phosphatidylserine acyl-chain remodeling
GO:0036258	multivesicular body assembly
GO:0036507	protein demannosylation
GO:0036508	protein alpha-1,2-demannosylation
GO:0039531	regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway
GO:0042303	molting cycle
GO:0042307	positive regulation of protein import into nucleus
GO:0042633	hair cycle
GO:0043030	regulation of macrophage activation
GO:0043502	regulation of muscle adaptation
GO:0044068	modulation by symbiont of host cellular process
GO:0044091	membrane biogenesis
GO:0045582	positive regulation of T cell differentiation
GO:0045746	negative regulation of Notch signaling pathway
GO:0045923	positive regulation of fatty acid metabolic process
GO:0045981	positive regulation of nucleotide metabolic process
GO:0048261	negative regulation of receptor-mediated endocytosis
GO:0051339	regulation of lyase activity
GO:0065002	intracellular protein transmembrane transport
GO:0070129	regulation of mitochondrial translation
GO:0070228	regulation of lymphocyte apoptotic process
GO:0070884	regulation of calcineurin-NFAT signaling cascade
GO:0070920	regulation of production of small RNA involved in gene silencing by RNA
GO:0070987	error-free translesion synthesis
GO:0071168	protein localization to chromatin
GO:0071634	regulation of transforming growth factor beta production
GO:0086004	regulation of cardiac muscle cell contraction
GO:0090025	regulation of monocyte chemotaxis
GO:0090140	regulation of mitochondrial fission
GO:0090200	positive regulation of release of cytochrome c from mitochondria
GO:0090279	regulation of calcium ion import
GO:0097722	sperm motility
GO:0106056	regulation of calcineurin-mediated signaling
GO:1900544	positive regulation of purine nucleotide metabolic process
GO:1901976	regulation of cell cycle checkpoint
GO:1902475	L-alpha-amino acid transmembrane transport
GO:1903318	negative regulation of protein maturation
GO:1903649	regulation of cytoplasmic transport
GO:1903672	positive regulation of sprouting angiogenesis
GO:1903725	regulation of phospholipid metabolic process
GO:1904666	regulation of ubiquitin protein ligase activity
GO:2000209	regulation of anoikis
GO:0000154	rRNA modification
GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening
GO:0000729	DNA double-strand break processing
GO:0002011	morphogenesis of an epithelial sheet
GO:0002227	innate immune response in mucosa
GO:0002724	regulation of T cell cytokine production
GO:0003170	heart valve development
GO:0003179	heart valve morphogenesis
GO:0006067	ethanol metabolic process
GO:0006359	regulation of transcription by RNA polymerase III
GO:0006509	membrane protein ectodomain proteolysis
GO:0006851	mitochondrial calcium ion transmembrane transport
GO:0007257	activation of JUN kinase activity
GO:0007369	gastrulation
GO:0007602	phototransduction
GO:0008589	regulation of smoothened signaling pathway
GO:0009126	purine nucleoside monophosphate metabolic process
GO:0009167	purine ribonucleoside monophosphate metabolic process
GO:0009749	response to glucose
GO:0010894	negative regulation of steroid biosynthetic process
GO:0014065	phosphatidylinositol 3-kinase signaling
GO:0015985	energy coupled proton transport, down electrochemical gradient
GO:0015986	ATP synthesis coupled proton transport
GO:0016073	snRNA metabolic process
GO:0016242	negative regulation of macroautophagy
GO:0030101	natural killer cell activation
GO:0030206	chondroitin sulfate biosynthetic process
GO:0030218	erythrocyte differentiation
GO:0030534	adult behavior
GO:0031365	N-terminal protein amino acid modification
GO:0031664	regulation of lipopolysaccharide-mediated signaling pathway
GO:0032211	negative regulation of telomere maintenance via telomerase
GO:0032515	negative regulation of phosphoprotein phosphatase activity
GO:0032647	regulation of interferon-alpha production
GO:0032689	negative regulation of interferon-gamma production
GO:0033059	cellular pigmentation
GO:0033344	cholesterol efflux
GO:0034103	regulation of tissue remodeling
GO:0034123	positive regulation of toll-like receptor signaling pathway
GO:0034661	ncRNA catabolic process
GO:0040001	establishment of mitotic spindle localization
GO:0042573	retinoic acid metabolic process
GO:0042908	xenobiotic transport
GO:0043300	regulation of leukocyte degranulation
GO:0045022	early endosome to late endosome transport
GO:0046580	negative regulation of Ras protein signal transduction
GO:0046839	phospholipid dephosphorylation
GO:0046888	negative regulation of hormone secretion
GO:0048167	regulation of synaptic plasticity
GO:0050687	negative regulation of defense response to virus
GO:0050779	RNA destabilization
GO:0050855	regulation of B cell receptor signaling pathway
GO:0051209	release of sequestered calcium ion into cytosol
GO:0051261	protein depolymerization
GO:0051283	negative regulation of sequestering of calcium ion
GO:0051294	establishment of spindle orientation
GO:0051298	centrosome duplication
GO:0051489	regulation of filopodium assembly
GO:0051784	negative regulation of nuclear division
GO:0051873	killing by host of symbiont cells
GO:0051883	killing of cells in other organism involved in symbiotic interaction
GO:0051952	regulation of amine transport
GO:0060314	regulation of ryanodine-sensitive calcium-release channel activity
GO:0060330	regulation of response to interferon-gamma
GO:0060334	regulation of interferon-gamma-mediated signaling pathway
GO:0060395	SMAD protein signal transduction
GO:0060538	skeletal muscle organ development
GO:0060969	negative regulation of gene silencing
GO:0070371	ERK1 and ERK2 cascade
GO:0071470	cellular response to osmotic stress
GO:0071542	dopaminergic neuron differentiation
GO:0071677	positive regulation of mononuclear cell migration
GO:0071985	multivesicular body sorting pathway
GO:0072528	pyrimidine-containing compound biosynthetic process
GO:0086019	cell-cell signaling involved in cardiac conduction
GO:0097300	programmed necrotic cell death
GO:0098581	detection of external biotic stimulus
GO:0098927	vesicle-mediated transport between endosomal compartments
GO:0099623	regulation of cardiac muscle cell membrane repolarization
GO:1900746	regulation of vascular endothelial growth factor signaling pathway
GO:1901659	glycosyl compound biosynthetic process
GO:1901661	quinone metabolic process
GO:1902108	regulation of mitochondrial membrane permeability involved in apoptotic process
GO:1902235	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway
GO:1902253	regulation of intrinsic apoptotic signaling pathway by p53 class mediator
GO:1902410	mitotic cytokinetic process
GO:1903046	meiotic cell cycle process
GO:1903077	negative regulation of protein localization to plasma membrane
GO:1903146	regulation of autophagy of mitochondrion
GO:1903307	positive regulation of regulated secretory pathway
GO:1903589	positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis
GO:1903671	negative regulation of sprouting angiogenesis
GO:1904886	beta-catenin destruction complex disassembly
GO:1905207	regulation of cardiocyte differentiation
GO:1905710	positive regulation of membrane permeability
GO:2000107	negative regulation of leukocyte apoptotic process
GO:2000353	positive regulation of endothelial cell apoptotic process
GO:0002092	positive regulation of receptor internalization
GO:0006623	protein targeting to vacuole
GO:0006691	leukotriene metabolic process
GO:0006921	cellular component disassembly involved in execution phase of apoptosis
GO:0007156	homophilic cell adhesion via plasma membrane adhesion molecules
GO:0007612	learning
GO:0008156	negative regulation of DNA replication
GO:0008209	androgen metabolic process
GO:0008535	respiratory chain complex IV assembly
GO:0009163	nucleoside biosynthetic process
GO:0009268	response to pH
GO:0010586	miRNA metabolic process
GO:0010880	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum
GO:0010984	regulation of lipoprotein particle clearance
GO:0016577	histone demethylation
GO:0016578	histone deubiquitination
GO:0018200	peptidyl-glutamic acid modification
GO:0019079	viral genome replication
GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway
GO:0030808	regulation of nucleotide biosynthetic process
GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway
GO:0031111	negative regulation of microtubule polymerization or depolymerization
GO:0032355	response to estradiol
GO:0032735	positive regulation of interleukin-12 production
GO:0032986	protein-DNA complex disassembly
GO:0033522	histone H2A ubiquitination
GO:0034391	regulation of smooth muscle cell apoptotic process
GO:0035456	response to interferon-beta
GO:0035510	DNA dealkylation
GO:0035794	positive regulation of mitochondrial membrane permeability
GO:0036314	response to sterol
GO:0039702	viral budding via host ESCRT complex
GO:0040036	regulation of fibroblast growth factor receptor signaling pathway
GO:0042276	error-prone translesion synthesis
GO:0042776	mitochondrial ATP synthesis coupled proton transport
GO:0043330	response to exogenous dsRNA
GO:0043534	blood vessel endothelial cell migration
GO:0043954	cellular component maintenance
GO:0043984	histone H4-K16 acetylation
GO:0045600	positive regulation of fat cell differentiation
GO:0045740	positive regulation of DNA replication
GO:0045839	negative regulation of mitotic nuclear division
GO:0045911	positive regulation of DNA recombination
GO:0045943	positive regulation of transcription by RNA polymerase I
GO:0045954	positive regulation of natural killer cell mediated cytotoxicity
GO:0046173	polyol biosynthetic process
GO:0046427	positive regulation of receptor signaling pathway via JAK-STAT
GO:0048644	muscle organ morphogenesis
GO:0050853	B cell receptor signaling pathway
GO:0051043	regulation of membrane protein ectodomain proteolysis
GO:0055002	striated muscle cell development
GO:0060149	negative regulation of posttranscriptional gene silencing
GO:0060349	bone morphogenesis
GO:0060415	muscle tissue morphogenesis
GO:0060560	developmental growth involved in morphogenesis
GO:0060967	negative regulation of gene silencing by RNA
GO:0061157	mRNA destabilization
GO:0061512	protein localization to cilium
GO:0070661	leukocyte proliferation
GO:0070873	regulation of glycogen metabolic process
GO:0071108	protein K48-linked deubiquitination
GO:0071709	membrane assembly
GO:0072337	modified amino acid transport
GO:0072525	pyridine-containing compound biosynthetic process
GO:0072666	establishment of protein localization to vacuole
GO:0099003	vesicle-mediated transport in synapse
GO:0099024	plasma membrane invagination
GO:0099504	synaptic vesicle cycle
GO:1900120	regulation of receptor binding
GO:1902476	chloride transmembrane transport
GO:1902622	regulation of neutrophil migration
GO:1902751	positive regulation of cell cycle G2/M phase transition
GO:1903170	negative regulation of calcium ion transmembrane transport
GO:1903798	regulation of production of miRNAs involved in gene silencing by miRNA
GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus
GO:1903959	regulation of anion transmembrane transport
GO:1905521	regulation of macrophage migration
GO:1905564	positive regulation of vascular endothelial cell proliferation
GO:2000406	positive regulation of T cell migration
GO:2000679	positive regulation of transcription regulatory region DNA binding
GO:2000758	positive regulation of peptidyl-lysine acetylation
GO:2000810	regulation of bicellular tight junction assembly
GO:0001763	morphogenesis of a branching structure
GO:0002228	natural killer cell mediated immunity
GO:0002886	regulation of myeloid leukocyte mediated immunity
GO:0003352	regulation of cilium movement
GO:0006123	mitochondrial electron transport, cytochrome c to oxygen
GO:0006278	RNA-dependent DNA biosynthetic process
GO:0006376	mRNA splice site selection
GO:0006584	catecholamine metabolic process
GO:0006622	protein targeting to lysosome
GO:0006706	steroid catabolic process
GO:0007063	regulation of sister chromatid cohesion
GO:0007176	regulation of epidermal growth factor-activated receptor activity
GO:0007519	skeletal muscle tissue development
GO:0007589	body fluid secretion
GO:0009187	cyclic nucleotide metabolic process
GO:0009226	nucleotide-sugar biosynthetic process
GO:0009262	deoxyribonucleotide metabolic process
GO:0009310	amine catabolic process
GO:0009394	2'-deoxyribonucleotide metabolic process
GO:0009712	catechol-containing compound metabolic process
GO:0010611	regulation of cardiac muscle hypertrophy
GO:0010804	negative regulation of tumor necrosis factor-mediated signaling pathway
GO:0010847	regulation of chromatin assembly
GO:0014743	regulation of muscle hypertrophy
GO:0016556	mRNA modification
GO:0018198	peptidyl-cysteine modification
GO:0019433	triglyceride catabolic process
GO:0019646	aerobic electron transport chain
GO:0019692	deoxyribose phosphate metabolic process
GO:0030262	apoptotic nuclear changes
GO:0030326	embryonic limb morphogenesis
GO:0031293	membrane protein intracellular domain proteolysis
GO:0031342	negative regulation of cell killing
GO:0031960	response to corticosteroid
GO:0032024	positive regulation of insulin secretion
GO:0032069	regulation of nuclease activity
GO:0032570	response to progesterone
GO:0033233	regulation of protein sumoylation
GO:0033762	response to glucagon
GO:0034394	protein localization to cell surface
GO:0035051	cardiocyte differentiation
GO:0035066	positive regulation of histone acetylation
GO:0035113	embryonic appendage morphogenesis
GO:0035338	long-chain fatty-acyl-CoA biosynthetic process
GO:0036148	phosphatidylglycerol acyl-chain remodeling
GO:0039535	regulation of RIG-I signaling pathway
GO:0042104	positive regulation of activated T cell proliferation
GO:0042274	ribosomal small subunit biogenesis
GO:0042402	cellular biogenic amine catabolic process
GO:0043491	protein kinase B signaling
GO:0045429	positive regulation of nitric oxide biosynthetic process
GO:0045666	positive regulation of neuron differentiation
GO:0046326	positive regulation of glucose import
GO:0046426	negative regulation of receptor signaling pathway via JAK-STAT
GO:0046460	neutral lipid biosynthetic process
GO:0046463	acylglycerol biosynthetic process
GO:0046475	glycerophospholipid catabolic process
GO:0046655	folic acid metabolic process
GO:0046661	male sex differentiation
GO:0046686	response to cadmium ion
GO:0046879	hormone secretion
GO:0046931	pore complex assembly
GO:0048066	developmental pigmentation
GO:0050715	positive regulation of cytokine secretion
GO:0050850	positive regulation of calcium-mediated signaling
GO:0050858	negative regulation of antigen receptor-mediated signaling pathway
GO:0051204	protein insertion into mitochondrial membrane
GO:0051457	maintenance of protein location in nucleus
GO:0051560	mitochondrial calcium ion homeostasis
GO:0051963	regulation of synapse assembly
GO:0055008	cardiac muscle tissue morphogenesis
GO:0060261	positive regulation of transcription initiation from RNA polymerase II promoter
GO:0060353	regulation of cell adhesion molecule production
GO:0060416	response to growth hormone
GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress
GO:0070076	histone lysine demethylation
GO:0070266	necroptotic process
GO:0071359	cellular response to dsRNA
GO:0071377	cellular response to glucagon stimulus
GO:0086010	membrane depolarization during action potential
GO:0090026	positive regulation of monocyte chemotaxis
GO:0090151	establishment of protein localization to mitochondrial membrane
GO:0090344	negative regulation of cell aging
GO:0097035	regulation of membrane lipid distribution
GO:0097696	receptor signaling pathway via STAT
GO:0098901	regulation of cardiac muscle cell action potential
GO:0120033	negative regulation of plasma membrane bounded cell projection assembly
GO:1900016	negative regulation of cytokine production involved in inflammatory response
GO:1900371	regulation of purine nucleotide biosynthetic process
GO:1901020	negative regulation of calcium ion transmembrane transporter activity
GO:1901031	regulation of response to reactive oxygen species
GO:1901623	regulation of lymphocyte chemotaxis
GO:1901673	regulation of mitotic spindle assembly
GO:1902686	mitochondrial outer membrane permeabilization involved in programmed cell death
GO:1902993	positive regulation of amyloid precursor protein catabolic process
GO:1903427	negative regulation of reactive oxygen species biosynthetic process
GO:1903901	negative regulation of viral life cycle
GO:1904407	positive regulation of nitric oxide metabolic process
GO:1904753	negative regulation of vascular associated smooth muscle cell migration
GO:1905048	regulation of metallopeptidase activity
GO:1905314	semi-lunar valve development
GO:1990748	cellular detoxification
GO:2000047	regulation of cell-cell adhesion mediated by cadherin
GO:2000310	regulation of NMDA receptor activity
GO:2000514	regulation of CD4-positive, alpha-beta T cell activation
GO:0000132	establishment of mitotic spindle orientation
GO:0001516	prostaglandin biosynthetic process
GO:0001704	formation of primary germ layer
GO:0002065	columnar/cuboidal epithelial cell differentiation
GO:0002526	acute inflammatory response
GO:0002637	regulation of immunoglobulin production
GO:0002701	negative regulation of production of molecular mediator of immune response
GO:0002712	regulation of B cell mediated immunity
GO:0005979	regulation of glycogen biosynthetic process
GO:0006308	DNA catabolic process
GO:0006337	nucleosome disassembly
GO:0006488	dolichol-linked oligosaccharide biosynthetic process
GO:0006490	oligosaccharide-lipid intermediate biosynthetic process
GO:0006779	porphyrin-containing compound biosynthetic process
GO:0006939	smooth muscle contraction
GO:0006949	syncytium formation
GO:0007004	telomere maintenance via telomerase
GO:0007221	positive regulation of transcription of Notch receptor target
GO:0007259	receptor signaling pathway via JAK-STAT
GO:0007286	spermatid development
GO:0007422	peripheral nervous system development
GO:0007597	blood coagulation, intrinsic pathway
GO:0009620	response to fungus
GO:0010575	positive regulation of vascular endothelial growth factor production
GO:0010882	regulation of cardiac muscle contraction by calcium ion signaling
GO:0010962	regulation of glucan biosynthetic process
GO:0016049	cell growth
GO:0016254	preassembly of GPI anchor in ER membrane
GO:0019362	pyridine nucleotide metabolic process
