tissueType	cellName	symbol	gene
Eye	Cholinergic GABAergic amacrine cells	FUT4	2526
Eye	Cholinergic GABAergic amacrine cells	CALB2	794
Eye	Cholinergic GABAergic amacrine cells	PVALB	5816
Eye	Cholinergic GABAergic amacrine cells	PCP4	5121
Eye	Cholinergic GABAergic amacrine cells	VIP	7432
Eye	Cholinergic GABAergic amacrine cells	THY1	7070
Eye	Cholinergic GABAergic amacrine cells	STX1A	6804
Eye	Cholinergic GABAergic amacrine cells	MIP	4284
Eye	Cholinergic GABAergic amacrine cells	 GNAS	NA
Eye	Cholinergic GABAergic amacrine cells	 ISL1	NA
Eye	Cholinergic GABAergic amacrine cells	GAD1	2571
Eye	Cholinergic GABAergic amacrine cells	ZEB2	9839
Eye	Cholinergic GABAergic amacrine cells	TJP2	9414
Eye	Cholinergic GABAergic amacrine cells	SEMA3D	223117
Eye	Cholinergic GABAergic amacrine cells	POU6F2	11281
Eye	Cholinergic GABAergic amacrine cells	KCNMA1	3778
Eye	Cholinergic GABAergic amacrine cells	KCNA4	3739
Eye	Cholinergic GABAergic amacrine cells	GRM3	2913
Eye	Cholinergic GABAergic amacrine cells	GJD2	57369
Eye	Cholinergic GABAergic amacrine cells	FRMPD2	NA
Eye	Cholinergic GABAergic amacrine cells	PROX1	5629
Eye	Cholinergic GABAergic amacrine cells	NR4A2	4929
Eye	Cholinergic GABAergic amacrine cells	NGN2	NA
Eye	Cholinergic GABAergic amacrine cells	C1QL2	NA
Eye	Cholinergic GABAergic amacrine cells	RELN	5649
Eye	Cholinergic GABAergic amacrine cells	VACHT	NA
Eye	Cholinergic GABAergic amacrine cells	TAC1	6863
Eye	Cholinergic GABAergic amacrine cells	SCUBE2	57758
Eye	Cholinergic GABAergic amacrine cells	CPNE4	131034
Eye	Cholinergic GABAergic amacrine cells	SOX2	6657
Eye	Cholinergic GABAergic amacrine cells	SLIT	NA
Eye	Cholinergic GABAergic amacrine cells	SCGN	10590
Eye	Tachykinin GABAergic amacrine cells	PAX6	5080
Eye	Tachykinin GABAergic amacrine cells	TFAP2A	7020
Eye	Tachykinin GABAergic amacrine cells	GAD2	2572
Eye	Tachykinin GABAergic amacrine cells	FUT4	2526
Eye	Tachykinin GABAergic amacrine cells	CALB2	794
Eye	Tachykinin GABAergic amacrine cells	PVALB	5816
Eye	Tachykinin GABAergic amacrine cells	PCP4	5121
Eye	Tachykinin GABAergic amacrine cells	VIP	7432
Eye	Tachykinin GABAergic amacrine cells	THY1	7070
Eye	Tachykinin GABAergic amacrine cells	STX1A	6804
Eye	Tachykinin GABAergic amacrine cells	MIP	4284
Eye	Tachykinin GABAergic amacrine cells	 GNAS	NA
Eye	Tachykinin GABAergic amacrine cells	 ISL1	NA
Eye	Tachykinin GABAergic amacrine cells	GAD1	2571
Eye	Tachykinin GABAergic amacrine cells	ZEB2	9839
Eye	Tachykinin GABAergic amacrine cells	TJP2	9414
Eye	Tachykinin GABAergic amacrine cells	SEMA3D	223117
Eye	Tachykinin GABAergic amacrine cells	POU6F2	11281
Eye	Tachykinin GABAergic amacrine cells	KCNMA1	3778
Eye	Tachykinin GABAergic amacrine cells	KCNA4	3739
Eye	Tachykinin GABAergic amacrine cells	GRM3	2913
Eye	Tachykinin GABAergic amacrine cells	GJD2	57369
Eye	Tachykinin GABAergic amacrine cells	FRMPD2	NA
Eye	Tachykinin GABAergic amacrine cells	PROX1	5629
Eye	Tachykinin GABAergic amacrine cells	NR4A2	4929
Eye	Tachykinin GABAergic amacrine cells	NGN2	NA
Eye	Tachykinin GABAergic amacrine cells	C1QL2	NA
Eye	Tachykinin GABAergic amacrine cells	RELN	5649
Eye	Tachykinin GABAergic amacrine cells	ZPF58	NA
Eye	Tachykinin GABAergic amacrine cells	CDH4	1002
Eye	Tachykinin GABAergic amacrine cells	GRIK4	2900
Eye	Tachykinin GABAergic amacrine cells	GRM8	2918
Eye	Tachykinin GABAergic amacrine cells	SLIT2	9353
Eye	Tachykinin GABAergic amacrine cells	SCGN	10590
Eye	Starburst amacrine cells	PAX6	5080
Eye	Starburst amacrine cells	TFAP2A	7020
Eye	Starburst amacrine cells	FUT4	2526
Eye	Starburst amacrine cells	CALB2	794
Eye	Starburst amacrine cells	PVALB	5816
Eye	Starburst amacrine cells	PCP4	5121
Eye	Starburst amacrine cells	VIP	7432
Eye	Starburst amacrine cells	THY1	7070
Eye	Starburst amacrine cells	STX1A	6804
Eye	Starburst amacrine cells	MIP	4284
Eye	Starburst amacrine cells	 GNAS	NA
Eye	Starburst amacrine cells	ZEB2	9839
Eye	Starburst amacrine cells	TJP2	9414
Eye	Starburst amacrine cells	SEMA3D	223117
Eye	Starburst amacrine cells	POU6F2	11281
Eye	Starburst amacrine cells	KCNMA1	3778
Eye	Starburst amacrine cells	KCNA4	3739
Eye	Starburst amacrine cells	GRM3	2913
Eye	Starburst amacrine cells	GJD2	57369
Eye	Starburst amacrine cells	FRMPD2	NA
Eye	Starburst amacrine cells	PROX1	5629
Eye	Starburst amacrine cells	GAD1	2571
Eye	Starburst amacrine cells	CHAT	1103
Eye	Starburst amacrine cells	SLC5A7	60482
Kidney	Cancer stem cells	EPCAM	4072
Kidney	Immune cells	CD19	930
Kidney	Immune cells	IGHA2	NA
Kidney	Immune cells	IGHG3	NA
Kidney	Immune cells	IGHM	NA
Kidney	Immune cells	IGKC	NA
Kidney	Immune cells	JCHAIN	3512
Kidney	Immune cells	CD40	958
Kidney	Immune cells	CD79A	973
Kidney	Immune cells	CPNE5	57699
Kidney	Immune cells	FCRL5	83416
Kidney	Immune cells	HLA-DRA	3122
Kidney	Immune cells	IGHA1	NA
Kidney	Immune cells	IGHG1	NA
Kidney	Immune cells	IGHG2	NA
Kidney	Immune cells	IGKV1-12	NA
Kidney	Immune cells	IGLC2	NA
Kidney	Immune cells	IGLC3	NA
Kidney	Immune cells	IGLC7	NA
Kidney	Immune cells	IGLL5	NA
Kidney	Immune cells	MS4A1	931
Kidney	Immune cells	MZB1	51237
Kidney	Immune cells	PKHD1L1	93035
Kidney	Immune cells	PNOC	5368
Kidney	Immune cells	POU2AF1	5450
Kidney	Immune cells	TNFRSF13C	115650
Kidney	Immune cells	CD3D	915
Kidney	Immune cells	TRAC	NA
Kidney	Immune cells	IL7R	3575
Kidney	Immune cells	CD3E	916
Kidney	Immune cells	CD8A	925
Kidney	Immune cells	TRBC2	NA
Kidney	Immune cells	CD52	1043
Kidney	Immune cells	FCGR3A	NA
Kidney	Immune cells	IL32	9235
Kidney	Immune cells	KLRD1	3824
Kidney	Immune cells	CD68	968
Kidney	Immune cells	CXCL8	3576
Kidney	Immune cells	FCGR3B	2215
Kidney	Immune cells	MNDA	4332
Kidney	Immune cells	KIT	3815
Kidney	Immune cells	PTGS2	5743
Kidney	Immune cells	SLC18A2	6571
Kidney	Immune cells	TRAC	NA
Kidney	Immune cells	LTB	4050
Kidney	Immune cells	CD52	1043
Kidney	Immune cells	TRBC2	NA
Kidney	Immune cells	SHISA5	51246
Kidney	α-intercalated cells (Collecting duct system)	FOXI1	2299
Kidney	α-intercalated cells (Collecting duct system)	OXGR1	27199
Kidney	α-intercalated cells (Collecting duct system)	ATP6V1G3	127124
Kidney	α-intercalated cells (Collecting duct system)	AQP6	363
Kidney	α-intercalated cells (Collecting duct system)	CA2	760
Kidney	α-intercalated cells (Collecting duct system)	NR1I4	NA
Kidney	α-intercalated cells (Collecting duct system)	SLC4A1	6521
Kidney	α-intercalated cells (Collecting duct system)	RHCG	51458
Kidney	α-intercalated cells (Collecting duct system)	ATP6V1B1	525
Kidney	α-intercalated cells (Collecting duct system)	AVPR1A	552
Kidney	α-intercalated cells (Collecting duct system)	P2RY14	9934
Kidney	α-intercalated cells (Collecting duct system)	FXYD2	NA
Kidney	α-intercalated cells (Collecting duct system)	TMEM213	155006
Kidney	α-intercalated cells (Collecting duct system)	CA2	760
Kidney	α-intercalated cells (Collecting duct system)	DMRT2	10655
Kidney	β-intercalated cells (Collecting duct system)	FOXI1	2299
Kidney	β-intercalated cells (Collecting duct system)	OXGR1	27199
Kidney	β-intercalated cells (Collecting duct system)	ATP6V1G3	127124
Kidney	β-intercalated cells (Collecting duct system)	SLC26A4	5172
Kidney	β-intercalated cells (Collecting duct system)	CA2	760
Kidney	β-intercalated cells (Collecting duct system)	NR1I4	NA
Kidney	β-intercalated cells (Collecting duct system)	RHCG	51458
Kidney	β-intercalated cells (Collecting duct system)	ATP6V1B1	525
Kidney	β-intercalated cells (Collecting duct system)	AVPR1A	552
Kidney	β-intercalated cells (Collecting duct system)	INSRR	3645
Kidney	β-intercalated cells (Collecting duct system)	FXYD2	NA
Kidney	β-intercalated cells (Collecting duct system)	TMEM213	155006
Kidney	β-intercalated cells (Collecting duct system)	CA2	760
Kidney	β-intercalated cells (Collecting duct system)	AP1S3	130340
Kidney	Loop of Henle cells	UMOD	7369
Kidney	Loop of Henle cells	AQP1	358
Kidney	Loop of Henle cells	IRX1	79192
Kidney	Loop of Henle cells	IRX2	153572
Kidney	Loop of Henle cells	IRX3	79191
Kidney	Loop of Henle cells	MECOM	2122
Kidney	Loop of Henle cells	POU3F3	5455
Kidney	Loop of Henle cells	TBC1D4	9882
Kidney	Loop of Henle cells	SLC12A1	6557
Kidney	Loop of Henle cells	DEFB1	1672
Kidney	Loop of Henle cells	GEM	2669
Kidney	Loop of Henle cells	RGS5	8490
Kidney	Loop of Henle cells	CYP4B1	1580
Kidney	Loop of Henle cells	DRAM1	55332
Kidney	Loop of Henle cells	NEK6	10783
Kidney	Loop of Henle cells	CDKN1C	1028
Kidney	Loop of Henle cells	CALCRL	10203
Kidney	Loop of Henle cells	CLCNKA	NA
Kidney	Loop of Henle cells	CRYAB	1410
Kidney	Loop of Henle cells	SPP1	6696
Kidney	Loop of Henle cells	PPP1R1B	84152
Kidney	Loop of Henle cells	LRRC66	339977
Kidney	Loop of Henle cells	IGF1	3479
Kidney	Loop of Henle cells	CLDN1	9076
Kidney	Loop of Henle cells	CLDN10	9071
Kidney	Mesangial cells	PDGFRB	5159
Kidney	Mesangial cells	PDGFB	5155
Kidney	Mesangial cells	LAMA4	3910
Kidney	Mesangial cells	ITGA8	8516
Kidney	Mesangial cells	LGALS1	3956
Kidney	Mesangial cells	ARID5B	84159
Kidney	Mesangial cells	CCR7	1236
Kidney	Mesangial cells	FN1	2335
Kidney	Mesangial cells	GATA3	2625
Kidney	Mesangial cells	PAWR	5074
Kidney	Mesangial cells	SERPINE2	5270
Kidney	Mesangial cells	TBX18	9096
Kidney	Mesangial cells	TEK	7010
Kidney	Mesangial cells	THY1	7070
Kidney	Mesangial cells	REN	5972
Kidney	Mesangial cells	ZEB2	9839
Kidney	Podocytes	NPHS1	4868
Kidney	Podocytes	NPHS2	7827
Kidney	Podocytes	EZR	7430
Kidney	Podocytes	TDRD5	163589
Kidney	Podocytes	SEMA3G	56920
Kidney	Podocytes	SEMA5A	9037
Kidney	Podocytes	SEMA3E	9723
Kidney	Podocytes	PLA2R1	22925
Kidney	Podocytes	COL4A4	1286
Kidney	Podocytes	ARHGAP24	83478
Kidney	Podocytes	WT1	7490
Kidney	Podocytes	COL4A3	1285
Kidney	Podocytes	RHPN1	114822
Kidney	Podocytes	MAFB	9935
Kidney	Podocytes	PODXL	5420
Kidney	Podocytes	CLIC5	53405
Kidney	Podocytes	CD2AP	23607
Kidney	Podocytes	NOTCH2	4853
Kidney	Principal cells (Collecting duct system)	KCNE1	NA
Kidney	Principal cells (Collecting duct system)	APELA	100506013
Kidney	Principal cells (Collecting duct system)	AQP2	359
Kidney	Principal cells (Collecting duct system)	AQP3	360
Kidney	Principal cells (Collecting duct system)	GATA3	2625
Kidney	Principal cells (Collecting duct system)	ELF5	2001
Kidney	Principal cells (Collecting duct system)	STC1	6781
Kidney	Principal cells (Collecting duct system)	TBX3	6926
Kidney	Principal cells (Collecting duct system)	CLDN4	1364
Kidney	Principal cells (Collecting duct system)	KCNJ1	3758
Kidney	Principal cells (Collecting duct system)	AVPR2	554
Kidney	Principal cells (Collecting duct system)	FXYD4	53828
Kidney	Principal cells (Collecting duct system)	HSD11B2	3291
Kidney	Principal cells (Collecting duct system)	SCNN1G	6340
Kidney	Inner Medullary cells (Collecting duct system)	S100A4	6275
Kidney	Inner Medullary cells (Collecting duct system)	PLEKHB1	58473
Kidney	Inner Medullary cells (Collecting duct system)	ALDH1A3	220
Kidney	Inner Medullary cells (Collecting duct system)	TM6SF1	53346
Kidney	Inner Medullary cells (Collecting duct system)	SLC14A2	8170
Kidney	Proximal tubule cells	FXYD2	NA
Kidney	Proximal tubule cells	ATP1B1	481
Kidney	Proximal tubule cells	SLC3A1	6519
Kidney	Proximal tubule cells	CUBN	8029
Kidney	Proximal tubule cells	PDZK1	NA
Kidney	Proximal tubule cells	LRP2	4036
Kidney	Proximal tubule cells	POU3F3	5455
Kidney	Proximal tubule cells	AGXT2	64902
Kidney	Proximal tubule cells	GSTA2	NA
Kidney	Proximal tubule cells	CYP2E1	1571
Kidney	Proximal tubule cells	CRYL1	51084
Kidney	Proximal tubule cells	GLYAT	10249
Kidney	Proximal tubule cells	SORD	NA
Kidney	Proximal tubule cells	UPB1	51733
Kidney	Proximal tubule cells	SOD3	6649
Kidney	Proximal tubule cells	HNF4A	3172
Kidney	Proximal tubule cells	CDKN3	1033
Kidney	Proximal tubule cells	NAPSA	9476
Kidney	Proximal tubule cells	SLC7A13	157724
Kidney	Proximal tubule cells	SLC17A3	10786
Kidney	Proximal tubule cells	HGD	3081
Kidney	Cap mesenchyme cells (Mesenchymal cells)	SIX2	10736
Kidney	Cap mesenchyme cells (Mesenchymal cells)	ITGA8	8516
Kidney	Cap mesenchyme cells (Mesenchymal cells)	NR2F2	7026
Kidney	Cap mesenchyme cells (Mesenchymal cells)	EYA1	2138
Kidney	Cap mesenchyme cells (Mesenchymal cells)	MEIS2	4212
Kidney	Cap mesenchyme cells (Mesenchymal cells)	CITED1	4435
Kidney	Cap mesenchyme cells (Mesenchymal cells)	MUC1	4582
Kidney	Cap mesenchyme cells (Mesenchymal cells)	NOTCH2	4853
Kidney	Endothelial cells	TGFBR2	7048
Kidney	Endothelial cells	NOTCH4	4855
Kidney	Endothelial cells	ADGRL4	64123
Kidney	Endothelial cells	EMCN	51705
Kidney	Endothelial cells	ENG	2022
Kidney	Endothelial cells	PECAM1	5175
Kidney	Endothelial cells	PLAC8	51316
Kidney	Endothelial cells	PLVAP	83483
Kidney	Endothelial cells	TEK	7010
Kidney	Endothelial cells	KDR	3791
Kidney	Endothelial cells	VWF	7450
Kidney	Endothelial cells	MMRN1	22915
Kidney	Endothelial cells	CD93	22918
Kidney	Stromal cells	MEIS1	4211
Kidney	Stromal cells	TCF21	6943
Kidney	Stromal cells	COL1A2	1278
Kidney	Stromal cells	COL3A1	1281
Kidney	Stromal cells	TNC	3371
Kidney	Stromal cells	COL6A3	1293
Kidney	Stromal cells	LGALS1	3956
Kidney	Juxtaglomerular cells	REN	5972
Kidney	Juxtaglomerular cells	CRIP1	1396
Kidney	Renal interstitium (Mesenchymal cells)	SFRP1	6422
Kidney	Renal interstitium (Mesenchymal cells)	MEIS1	4211
Kidney	Renal interstitium (Mesenchymal cells)	PDGFRA	5156
Kidney	Renal interstitium (Mesenchymal cells)	C7	730
Kidney	Renal interstitium (Mesenchymal cells)	MGP	4256
Kidney	Connecting tubule cells	CALB1	793
Kidney	Connecting tubule cells	TRPV5	56302
Kidney	Connecting tubule cells	FXYD2	NA
Kidney	Connecting tubule cells	ATP6V1B1	525
Kidney	Connecting tubule cells	SLC8A1	6546
Kidney	Distal tubule cells	KLK1	3816
Kidney	Distal tubule cells	KCNJ1	3758
Kidney	Distal tubule cells	KL	9365
Kidney	Distal tubule cells	EGF	1950
Kidney	Distal tubule cells	TMEM213	155006
Kidney	Distal tubule cells	TMEM52B	120939
Kidney	Distal tubule cells	SOSTDC1	25928
Kidney	Distal tubule cells	SLC12A3	6559
Kidney	Distal tubule cells	EMX1	2016
Kidney	Distal tubule cells	CLDN3	1365
Kidney	Distal tubule cells	CLDN8	9073
Kidney	Distal tubule cells	UMOD	7369
Kidney	Distal tubule cells	PCOLCE	5118
Kidney	Distal tubule cells	CDC42EP3	10602
Kidney	Distal tubule cells	CLCNKB	1188
Kidney	Distal tubule cells	FXYD2	NA
Kidney	Distal tubule cells	POU3F3	5455
Kidney	Hematopoietic cells	CORO1A	11151
Kidney	Hematopoietic cells	MNDA	4332
Kidney	Hematopoietic cells	SRGN	5552
Kidney	Hematopoietic cells	HLA-DPA1	3113
Kidney	Hematopoietic cells	LST1	7940
Kidney	Ureteric Bud cells	GFRA1	2674
Kidney	Ureteric Bud cells	RET	5979
Kidney	Ureteric Bud cells	WNT9B	7484
Kidney	Ureteric Bud cells	CLDN6	9074
Kidney	Ureteric Bud cells	LAMA1	284217
Kidney	Ureteric Bud cells	NMU	10874
Kidney	Ureteric Bud cells	WNT11 	NA
Kidney	Ureteric Bud cells	ETV4	2118
Kidney	Ureteric Bud cells	 WNT7B	NA
Kidney	Renal Vesicle cells	NCAM1	4684
Kidney	Renal Vesicle cells	EMX2	2018
Kidney	Renal Vesicle cells	LHX1	3975
Kidney	Renal Vesicle cells	BMP2	650
Kidney	Renal Vesicle cells	DKK1	22943
Kidney	Renal Vesicle cells	DLL1	28514
Kidney	Renal Vesicle cells	GREB1	9687
Kidney	Renal Vesicle cells	PAPSS2	9060
Kidney	Renal Vesicle cells	PCSK9	255738
Kidney	Renal Vesicle cells	POU3F3	5455
Kidney	Renal Vesicle cells	TMEM100	55273
Kidney	Renal Vesicle cells	WT1	7490
Kidney	Cancer stem cells	EPCAM	4072
Brain	Astrocytes	GFAP	2670
Brain	Astrocytes	SLC1A3	6507
Brain	Astrocytes	SLC1A2	6506
Brain	Astrocytes	GLUL	2752
Brain	Astrocytes	S100B	6285
Brain	Astrocytes	ALDH1L1	10840
Brain	Astrocytes	AQP4	361
Brain	Astrocytes	IGFBP3	3486
Brain	Astrocytes	ATP13A4	84239
Brain	Astrocytes	CBS	NA
Brain	Astrocytes	SOX9	6662
Brain	Astrocytes	CD40	958
Brain	Astrocytes	CD80	941
Brain	Astrocytes	CD86	942
Brain	Astrocytes	C5AR1	728
Brain	Cholinergic neurons	CHAT	1103
Brain	Cholinergic neurons	SLC18A3	6572
Brain	Cholinergic neurons	ACHE	43
Brain	Dopaminergic neurons	TH	7054
Brain	Dopaminergic neurons	SLC6A3	6531
Brain	Dopaminergic neurons	FOXA2	3170
Brain	Dopaminergic neurons	KCNJ6	3763
Brain	Dopaminergic neurons	NR4A2	4929
Brain	Dopaminergic neurons	LMX1B	4010
Brain	Dopaminergic neurons	DBH	1621
Brain	Dopaminergic neurons	SLC6A2	6530
Brain	Dopaminergic neurons	PPP1R1B	84152
Brain	Endothelial cells	PECAM1	5175
Brain	Endothelial cells	VWF	7450
Brain	Endothelial cells	A2M	2
Brain	Endothelial cells	APOLD1	81575
Brain	Endothelial cells	FLT1	2321
Brain	Endothelial cells	TM4SF1	4071
Brain	Endothelial cells	CD34	947
Brain	Endothelial cells	MCAM	4162
Brain	Endothelial cells	ENG	2022
Brain	Endothelial cells	PTPRC	5788
Brain	Endothelial cells	VCAM1	7412
Brain	Endothelial cells	CDH5	1003
Brain	GABAergic neurons	SLC6A1	6529
Brain	GABAergic neurons	GABBR1	2550
Brain	GABAergic neurons	GABBR2	9568
Brain	GABAergic neurons	GAD2	2572
Brain	GABAergic neurons	GAD1	2571
Brain	GABAergic neurons	SLC32A1	140679
Brain	Glutamatergic neurons	SLC17A7	57030
Brain	Glutamatergic neurons	SLC17A6	57084
Brain	Glutamatergic neurons	GRIN1	2902
Brain	Glutamatergic neurons	GRIN2B	2904
Brain	Glutamatergic neurons	GLS	2744
Brain	Glutamatergic neurons	GLUL	2752
Brain	Glutamatergic neurons	GRIN2A	2903
Brain	Immature neurons	DCX	1641
Brain	Immature neurons	NEUROD1	4760
Brain	Immature neurons	TBR1	10716
Brain	Immature neurons	STMN1	3925
Brain	Immature neurons	NCAM1	4684
Brain	Immature neurons	TUBB3	10381
Brain	Immune system cells	MS4A1	931
Brain	Immune system cells	CCR6	1235
Brain	Immune system cells	CXCR3	2833
Brain	Immune system cells	CD4	920
Brain	Immune system cells	IL2RA	3559
Brain	Immune system cells	ISG20	3669
Brain	Immune system cells	TNFRSF8	943
Brain	Immune system cells	TRAC	NA
Brain	Immune system cells	LTB	4050
Brain	Immune system cells	CD52	1043
Brain	Mature neurons	RBFOX3	146713
Brain	Mature neurons	MAP2	4133
Brain	Mature neurons	SYP	6855
Brain	Mature neurons	DLG4	1742
Brain	Mature neurons	TUBB3	10381
Brain	Mature neurons	MAPT	4137
Brain	Mature neurons	INA	9118
Brain	Mature neurons	GAP43	2596
Brain	Mature neurons	NRP1	8829
Brain	Microglial cells	P2RY12	64805
Brain	Microglial cells	ITGAM	3684
Brain	Microglial cells	CD40	958
Brain	Microglial cells	PTPRC	5788
Brain	Microglial cells	CD68	968
Brain	Microglial cells	AIF1	199
Brain	Microglial cells	CX3CR1	1524
Brain	Microglial cells	TMEM119	338773
Brain	Microglial cells	ADGRE1	2015
Brain	Microglial cells	C1QA	712
Brain	Microglial cells	NOS2	4843
Brain	Microglial cells	TNF	7124
Brain	Microglial cells	ISYNA1	51477
Brain	Microglial cells	CCL4	6351
Brain	Microglial cells	ADORA3	140
Brain	Microglial cells	ADRB2	154
Brain	Microglial cells	BHLHE41	79365
Brain	Microglial cells	BIN1	274
Brain	Microglial cells	KLF2	10365
Brain	Microglial cells	NAV3	89795
Brain	Microglial cells	RHOB	388
Brain	Microglial cells	SALL1	6299
Brain	Microglial cells	SIGLEC8	27181
Brain	Microglial cells	SLC1A3	6507
Brain	Microglial cells	SPRY1	10252
Brain	Microglial cells	TAL1	6886
Brain	Myelinating Schwann cells	SOX10	6663
Brain	Myelinating Schwann cells	EGR2	1959
Brain	Myelinating Schwann cells	MBP	4155
Brain	Myelinating Schwann cells	MPZ	4359
Brain	Neural Progenitor cells	CSPG4	1464
Brain	Neural Progenitor cells	RNF5	NA
Brain	Neural Progenitor cells	EOMES	8320
Brain	Neural Progenitor cells	SOX2	6657
Brain	Neural Progenitor cells	SOX1	6656
Brain	Neural Progenitor cells	NES	10763
Brain	Neural Progenitor cells	PAX3	5077
Brain	Neural Progenitor cells	PAX6	5080
Brain	Neural Progenitor cells	OTX2	5015
Brain	Neural Progenitor cells	CNTNAP1	8506
Brain	Neural Progenitor cells	ASCL1	429
Brain	Neural Progenitor cells	SMARCA4	6597
Brain	Neural Progenitor cells	MSI1	4440
Brain	Neural Progenitor cells	MSI2	124540
Brain	Neural stem cells	SOX2	6657
Brain	Neural stem cells	PROM1	8842
Brain	Neural stem cells	NES	10763
Brain	Neural stem cells	SOX9	6662
Brain	Neuroblasts	NEUROD1	4760
Brain	Neuroblasts	DCX	1641
Brain	Neuroblasts	DLX2	1746
Brain	Neuroblasts	PROX1	5629
Brain	Neuroblasts	EOMES	8320
Brain	Neuroblasts	TUBB3	10381
Brain	Neuroepithelial cells	NES	10763
Brain	Neuroepithelial cells	SOX2	6657
Brain	Neuroepithelial cells	NOTCH1	4851
Brain	Neuroepithelial cells	HES1	3280
Brain	Neuroepithelial cells	HES3	NA
Brain	Neuroepithelial cells	CDH1	999
Brain	Neuroepithelial cells	OCLN	NA
Brain	Neuroepithelial cells	SOX10	6663
Brain	Non myelinating Schwann cells	SOX10	6663
Brain	Non myelinating Schwann cells	GAP43	2596
Brain	Non myelinating Schwann cells	NCAM1	4684
Brain	Non myelinating Schwann cells	NGFR	4804
Brain	Oligodendrocyte precursor cells	LHFPL3	375612
Brain	Oligodendrocyte precursor cells	MEGF11	84465
Brain	Oligodendrocyte precursor cells	PCDH15	65217
Brain	Oligodendrocyte precursor cells	PDGFRA	5156
Brain	Oligodendrocyte precursor cells	CSPG4	1464
Brain	Oligodendrocyte precursor cells	RNF5	NA
Brain	Oligodendrocytes	OLIG1	116448
Brain	Oligodendrocytes	OLIG2	10215
Brain	Oligodendrocytes	OLIG3	167826
Brain	Oligodendrocytes	CLDN11	5010
Brain	Oligodendrocytes	MBP	4155
Brain	Oligodendrocytes	MOG	4340
Brain	Oligodendrocytes	MAG	4099
Brain	Oligodendrocytes	GALC	2581
Brain	Oligodendrocytes	CNP	1267
Brain	Oligodendrocytes	SOX10	6663
Brain	Oligodendrocytes	FA2H	79152
Brain	Oligodendrocytes	UGT8	7368
Brain	Radial glial cells	VIM	7431
Brain	Radial glial cells	NES	10763
Brain	Radial glial cells	PAX6	5080
Brain	Radial glial cells	HES1	3280
Brain	Radial glial cells	HES5	388585
Brain	Radial glial cells	GFAP	2670
Brain	Radial glial cells	SLC1A3	6507
Brain	Radial glial cells	FABP7	2173
Brain	Radial glial cells	TNC	3371
Brain	Radial glial cells	CDH2	1000
Brain	Radial glial cells	SOX2	6657
Brain	Schwann precursor cells	SOX10	6663
Brain	Schwann precursor cells	GAP43	2596
Brain	Schwann precursor cells	FABP7	2173
Brain	Schwann precursor cells	MPZ	4359
Brain	Schwann precursor cells	DHH	50846
Brain	Schwann precursor cells	NGFR	4804
Brain	Serotonergic neurons	TPH1	7166
Brain	Serotonergic neurons	SLC6A4	6532
Brain	Serotonergic neurons	FEV	54738
Brain	Serotonergic neurons	HTR1A	3350
Brain	Serotonergic neurons	HTR1B	3351
Brain	Tanycytes	GPR50	9248
Brain	Tanycytes	COL23A1	91522
Lung	Airway epithelial cells	ADH7	131
Lung	Airway epithelial cells	AQP1	358
Lung	Airway epithelial cells	CDH1	999
Lung	Airway epithelial cells	SEC14L3	266629
Lung	Airway goblet cells	AGR2	10551
Lung	Airway goblet cells	AQP5	362
Lung	Airway goblet cells	CEACAM1	634
Lung	Airway goblet cells	DMBT1	1755
Lung	Airway goblet cells	DUSP4	1846
Lung	Airway goblet cells	FXYD3	5349
Lung	Airway goblet cells	GALNT5	11227
Lung	Airway goblet cells	GALNT6	11226
Lung	Airway goblet cells	GGH	8836
Lung	Airway goblet cells	GOLPH3	64083
Lung	Airway goblet cells	GP2	2813
Lung	Airway goblet cells	IL19	29949
Lung	Airway goblet cells	LIPF	8513
Lung	Airway goblet cells	LTF	4057
Lung	Airway goblet cells	LYNX1	66004
Lung	Airway goblet cells	MSLN	10232
Lung	Airway goblet cells	MUC16	94025
Lung	Airway goblet cells	MUC4	4585
Lung	Airway goblet cells	MUC5B	727897
Lung	Airway goblet cells	NOS2	4843
Lung	Airway goblet cells	PIGR	5284
Lung	Airway goblet cells	QSOX1	5768
Lung	Airway goblet cells	SCGB3A1	92304
Lung	Airway goblet cells	SEC23B	10483
Lung	Airway goblet cells	SPDEF	25803
Lung	Airway goblet cells	TFF2	7032
Lung	Mesothelial cells	C2	717
Lung	Mesothelial cells	CALB2	794
Lung	Mesothelial cells	CD44	960
Lung	Mesothelial cells	CDH1	999
Lung	Mesothelial cells	DES	1674
Lung	Mesothelial cells	EFEMP1	2202
Lung	Mesothelial cells	EPCAM	4072
Lung	Mesothelial cells	GSTA3	2940
Lung	Mesothelial cells	KRT5	3852
Lung	Mesothelial cells	KRT7	3855
Lung	Mesothelial cells	KRT72	140807
Lung	Mesothelial cells	LGALS7	NA
Lung	Mesothelial cells	LRRN4	164312
Lung	Mesothelial cells	ME1	4199
Lung	Mesothelial cells	ME2	4200
Lung	Mesothelial cells	MSLN	10232
Lung	Mesothelial cells	MUC16	94025
Lung	Mesothelial cells	OSR1	130497
Lung	Mesothelial cells	RSPO1	284654
Lung	Mesothelial cells	THBD	7056
Lung	Mesothelial cells	UPK3B	NA
Lung	Mesothelial cells	WT1	7490
Lung	Fibroblasts	COL3A1	1281
Lung	Fibroblasts	COL5A2	1290
Lung	Fibroblasts	DPT	1805
