gene	chromosome	chromosome_hg19	map_location
25974	1	1	1p34.1
25975	X	X	Xp22.2
25976	3	3	3q25.31
25977	12	12	12p13.31
25978	3	3	3p11.2
25979	17	17	17p11.2
25980	20	20	20q11.23
25981	3	3	3p21.1
25983	14	14	14q11.2
25984	17__CHR_HSCHR17_4_CTG4	17__HSCHR17_4_CTG4	17q21.2
25987	11	11	11q13.5
25988	11	11	11q23.3
25989	15	15	15q24.1
25992	2	2	2q37.3
25994	3	3	3p22.1
25996	11	11	11q23.2
25998	CHR_HG2072_PATCH__6	6	6q14.1
25999	19	19	19q13.12
26	7	7	7q36.1
26000	16	16	16p11.2
26001	17	17	17p13.2
26002	6	6	6q23.2
26003	2	2	2q31.1
26005	11	11	11q13.4
26007	11	11	11q12.2
26009	1	1	1p31.1
2601	NA	NA	4q22.1
26010	2	2	2q33.1
26011	11	11	11q14.1
26012	9	9	9q34.3
26013	20	20	20q13.12
26015	15	15	15q15.1
26017	19	19	19p13.11
26018	CHR_HG2235_PATCH__3	3	3p14.1
26019	10	10	10p14
26020	14	14	14q11.2
26022	17	17	17q11.2
26024	7	7__7	7q22.1
26025	5	5	5q31.3
26027	1	1	1p32.3
260293	1	1	1p33|1
260294	7__HG1257_PATCH	7__HG1257_PATCH	7q11.23
26030	14	14	14q23.3
26031	7	7	7p15.3
26032	3	3	3p22.3
260328	NA	NA	NA
26033	10	10__HG979_PATCH	10q25.3
260330	NA	NA	2q37.1
260331	NA	NA	2q37.1
260332	NA	NA	2q37.1
260334	18	NA	18p11.32
260335	NA	NA	6p25.3
260336	NA	NA	9q22.1
260337	NA	NA	Xq13.2
260338	NA	NA	12p11.1
260339	NA	NA	6q22.31
26034	6	6	6q25.2
260340	NA	NA	11q22.3
260341	7	7	7p22.3
260342	NA	NA	Xq21.2
26035	15	15	15q23
26036	6	6	6p12.1
26037	14	14	14q24.2
26038	1	1	1p36.31
26039	20	20	20q13.33
26040	18	18	18q12.3
260402	NA	NA	NA
260403	NA	NA	NA
260415	NA	NA	1p36
260421	NA	NA	5q13.3
260422	NA	NA	4q21.3
260425	1	1	1p13.2
260429	16	16	16p13.3
26043	3	3	3q29
260431	NA	NA	NA
260432	NA	NA	NA
260434	16	16	16p11.2
260436	4	4	4q13.3|4q13
26045	5	5	5q31.2
26046	21	21	21q21.3
26047	7__CHR_HSCHR7_3_CTG6	7	7q35-q36.1
26048	16	16	16p13.3
26049	5	5	5q13.3
26050	13	13	13q31.2
26051	20	20	20q11.23
26052	1	1	1q24.3
26053	7	7	7q11.22
26054	6	6	6q14.1
26056	2	2	2p13.2
26057	4	4	4q13.3
26058	2	2	2q37.1
26059	3	3	3p14.3
26060	3	3	3p14.3
26061	3	3	3p25.1
26062	7	7	7q31.32
26063	16__CHR_HSCHR16_CTG2	16	16p13.3
26064	5	5	5p13.2
26065	CHR_HSCHR19_1_CTG3_1__19	19__HSCHR19_1_CTG3_1	19q13.11
26070	11	11	11q12.2
26071	X	X	Xq26.3
26073	17	17__HG883_PATCH	17q11.2
26074	20	20	20p11.23
26077	16	16	16q13
26080	22	22	13q11
26082	15	15	15q13.2
26083	17	17	17q11.2
26084	3__CHR_HSCHR3_2_CTG2_1	3	3q25.2
26085	19	19	19q13.41
26086	9	9__HG998_2_PATCH	9q34.3
26088	22	22	22q13.1
2609	NA	NA	Xq26.3
26090	20	20	20p11.21
26091	10	10	10q21.3
26092	1	1	1q25.2
26093	19	19	19q13.32
26094	14	14	14q24.2
26095	10	10__10__HG1211_PATCH	10q11.22
26097	1	1	1q21.3
26098	10	10	10q26.2
26099	1	1	1p36.13
261	NA	NA	5q35
26100	7	7	7p22.1
26102	HG998_2_PATCH	HG998_2_PATCH	9q34.3
26103	10	10	10q23.1
26108	15	15	15q21.3
2611	NA	NA	13q12.3
26112	5	5	5q33.1
26115	17	17	17q23.2-q23.3
26118	17	17	17q11.1
26119	1	1	1p36.11
26121	CHR_HSCHR19_4_CTG3_1__19	19__HG1079_PATCH__HSCHR19LRC_COX1_CTG1__HSCHR19LRC_COX2_CTG1__HSCHR19LRC_LRC_I_CTG1__HSCHR19LRC_LRC_J_CTG1__HSCHR19LRC_LRC_S_CTG1__HSCHR19LRC_LRC_T_CTG1__HSCHR19LRC_PGF1_CTG1__HSCHR19LRC_PGF2_CTG1	19q13.42
26122	2	2	2q23.1
26123	10	10	10q24.1
26127	12	12	12p11.23
26128	10	10	10q22.1
2613	NA	NA	5q35.2
26130	9	9	9q33.3
26133	20	20	20q11.22
26134	9	9	9q31.2
26135	1	1	1p31.3
26136	7	7	7q31.2
26137	3	3	3q13.31
26138	8	8	8q12.1
26140	3	3	3p25.3
26145	19	19	19q13.32
26146	2	2	2q37.3
26147	9	9	9q33.2
26149	9	9	9q21.11
2615	11	11	11q13.5
26150	22	22	22q13.31
26151	17	17	17q25.1
26152	20	20	20p11.21
26153	14	14	14q32.33
26154	2	2	2q35
26155	1	1	1p36.33
26156	16	16	16p13.13
26157	7	7	7q36.1
2616	NA	NA	Xp11.4
26160	2	2	2p23.3
26164	20	20	20q13.33
26165	9	9	9q12
26166	8	8	8q22.2
26167	5	5__HG1082_HG167_PATCH	5q31.3
26168	17	17	17p13.1
2617	7	7	7p14.3
261726	1	1	1q24.2
261727	NA	NA	NA
261729	7	7	7q21.13
26173	7	7	7p22.3
261734	1	1	1p36.31
261735	NA	NA	16p13.12
26175	CHR_HSCHR14_7_CTG1__14	14	14q32.12
2618	CHR_HSCHR21_4_CTG1_1__21	21__HSCHR21_4_CTG1_1	21q22.11
26184	16	16	16p13.3
26188	1	1	1q44
26189	17	17	17p13.3
2619	9	9	9q21.33
26190	9	9	9q33.2
26191	1	1	1p13.2
262	6	6	6q21
2620	11	11	11p14.3
26205	20	20	20q13.33
26206	9	9	9p13.3
26207	17	17	17q24.2
2621	13	13	13q34
26211	CHR_HG708_PATCH__7	7	7q35
26212	6	6	6p22.1
26219	9	9	9q33.2
2622	16	16	16q24.3
26220	NA	NA	22q11.21
26222	22	22	22q11.21
26223	5	5	5q31.1
26224	13	13	13q22.3
26225	2	2	2q23.3
26226	22	22	22q11.23
26227	1	1	1p12
26228	4	4	4q13.2
26229	11	11	11q12.3
2623	X	HG1436_HG1432_PATCH__X	Xp11.23
26230	6	6	6q25.2-q25.3
26231	16	16	16q22.1
26232	1	1	1p36.22
26233	CHR_HG2419_PATCH__8	8__HG243_PATCH	8q24.3
26234	4	4	4p15.32
26235	6	6	6q16.1-q16.2
26238	NA	NA	6q27
26239	1	1	1q21.3
2624	3	3	3q21.3
26240	6	6	6p25.2
26242	NA	NA	11q11
26245	1	1	1q44
26246	1	1	1q44
26247	1	1	1q44
26248	9	9	9q31.3
26249	5	5	5q31.2
2625	10	10	10p14
26251	18	18	18q23
26253	12	12	12p13.31
26254	1	1	1q32.1
26255	8	8	8q13.1
26256	18	18	18q11.2
26257	14	14	14q13.3
26258	15	15	15q21.1
26259	12	12	12q24.22
2626	CHR_HG76_PATCH__8	8	8p23.1
26260	8	8	8p23.3
26261	7	7	7q22.1
26262	5	5	5q35.2
26263	15	15	15q24.2
26266	7	7	7q33
26267	9	9	9p13.2
26268	6	6	6p12.1
26269	4	4	4q34.1
2627	18	18	18q11.2
26270	1	1	1p36.22
26271	6	6	6q25.2
26272	5	5	5p13.1
26273	11	11	11p13
26275	2	2	2q32.2
26276	15	15	15q26.1
26277	CHR_HG1_PATCH__14	14	14q12
26278	13	13	13q12.12
26279	1	1	1p36.12
2628	15	15	15q21.1
26280	X	HG375_PATCH__X	Xq22.3
26281	8	8	8p22
26284	17	17	17q11.2
26285	21	21	21q21.3
26286	22	22	22q13.2
26287	10	10	10q24.2
26289	1	1	1p31.1
2629	CHR_HSCHR1_2_CTG31__1	1__HSCHR1_2_CTG31	1q22
26290	12	12	12p13.32
26291	19	19	19q13.33
26292	1	1	1p34.3
26297	11	11	11p15.1
26298	11	11	11p13
263	NA	NA	Xq28 and Yq12
2630	1	1	1q22
26300	NA	NA	6q13-q16.2
26301	9	9	9q34.2
26307	NA	NA	5q31.3
2631	7	7	7p11.2
2632	3	3	3p12.2
26322	NA	NA	15q11.2
2633	1	1	1p22.2
26330	19	19	19q13.12
26333	19	19	19p13.12
26335	NA	NA	19p13.12
26338	11	11	11q12.1
26339	3	3	3q11.2
2634	1	1	1p22.2
26341	3	3	3q11.2
26343	11	11	11p15.4
2635	1	1	1p22.2
26353	12	12	12q24.23
26354	3	3	3p21.1
26355	3	3	3q21.1
2636	7	7	7q36.1
2637	2	2	2q37.2
2638	4	4	4q13.3
2639	19	19	19p13.13
2641	2	2	2q24.2
2642	17	17	17q25.3
2643	14	14	14q22.2
2644	15	15	15q15.1
2645	7	7	7p13
2646	2	2	2p23.3
26468	9	9	9q33.2
26469	2	2	2q21.1
2647	12	12	12q13.2
26470	16	16	16p11.2
26471	16	16	16p11.2
26472	11	11	11q13.1
26473	NA	NA	19p13.2
26475	NA	NA	4p16.3
26476	1	1	1q23.2
26478	NA	NA	3q21.2
26479	NA	NA	2p13.3
2648	17	17__HG185_PATCH	17q21.2
2649	9	9	9q33.3
26492	11	NA	11q24.2
26493	11	11	11q24.2
26494	11	11	11q24.2
26495	NA	NA	7q34
26496	CHR_HSCHR11_1_CTG1_2__CHR_HSCHR11_1_CTG5__11	11	11p15.4
26497	11	NA	11q24.2
26499	14	14	14q23.3-q24.1
265	X	X	Xp22.2
2650	9	9	9q21.13
26502	17	17	17q25.3
26503	6	6	6q13
26504	2	2	2q11.2
26505	2	2	2q11.2
26507	10	10	10q24.2
26508	1	1	1p34.2
26509	10	10	10q23.33
2651	CHR_HG2057_PATCH__6	6	6p24.3-p24.2
26511	4	4	4q12
26512	13	13	13q14.3
26513	NA	NA	11p13
26514	NA	NA	1q24.2
26515	11	11__11	11p15.4
26516	NA	NA	6q22.1
26517	19	19	19p13.3
26519	11	11	11q12.1
2652	X	HG1497_PATCH__HG1497_PATCH__HG1497_PATCH__X__X	Xq28
26520	14	14	14q23.1
26521	11	11	11q23.1
26523	1	1	1p34.3
26524	13	13	13q12.11
26525	2	2	2q14.1
26526	19	19	19p13.2
26528	19	19	19p13.3
26529	CHR_HSCHR6_MHC_MCF_CTG1__CHR_HSCHR6_MHC_DBB_CTG1__CHR_HSCHR6_MHC_SSTO_CTG1__CHR_HSCHR6_MHC_COX_CTG1__CHR_HSCHR6_MHC_MANN_CTG1__6	6__HSCHR6_MHC_COX__HSCHR6_MHC_DBB__HSCHR6_MHC_MANN__HSCHR6_MHC_MCF__HSCHR6_MHC_SSTO	6p22.1
2653	16	16	16q23.2
26530	CHR_HSCHR6_MHC_DBB_CTG1__CHR_HSCHR6_MHC_MCF_CTG1__CHR_HSCHR6_MHC_QBL_CTG1__CHR_HSCHR6_MHC_SSTO_CTG1__CHR_HSCHR6_MHC_COX_CTG1__CHR_HSCHR6_MHC_MANN_CTG1__6	NA	6p22.1
26531	CHR_HSCHR6_MHC_APD_CTG1__CHR_HSCHR6_MHC_QBL_CTG1__CHR_HSCHR6_MHC_DBB_CTG1__CHR_HSCHR6_MHC_MCF_CTG1__CHR_HSCHR6_MHC_SSTO_CTG1__CHR_HSCHR6_MHC_COX_CTG1__CHR_HSCHR6_MHC_MANN_CTG1__6	6__HSCHR6_MHC_APD__HSCHR6_MHC_COX__HSCHR6_MHC_DBB__HSCHR6_MHC_MANN__HSCHR6_MHC_MCF__HSCHR6_MHC_QBL__HSCHR6_MHC_SSTO	6p22.1
26532	19	19	19p13.12
26533	14	14	14q11.2
26534	14	14	14q11.2
26537	NA	NA	11p15.4
26538	19	19	19p13.12
26539	19	19	19p13.12
26540	NA	NA	14q11.2
26541	NA	NA	11q24.2
26548	X	X	Xq13.1
2656	NA	NA	Yq11
2657	19__19	19__19	19p13.11
26574	CHR_HSCHR17_7_CTG4__17	17	17q12
26575	6	6	6q25.2
26576	X	HG1497_PATCH__X	Xq28
26577	3	3	3q23
26578	9	9	9q21.13
26579	11	11	11q13.3
2658	10	10__HG1211_PATCH	10q11.22
26580	11	11	11q12.3
26581	NA	NA	NA
26582	NA	NA	NA
26583	4__4__4__4__4__4__HG1032_PATCH__HG1032_PATCH__HG1032_PATCH__HG1032_PATCH__HG1032_PATCH__HG1032_PATCH__HG1032_PATCH	4__4__4__4__4__4__HG1032_PATCH__HG1032_PATCH__HG1032_PATCH__HG1032_PATCH__HG1032_PATCH__HG1032_PATCH__HG1032_PATCH	4q35.2
26584	NA	NA	NA
26585	CHR_HSCHR15_6_CTG8__15__CHR_HSCHR15_4_CTG8	15	15q13.3
26586	13	13	13q14.3
26589	15	15	15q25.3
26590	NA	NA	11q24.2
26591	NA	NA	11q24.2
26592	NA	NA	11q24.2
26595	11	11	11q24.2
266	Y	Y	Yp11.2
2660	2	2	2q32.2
26608	7	7__HG1257_PATCH	7q11.23
26609	X	X__X	Xp22.31
2661	5	5	5q31.1
26610	11	11	11p13
26614	NA	NA	3p12.3
2662	10	10__HG1211_PATCH	10q11.22
26628	NA	NA	12q13.13
26637	NA	NA	13q14.11
2664	X	HG1497_PATCH__X	Xq28
26640	NA	NA	13q21.32
26644	NA	NA	3q21.2
26645	NA	NA	2q24.1
26647	NA	NA	19p13.2
26648	19	19	19p13.2
2665	10	10	10p15.1
26651	NA	NA	19p13.2
266553	6	6	6p24.3
26656	NA	NA	19p13.2
26658	19	19	19p13.12
26659	19	19	19p13.12
26661	NA	NA	19p13.12
266619	NA	NA	17p11.2
266623	NA	NA	22q13.2
266625	NA	NA	22q12.3
266626	NA	NA	22q11.21
266629	22	22	22q12.2
26664	19	19	19p13.12
266643	NA	NA	2q21.3
266655	9	9	9q34.2
266656	NA	NA	12p13.2
266657	NA	NA	12p13.2
266661	NA	NA	NA
266665	NA	NA	NA
266666	NA	NA	NA
266667	NA	NA	NA
266673	NA	NA	22q11.1
266675	1	1	1p34.1
266678	NA	NA	Xp11.2-q12
26668	NA	NA	19p13.12
266683	NA	NA	Xq21.1
26669	NA	NA	19p13.12
266691	NA	NA	18p11.2
266693	NA	NA	21q22.12
266694	NA	NA	Xq27.1
266695	NA	NA	13q12.11
266697	22	22	22q11.21
266698	NA	NA	22q11.1
266699	NA	NA	22q11.1
2667	NA	NA	7p12.3
266700	NA	NA	22q11.22
266701	NA	NA	22q11.22
266703	NA	NA	22q11.22
266710	NA	NA	NA
266719	NA	NA	NA
266722	13	13	13q32.1
266723	NA	NA	8q12.1
266724	NA	NA	2q36.1
266726	NA	NA	11p15.5
266727	6	6	6p21.2
266740	X	HG1497_PATCH__HG1497_PATCH__X__X	Xq28
266743	11	11	11q13.2
266747	22	22	22q11.23
266783	NA	NA	1q43
266785	NA	NA	6p22.3
266786	NA	NA	5p14.3
266789	NA	NA	NA
26679	NA	NA	19p13.3
266790	NA	NA	NA
2668	5	5	5p13.2
26680	NA	NA	15q26.3
26681	NA	NA	19p13.3
266811	NA	NA	NA
266812	4	4	4q22.1|4q21-q22
26682	15	15	15q26.3
26683	5	1__1__5	5q35.3
26685	NA	NA	6p25.3
26686	14	14	14q11.2
26687	14	NA	14q11.2
26689	17	17	17q22
2669	8	8	8q22.1
26690	NA	NA	11p11.2
266917	21	21	21q21.2
266919	21	21	21q22.11
26692	CHR_HSCHR6_MHC_DBB_CTG1__CHR_HSCHR6_MHC_MCF_CTG1__CHR_HSCHR6_MHC_APD_CTG1__CHR_HSCHR6_MHC_SSTO_CTG1__CHR_HSCHR6_MHC_QBL_CTG1__CHR_HSCHR6_MHC_COX_CTG1__CHR_HSCHR6_MHC_MANN_CTG1__6	6__HSCHR6_MHC_APD__HSCHR6_MHC_COX__HSCHR6_MHC_DBB__HSCHR6_MHC_MANN__HSCHR6_MHC_MCF__HSCHR6_MHC_QBL__HSCHR6_MHC_SSTO	6p22.1
266920	NA	NA	1p32.1
26693	5	5	5q35.3
26694	NA	NA	6p22.1
26695	NA	NA	6p22.1
266954	NA	NA	3p21.1
26696	CHR_HSCHR1_2_CTG32_1__CHR_HSCHR1_ALT2_1_CTG32_1__1	1	1q44
266971	10	10	10q23.33
266977	6	6	6p12.3|6
266979	NA	NA	NA
267	16	16	16q13
2670	17	17	17q21.31
267002	1	1	1q44
267004	10__10	10__10	10q11.23
267005	NA	NA	12q14.1
267006	NA	NA	5p13.3
267007	NA	NA	12q24.32
267008	NA	NA	4p13
267009	NA	NA	22q13.2
26701	NA	NA	6p22.1
267010	22	22	22q13.2
267012	13	13	13q33.2|13q34
267013	NA	NA	6p21.32
267014	NA	NA	6p22.1
267015	NA	NA	6p21.33
267016	NA	NA	6p21.33
267017	NA	NA	6p21.32
267020	22	22	22q13.2
26707	CHR_HSCHR6_MHC_APD_CTG1__CHR_HSCHR6_MHC_MCF_CTG1__CHR_HSCHR6_MHC_QBL_CTG1__CHR_HSCHR6_MHC_MANN_CTG1__CHR_HSCHR6_MHC_SSTO_CTG1__CHR_HSCHR6_MHC_COX_CTG1__CHR_HSCHR6_MHC_DBB_CTG1__6	6__HSCHR6_MHC_APD__HSCHR6_MHC_COX__HSCHR6_MHC_DBB__HSCHR6_MHC_MANN__HSCHR6_MHC_MCF__HSCHR6_MHC_QBL__HSCHR6_MHC_SSTO	6p22.1
2671	16	16	16p13.3
26713	NA	NA	6p22.1
26716	CHR_HSCHR6_MHC_APD_CTG1__CHR_HSCHR6_MHC_DBB_CTG1__CHR_HSCHR6_MHC_COX_CTG1__CHR_HSCHR6_MHC_QBL_CTG1__CHR_HSCHR6_MHC_SSTO_CTG1__CHR_HSCHR6_MHC_MCF_CTG1__6__CHR_HSCHR6_MHC_MANN_CTG1	6__HSCHR6_MHC_APD__HSCHR6_MHC_COX__HSCHR6_MHC_DBB__HSCHR6_MHC_MANN__HSCHR6_MHC_MCF__HSCHR6_MHC_QBL__HSCHR6_MHC_SSTO	6p22.1
26717	NA	NA	6p22.1
26719	NA	NA	6p22.1
2672	1	1	1p22.1
2673	2	2	2p13.3
26735	9	9	9q33.2
26737	9	9	9q33.2
2674	10	10	10q25.3
26740	9	9	9q33.2
26742	NA	NA	9q33.2
26747	13	13	13q14.12
26748	HG1436_HG1432_PATCH__HG1436_HG1432_PATCH__X__X__X	HG1436_HG1432_PATCH__HG1436_HG1432_PATCH__X__X__X	Xp11.23
26749	X	X	Xp11.23
2675	8	8	8p21.3
26750	1	1	1q32.3
26751	2	2	2p25.3
2676	5	5	5q31.2
26762	5	5	5q33.3
26765	20	20	20q13.13
26766	8	8	8q11.23
26767	20	20	20p12.3
26768	1	1	1p35.3
26769	1	1	1q25.1
2677	2	2	2p11.2
26770	1	1	1q25.1
26771	13__13	13__13	13q12.2
26772	17	17	17q11.2
26773	17__17	17__17	17q11.2
26774	1	1	1q25.1
26775	8__8	8__8	8q22.2
26776	20	20	20q11.23
26777	20	20	20q11.23
26778	HG1497_PATCH__HG1497_PATCH__X__X	HG1497_PATCH__HG1497_PATCH__X__X	Xq28
26779	X	X	Xq24
2678	22__22	22	22q11.23
26780	19__19	19__19	19p13.11
26781	17__17	17__17	17p13.1
26782	1	1	1p22.1
26783	9	9	9q33.3
26784	16__16	16__16	16p13.3
26785	5	5	5q31.2
26786	9__9	9__9	9q34.13
26787	X__X	X__X	Xq26.3
26788	16	16	16p13.3
26789	12	12	12q13.3
2679	NA	NA	22q11.21
26790	18__18	18__18	18q21.1
26791	18__18	18__18	18q21.1
26792	20__20	20__20	20p13
26793	20	20	20p13
26795	8__8	8__8	8q12.1
26796	2	2	2p23.2
26797	6__HSCHR6_MHC_APD__HSCHR6_MHC_COX__HSCHR6_MHC_DBB__HSCHR6_MHC_QBL	6__HSCHR6_MHC_APD__HSCHR6_MHC_COX__HSCHR6_MHC_DBB__HSCHR6_MHC_QBL	6p21.33
26798	2	2	2q33.3
26799	6	6	6q14.3
268	19	19	19p13.3
26800	17	17	17p11.2
26801	HSCHR6_MHC_APD__HSCHR6_MHC_COX__HSCHR6_MHC_DBB__HSCHR6_MHC_QBL	HSCHR6_MHC_APD__HSCHR6_MHC_COX__HSCHR6_MHC_DBB__HSCHR6_MHC_QBL	6p21.33
26802	1	1	1q25.1
26804	1__1	1__1	1p31.1
26805	1__1	1__1	1p31.1
26806	1	1	1q25.1
26807	22	22	22q13.1
26808	17	17	17q11.2
26809	17__17	17__17	17q11.2
2681	9	9	9q33.2
26810	19	19	19p13.13
26811	1__1	1__1	1p34.1
26812	19	19	19p13.3
26813	9__HG79_PATCH	9__HG79_PATCH	9q34.2
26814	9__HG79_PATCH	9__HG79_PATCH	9q34.2
26815	9__9__HG79_PATCH__HG79_PATCH	9__9__HG79_PATCH__HG79_PATCH	9q34.2
26816	19__19	19__19	19q13.33
26817	19__19	19__19	19q13.33
26818	19__19	19__19	19q13.33
26819	19__19	19__19	19q13.33
26820	9__9__HG79_PATCH__HG79_PATCH	9__9__HG79_PATCH__HG79_PATCH	9q34.2
26821	5	5	5q31.2
26822	11	11	11p15.1
26823	NA	NA	Xp11.3
26824	1	1	1p35.3
26825	NA	NA	Xp11.3
26826	10__15__19__19__2__3__HG1453_PATCH__X	10__15__19__19__2__3__HG1453_PATCH__X	10p13
26827	10__14__14__15__19__19__2__3__HG1453_PATCH__X	10__14__14__15__19__19__2__3__HG1453_PATCH__X	15q23
268276	NA	NA	11q13.4
26828	1	1	1p34.1
26829	1	1	1p36.22
2683	9	9	9p21.1
26830	1	1	1p34.1
26831	15	15	15q22.31
26832	15	15	15q22.31
26834	12	12	12q24.23
26835	12	12	12q24.23
26838	NA	NA	Xp22.2
26839	NA	NA	10q25.1
26840	NA	NA	3q26.31
26841	NA	NA	18q12.2
26842	NA	NA	3q27.1
26843	NA	NA	14q31.3
26844	NA	NA	8p21.3
26851	17__17	17__17	17p11.2
26852	NA	NA	9q21.12
26853	NA	NA	17q21.31
26854	NA	NA	15q26.2
26855	11	11	11q12.3
26858	NA	NA	7p15.3
26859	NA	NA	7p12.1
2686	20	20	20q11.22
26860	NA	NA	1q21.2
26861	NA	NA	6p24.1
26863	1__1__1__1__1__14__14__HG1287_PATCH	1__1__1__1__1__14__14__HG1287_PATCH	1q21.1
26864	1__1__HG1287_PATCH__HG1287_PATCH	1__1__HG1287_PATCH__HG1287_PATCH	1q21.2
26865	1__1__1__1__1__14__14__HG1287_PATCH	1__1__1__1__1__14__14__HG1287_PATCH	14q13.1
26866	1__1__1__1__1__14__14__HG1287_PATCH	1__1__1__1__1__14__14__HG1287_PATCH	14q13.1
26869	1__1__1__1__1__14__14__HG1287_PATCH	1__1__1__1__1__14__14__HG1287_PATCH	1p36.13
2687	22	22	22q11.23
26870	1__1__1__1__1__14__14__HG1287_PATCH	1__1__1__1__1__14__14__HG1287_PATCH	1p36.13
26871	1__1__1__1__1__14__14__HG1287_PATCH	1__1__1__1__1__14__14__HG1287_PATCH	1p36.13
26872	7	7	7q21.13
26873	8	8__HG104_HG975_PATCH	8q24.3
2688	17	17__17	17q23.3
2689	17	17	17q23.3
269	12	12	12q13.13
2690	5	5	5p13.1-p12
2691	20	20	20q11.23
2692	7	7	7p14.3
2693	3	3	3q26.31
2694	11	11	11q12.1
2695	17	17	17q21.32
26952	4	4	4q13.3
26953	9	9	9p24.1
26957	NA	NA	22q11.1
26958	7	7__HG1308_PATCH	7q32.2
26959	CHR_HG2266_PATCH__7	7	7q22.3
2696	19	19	19q13.32
26960	13	13	13q13.3
2697	6	6	6q22.31
26973	CHR_HSCHR11_2_CTG8__11	11	11q14.3
26974	19	19	19q13.31
26978	NA	NA	Xq13.2
2698	NA	NA	5q21.3
26980	NA	NA	4p14
26982	NA	NA	16p11.2
26983	NA	NA	10p11.1
26984	3	3	3q21.1
26985	10	10	10q22.2
26986	8	8	8q22.3
26993	19	19	19p13.12
26994	1	1	1p32.3
26995	9	9	9q34.11
26996	3	3	3q26.2
26998	3	3	3q27.3
26999	5	5	5q33.3
27	1	1	1q25.2
270	1	1	1p13.2
2700	13	13	13q12.11
27000	7	7	7q22.1
27002	NA	NA	2q13
27004	14	14	14q32.13
27005	1	1	1q23.3
27006	19	19	19p13.3
2701	1	1	1p34.3
27010	CHR_HSCHR7_3_CTG4_4__7	7	7q35
27012	8	8	8q23.2
27013	2	2	2q35
27018	X	X	Xq22.2
27019	9	9	9p13.3
2702	1	1__HG1287_PATCH	1q21.2
27020	15	15	15q24.1
27022	1	1	1p31.3
27023	15	15	15q22.2
2703	1	1__HG1287_PATCH	1q21.2
27030	14	14	14q24.3
27031	3	3	3q22.1
27032	3	3	3q22.1
27033	19	19	19q13.12
27034	11	11	11q25
27035	X	X	Xq22.1
27036	19	19	19q13.41
27037	22	22	22q11.21
27038	NA	NA	10p14-p12
27039	5	5	5q31.2
27040	16	16	16p11.2
27042	1	1	1q32.2
27043	17	17	17p13.2
27044	7	7	7q32.1
2705	X	X	Xq13.1
2706	13	13	13q12.11
27063	10	10	10q23.31
27065	4	4	4p16.3
27067	8	8	8q21.11
27068	4	4	4q24
27069	10	10	10q23.1
2707	1	1	1p34.3
27071	4	4	4q23
27072	7	7	7p14.1
27074	3	3	3q27.1
27075	7	7	7p21.1
27076	19	19	19q13.31
27077	17	17	17p11.2
27079	15	15	15q15.1
27085	8	8	8q24.12
27086	3	3	3p13
27087	11	11	11q25
27089	5	5	5q31.1
2709	1	1	1p34.3
27090	9	9	9q34.11
27091	17	17	17q24.2
27092	17	17	17q24.2
27093	NA	NA	22q11.1
27094	3	3	3q26.32
27095	1	1	1p34.3
27097	1	1	1q42.13
27098	18	18	18p11.32
27099	NA	NA	7q32.1
271	1	1	1p13.3
2710	X	X	Xp21.2
27101	1	1	1q25.1
27102	7	7	7p22.1
27106	19	19	19p13.11
27107	3	3	3q12.3
27109	14	14	14q21.3
27111	20	20	20p13
27112	X	X	Xq13.1
27113	19	19	19q13.32
27115	6	6	6q23.3
2712	4	4	4q21.21
27120	19	19	19q13.33
27121	8	8	8p11.21
27122	11	11	11p15.3
27123	4	4	4q25
27124	22	22	22q12.2
27125	5	5	5q31.1
27127	22	22	22q13.31
27128	22	22	22q13.1
27129	1	1	1p36.13
2713	4	4	4q32.3
27130	9	9	9q31.1
27131	20	20	20p11.23
27132	16	16	16q24.3
27133	14	14	14q23.2
27134	19	19	19p13.3
27136	3	3	3q13.13
27141	CHR_HG1_PATCH__14	14	14q12
27143	10	10	10q22.1
27145	6	6	6q14.1
27146	4	4	4p15.32-p15.31
27147	7	7	7q34
27148	2	2	2q35
27151	19	19	19p13.11
27152	4	4	4q28.1
27153	7	7	7q36.1
27154	6	6	6p21.31
27156	22	22	22q11.22-q11.23
27158	9	9	9q34.3
27159	1	1	1p13.2
2716	NA	NA	Xq22.1
27160	X	X	Xq13.1
27161	8	8	8q24.3
27163	4	4	4q21.1
27164	18__CHR_HSCHR18_2_CTG2_1__CHR_HSCHR18_ALT2_CTG2_1	18__HSCHR18_2_CTG2_1	18q23
27165	12	12	12q13.3
27166	5	5	5q35.3
2717	X	HG1439_PATCH__X	Xq22.1
27170	NA	NA	17p11.2
27173	1	1	1q21.3
27175	17	17	17q21.2
27177	2	2	2q14.1
27178	2	2	2q14.1
27179	2	2	2q14.1
27180	19	19	19q13.41
27181	19	19	19q13.41
27183	16	16	16q22.1
27184	NA	NA	1q42.2
27185	1	1	1q42.2
27187	NA	NA	16q12.1
27189	16	16	16q24.2
2719	X	X	Xq26.2
27190	5	5	5q32
27192	NA	NA	Yq11.23
27193	NA	NA	Yq11.23
27194	NA	NA	Yq11.23
27195	NA	NA	Yq11.222
27196	NA	NA	8q13.3
27197	X	X	Xp11.4
27198	12	12	12q24.31
27199	13	13	13q32.1
272	11	11	11p15.4
2720	3	3	3p22.3
27200	NA	NA	3q25.32
27201	4	4	4p16.1
27202	19	19	19q13.32
2722	NA	NA	2cen-q13
27229	15	15	15q15.3
2723	NA	NA	3q21-q24
27230	3	3	3q25.1
