gene	chromosome	map_location
100418733	12	12q12
100418734	12	12q13.12
100418735	19	19q13.42
100418736	5	5p13.1
100418737	5	5q23.2
100418739	Y	Yq11.23
100418740	13	13q14.2
100418742	13	13q12.12
100418743	4	4p13
100418744	4	4q24
100418745	10	10q26.3
100418747	3	3p14.2
100418748	3	3q22.3
100418750	6	6q23.2
100418751	8	8q21.3
100418753	17	17q23.2
100418754	18	18q12.1
100418756	16	16p11.2
100418759	X	Xp21.2
100418763	1	1p13.3
100418768	14	14q21.3
100418769	2	2p22.3
100418770	2	2p13.1
100418774	2	2q24.1
100418779	12	12q13.13
100418781	12	12q15
100418792	4	4q28.3
100418799	10	10q23.31
100418804	3	3q13.33
100418811	17	17q21.1
100418814	7	7q11.21
100418815	X	Xq22.3
100418819	1	1q32.2
100418820	1	1p32.3
100418822	1	1q42.3
100418828	12	12q13.13
100418829	12	12q14.3
100418832	19	19p12
100418834	19	19p12
100418835	19	19p12
100418836	19	19p12
100418837	11	11p11.2
100418843	13	13q13.3
100418848	15	15q21.3
100418861	17	17q21.2
100418862	17	17p12
100418865	17	17q23.2
100418868	16	16q22.1
100418871	X	Xp22.11
100418874	1	1q42.13
100418877	14	14q24.2
100418881	2	2q21.2
100418882	12	12q23.2
100418883	19	19p13.2
100418884	11	11q22.3
100418885	11	11p15.4
100418887	8	8q23.1
100418888	17	17q22
100418889	17	17q11.2
100418892	1	1q32.1
100418897	15	15q11.2
100418898	6	6p12.3
100418902	1	1p32.3
100418903	14	14q11.2
100418904	14	14q11.2
100418905	22	22q11.1
100418906	2	2q22.2
100418908	9	9p21.3
100418910	9	9p24.1
100418919	10	10q23.1
100418920	3	3q12.1
100418921	3	3p25.2
100418923	6	6q14.3
100418924	6	6q16.3
100418928	17	17q24.2
100418937	9	9p21.3
100418938	9	9q34.3
100418939	12	12p13.32
100418940	12	12q13.2
100418942	5	5p13.2
100418943	5	5q35.3
100418949	4	4p12
100418951	15	15q14
100418955	3	3p14.1
100418956	6	6p12.3
100418957	6	6q13
100418959	18	18q22.1
100418960	16	16q12.1
100418961	7	7q32.1
100418964	1	1p34.3
100418965	1	1p31.1
100418968	1	1q41
100418972	2	2q11.1
100418973	2	2p15
100418974	9	9p13.3
100418975	9	9p13.1
100418976	9	9q21.11
100418977	9	9p11.1
100418980	9	9p13.3
100418981	9	9p11.2
100418983	12	12q12
100418986	19	19p12
100418987	19	19p12
100418988	19	19p12
100418989	19	19p12
100418990	19	19p12
100418991	19	19p12
100418992	19	19p12
100418993	19	19p12
100418997	11	11q22.1
100418999	Y	Yq11.21
100419003	4	4p11
100419004	4	4p11
100419005	4	4p11
100419006	15	15q11.2
100419007	3	3p21.33
100419014	17	17q22
100419016	16	16p11.2
100419017	16	16p12.2
100419023	1	1p32.3
100419024	1	1q21.1
100419028	1	1q32.3
100419029	14	14q11.2
100419031	22	22q13.1
100419033	12	12q13.3
100419036	5	5p12
100419037	5	5p12
100419038	13	13q11
100419040	21	21p11.2
100419041	21	21p11.2
100419042	21	21q11.2
100419043	21	21p11.2
100419045	4	4p12
100419046	4	4q13.2
100419047	10	10q22.1
100419052	18	18p11.21
100419053	X	Xp11.23
100419054	X	Xq26.3
100419056	9	9p22.3
100419058	11	11q25
100419059	5	5q35.1
100419062	4	4q28.2
100419066	10	10p12.2
100419068	10	10q25.3
100419069	3	3q21.2
100419070	3	3q21.3
100419073	6	6q14.1
100419074	8	8q24.3
100419075	7	7p15.3
100419077	1	1q23.2
100419079	14	14q23.2
100419081	14	14q24.2
100419085	2	2q14.3
100419092	11	11q14.1
100419095	13	13q31.1
100419096	4	4q24
100419098	15	15q26.1
100419102	17	17q24.1
100419108	2	2q24.2
100419110	2	2q33.1
100419140	5	5q12.3
100419149	13	13q33.3
100419154	4	4p12
100419158	4	4q27
100419161	4	4q31.3
100419170	4	4q31.3
100419174	15	15q26.3
100419178	3	3p12.2
100419185	3	3q12.1
100419187	3	3q25.1
100419209	8	8p23.1
100419232	X	Xp11.3
100419238	X	Xp11.22
100419246	X	Xq25
100419257	1	1p35.1
100419284	9	9q33.3
100419293	12	12q12
100419301	19	19p12
100419307	19	19p12
100419318	5	5p15.31
100419319	5	5p14.3
100419321	5	5q23.2
100419337	13	13q12.11
100419353	4	4q28.1
100419356	4	4q31.21
100419366	15	15q21.1
100419391	3	3p22.2
100419392	3	3p21.31
100419416	8	8q12.3
100419423	8	8q11.1
100419426	17	17p11.2
100419427	17	17q11.1
100419436	17	17p11.2
100419447	7	7q21.13
100419451	7	7q22.1
100419458	7	7q11.22
100419471	1	1q23.3
100419472	1	1q23.3
100419477	1	1p34.3
100419489	1	1q41
100419503	14	14q24.3
100419506	22	22q13.2
100419511	2	2q36.1
100419512	2	2p22.1
100419513	2	2q33.1
100419515	9	9q22.31
100419516	9	9q22.31
100419520	12	12p13.31
100419521	12	12p13.1
100419525	12	12p11.21
100419542	11	11q13.5
100419545	5	5p13.1
100419548	5	5q31.2
100419549	5	5q12.3
100419552	5	5q31.3
100419553	5	5q33.1
100419554	Y	Yp11.2
100419558	13	13q14.11
100419560	13	13q34
100419562	20	20q11.23
100419565	20	20q13.12
100419570	20	20q13.2
100419572	4	4q22.1
100419574	15	15q13.1
100419579	15	15q11.2
100419583	15	15q21.1
100419595	10	10q23.33
100419599	3	3p26.1
100419606	6	6p22.1
100419608	6	6p22.1
100419609	6	6p21.32
100419610	6	6q16.1
100419613	8	8q21.11
100419614	8	8q21.3
100419615	8	8q11.23
100419616	8	8q12.1
100419617	8	8q24.22
100419620	17	17p11.2
100419621	17	17q12
100419622	17	17q21.32
100419624	17	17q25.3
100419639	16	16q23.3
100419641	7	7p21.3
100419642	7	7p11.2
100419643	7	7q22.1
100419644	7	7q31.1
100419645	7	7q33
100419649	1	1p36.21
100419650	1	1p32.2
100419654	1	1p21.3
100419668	14	14q24.1
100419673	22	22q11.23
100419678	2	2p13.2
100419679	2	2q33.2
100419680	2	2p22.2
100419682	2	2p16.3
100419684	2	2q11.1
100419685	2	2q33.2
100419686	2	2q37.3
100419687	9	9p24.1
100419690	9	9p11.2
100419691	9	9q13
100419692	9	9p21.3
100419693	9	9p11.1
100419700	12	12q14.2
100419701	12	12q24.32
100419702	12	12q21.2
100419704	19	19p13.3
100419705	19	19p12
100419706	19	19q13.41
100419707	19	19q13.41
100419709	19	19p13.2
100419712	11	11p12
100419713	11	11q13.4
100419714	11	11q14.1
100419715	5	5p13.1
100419716	5	5q34
100419717	5	5q11.2
100419720	5	5q33.1
100419721	5	5q35.3
100419722	Y	Yp11.2
100419724	Y	Yp11.2
100419725	Y	Yp11.2
100419726	Y	Yp11.2
100419727	Y	Yp11.2
100419728	Y	Yq11.223
100419729	Y	Yq11.223
100419730	Y	Yq11.223
100419731	Y	Yq11.23
100419732	Y	Yp11.2
100419733	Y	Yq11.222
100419734	Y	Yq11.223
100419735	Y	Yq11.23
100419737	21	21q21.2
100419739	4	4q21.21
100419741	4	4q34.1
100419742	4	4q28.3
100419743	4	4q35.2
100419748	3	3p21.31
100419750	3	3q25.31
100419751	3	3p23
100419752	3	3p21.31
100419755	3	3q13.33
100419756	6	6p22.1
100419758	6	6q14.3
100419761	8	8p22
100419762	8	8q21.3
100419763	8	8q24.3
100419764	17	17q22
100419768	17	17q22
100419772	7	7q11.21
100419773	7	7p22.1
100419774	7	7p14.2
100419775	7	7p13
100419776	7	7p12.3
100419777	7	7p12.1
100419779	7	7p11.2
100419780	7	7q11.21
100419781	7	7q11.21
100419782	7	7q31.1
100419783	X	Xp22.13
100419784	X	Xp11.23
100419786	X	Xq11.2
100419788	X	Xq21.31
100419790	X	Xq23
100419791	X	Xq26.3
100419792	X	Xq28
100419793	X	Xq22.1
100419794	X	Xq26.3
100419795	X	Xq27.2
100419796	1	1p34.1
100419798	1	1q22
100419799	1	1q22
100419801	1	1q43
100419802	1	1p34.3
100419803	1	1p22.1
100419806	1	1q44
100419811	22	22q11.1
100419812	2	2q32.3
100419814	2	2q36.2
100419815	2	2q11.1
100419816	2	2q22.3
100419821	9	9p24.1
100419824	9	9q21.33
100419825	12	12p13.31
100419827	12	12p12.3
100419829	12	12p11.23
100419830	12	12q13.13
100419831	19	19p13.2
100419833	19	19q11
100419834	19	19q13.11
100419835	19	19q13.41
100419836	19	19q13.41
100419839	19	19q13.43
100419840	19	19q13.43
100419841	19	19p12
100419842	19	19q13.11
100419845	19	19q13.42
100419847	19	19q13.43
100419848	19	19q13.43
100419851	5	5q11.2
100419852	5	5q13.2
100419853	5	5q35.3
100419854	13	13q14.3
100419855	13	13q34
100419859	20	20q12
100419861	4	4q12
100419862	4	4q13.2
100419863	4	4q24
100419866	15	15q22.1
100419867	10	10p12.1
100419868	10	10p11.21
100419870	10	10q26.3
100419872	10	10q21.1
100419873	10	10q22.3
100419875	3	3p23
100419877	3	3q13.13
100419878	3	3q21.3
100419880	3	3q29
100419882	6	6q12
100419883	6	6q22.32
100419888	17	17q23.2
100419890	17	17p11.2
100419891	18	18p11.21
100419892	18	18p11.31
100419893	18	18p11.22
100419894	18	18q11.2
100419895	16	16p11.1
100419896	16	16p11.2
100419901	7	7p21.1
100419903	7	7q22.3
100419906	X	Xq27.3
100419907	X	Xq27.3
100419908	X	Xp11.23
100419909	X	Xq23
100419911	1	1p36.13
100419912	14	14q11.2
100419913	14	14q22.1
100419915	22	22q11.22
100419916	2	2p25.1
100419917	2	2p11.2
100419920	2	2q11.1
100419921	2	2q21.2
100419923	9	9q33.3
100419924	9	9p11.2
100419925	9	9q13
100419926	9	9q21.11
100419928	12	12p13.31
100419929	12	12p13.31
100419930	12	12p12.1
100419932	12	12q24.32
100419935	12	12q24.33
100419945	11	11p11.12
100419947	5	5q14.1
100419948	5	5q23.2
100419949	5	5p15.32
100419950	5	5q13.3
100419951	5	5q35.3
100419952	Y	Yq11.21
100419955	13	13q12.12
100419956	20	20p11.21
100419957	21	21p11.2
100419959	4	4p16.3
100419960	4	4q31.3
100419962	10	10q11.21
100419963	10	10q22.1
100419964	10	10q21.1
100419966	3	3q21.2
100419967	3	3q24
100419968	3	3p13
100419969	3	3q21.2
100419971	6	6p22.2
100419972	6	6q14.1
100419974	6	6q23.3
100419975	6	6q13
100419977	8	8q22.3
100419978	8	8q23.1
100419979	8	8q24.13
100419980	17	17q12
100419984	7	7p11.2
100419985	7	7p11.2
100419986	7	7p11.2
100419987	7	7p11.2
100419989	7	7p14.1
100419991	7	7q11.21
100419995	X	Xq21.33
100419996	1	1q24.3
100420002	2	2q31.1
100420003	2	2q32.3
100420004	2	2q37.2
100420005	2	2q21.1
100420006	2	2q21.1
100420008	9	9q21.13
100420011	12	12q21.32
100420012	12	12q24.31
100420013	12	12p11.22
100420015	19	19p13.11
100420018	11	11p13
100420019	11	11q12.1
100420020	11	11q13.1
100420021	11	11q14.3
100420022	11	11q14.3
100420024	11	11q14.3
100420025	11	11q14.3
100420027	5	5q12.1
100420028	5	5q23.3
100420030	13	13q14.11
100420033	13	13q33.1
100420035	21	21q21.1
100420036	4	4q31.23
100420038	4	4q35.2
100420041	15	15q25.3
100420042	15	15q23
100420043	10	10q23.1
100420044	10	10p11.22
100420046	10	10q21.3
100420047	3	3q22.3
100420048	3	3q25.31
100420049	3	3q22.1
100420050	3	3q22.3
100420051	6	6q25.1
100420052	6	6p21.1
100420053	8	8p23.1
100420054	8	8q11.21
100420055	8	8q11.21
100420057	8	8q22.2
100420058	8	8q24.13
100420059	8	8q13.2
100420060	17	17p13.2
100420061	17	17q12
100420062	17	17q12
100420063	17	17q12
100420064	17	17q23.3
100420066	16	16q22.1
100420067	16	16q23.1
100420072	7	7q35
100420073	7	7q35
100420074	7	7q35
100420075	X	Xp21.2
100420080	X	Xq23
100420083	X	Xp11.23
100420084	X	Xp11.23
100420089	X	Xp11.22
100420092	1	1p13.3
100420095	14	14q11.2
100420096	14	14q23.3
100420097	14	14q11.2
100420098	14	14q21.3
100420100	14	14q24.1
100420103	22	22q11.21
100420108	2	2p12
100420109	2	2p11.2
100420110	2	2q33.1
100420113	9	9p24.1
100420114	9	9p13.3
100420116	12	12q24.32
100420117	12	12q12
100420118	12	12q24.32
100420119	12	12q24.32
100420121	11	11p15.1
100420122	11	11q12.1
100420123	11	11p15.1
100420127	5	5q33.1
100420130	5	5q15
100420133	13	13q31.3
100420143	10	10p12.1
100420144	3	3q21.2
100420149	6	6q13
100420155	7	7p12.1
100420158	X	Xp11.4
100420159	X	Xp11.3
100420162	X	Xq22.1
100420166	1	1p22.3
100420170	1	1p13.3
100420171	14	14q11.2
100420172	14	14q11.2
100420174	14	14q24.1
100420175	22	22q11.1
100420177	22	22q11.21
100420178	22	22q11.21
100420180	2	2q13
100420186	12	12p11.21
100420187	19	19q13.42
100420189	5	5q35.2
100420190	5	5p15.2
100420198	13	13q21.33
100420200	13	13q32.3
100420201	13	13q32.3
100420203	4	4q26
100420205	15	15q25.1
100420206	10	10p12.1
100420207	10	10q22.1
100420211	6	6q12
100420213	6	6q23.2
100420214	6	6q24.2
100420215	8	8q24.22
100420216	17	17p13.1
100420223	7	7p21.1
100420224	7	7p11.2
100420226	7	7q31.1
100420228	X	Xq27.2
100420230	X	Xq27.2
100420245	X	Xp21.3
100420247	X	Xq22.1
100420250	X	Xq28
100420251	1	1p36.21
100420252	1	1p34.2
100420253	1	1p31.3
100420254	1	1q25.3
100420255	1	1q32.1
100420257	1	1p36.33
100420258	1	1p32.3
100420259	1	1p31.1
100420260	1	1p12
100420262	1	1q25.2
100420263	1	1q43
100420269	9	9q22.1
100420273	19	19p12
100420275	5	5p12
100420277	5	5q32
100420281	13	13q13.3
100420287	4	4p15.1
100420289	4	4q32.1
100420292	15	15q26.1
100420293	10	10p11.1
100420295	10	10p12.31
100420298	3	3q22.1
100420300	3	3p13
100420303	6	6q23.2
100420304	6	6q25.1
100420305	6	6q27
100420307	8	8q21.3
100420308	17	17q11.2
100420311	17	17q11.2
100420317	X	Xp11.3
100420318	X	Xp11.22
100420320	X	Xq25
100420321	X	Xq28
100420322	X	Xq28
100420323	X	Xp21.3
100420324	X	Xp21.2
100420325	X	Xp21.1
100420326	X	Xp21.1
100420331	X	Xp11.22
100420334	X	Xq28
100420336	1	1p35.1
100420338	1	1q32.1
100420339	1	1p36.32
100420341	1	1p21.3
100420342	1	1p13.2
100420343	14	14q11.2
100420347	14	14q23.1
100420351	2	2q23.1
100420353	2	2q36.1
100420354	9	9p24.1
100420356	12	12q15
100420358	11	11q21
100420359	11	11q22.1
100420362	Y	Yp11.2
100420363	Y	Yp11.2
100420364	Y	Yp11.2
100420367	Y	Yq11.223
100420368	Y	Yq11.23
100420369	Y	Yq11.23
100420370	Y	Yq11.23
100420373	Y	Yq11.223
100420374	Y	Yq11.223
100420376	Y	Yq11.23
100420377	Y	Yq11.23
100420378	Y	Yq11.23
100420385	4	4q32.3
100420386	4	4q32.3
100420389	10	10q25.3
100420392	10	10q25.2
100420393	3	3p22.1
100420394	3	3q13.2
100420401	6	6q25.1
100420403	8	8p11.22
100420404	8	8p23.1
100420405	8	8q11.1
100420406	8	8q22.1
100420408	17	17q11.2
100420410	17	17q11.2
100420412	7	7p11.2
100420413	7	7p14.1
100420414	7	7q11.21
100420415	7	7q11.21
100420418	1	1q32.1
100420420	1	1q43
100420423	1	1q32.1
100420424	14	14q12
100420428	2	2p12
100420429	2	2q11.2
100420430	2	2q22.3
100420432	2	2p11.2
100420434	2	2q22.2
100420435	2	2q36.1
100420436	2	2q36.3
100420437	9	9p12
100420438	9	9q12
100420439	9	9q21.11
100420440	9	9p11.2
100420442	12	12q21.31
100420446	11	11q11
100420449	11	11p11.12
100420450	5	5p13.1
100420457	13	13q21.33
100420458	13	13q12.12
100420462	4	4q13.3
100420464	4	4q31.21
100420466	15	15q12
100420467	10	10p12.31
100420471	3	3p24.2
100420473	3	3q12.1
100420476	6	6q25.1
100420477	6	6q25.3
100420480	8	8p11.21
100420482	17	17q11.2
100420484	18	18p11.22
100420489	16	16q22.2
100420494	1	1p36.11
100420499	2	2p15
100420500	2	2q37.3
100420501	9	9q22.32
100420502	9	9p22.3
100420503	12	12p12.3
100420505	12	12q24.13
100420508	11	11q14.1
100420509	11	11q14.2
100420510	11	11q22.1
100420512	5	5q12.3
100420513	5	5q31.3
100420514	5	5q35.3
100420515	5	5q13.2
100420519	13	13q12.11
100420520	13	13q14.11
100420526	10	10q23.33
100420527	3	3q11.2
100420528	3	3q13.31
100420531	6	6q21
100420532	8	8q11.21
100420534	8	8p11.1
100420535	16	16p11.2
100420536	16	16p12.2
100420539	7	7p11.2
100420540	7	7p11.2
100420541	7	7p11.2
100420545	7	7p11.2
100420546	7	7q11.21
100420547	7	7q11.21
100420548	7	7q11.23
100420549	7	7q36.1
100420551	X	Xp11.23
100420552	X	Xq24
100420555	1	1p35.3
100420556	1	1p32.3
100420557	1	1p31.1
100420558	1	1q32.2
100420563	14	14q24.2
100420567	2	2p23.3
100420568	2	2p21
100420569	2	2q11.2
100420571	2	2q32.2
100420572	2	2q32.3
100420574	2	2q21.3
100420575	2	2q22.1
100420576	9	9q21.33-q22.1
100420580	12	12p13.2
100420583	12	12p13.2
100420584	12	12q12
100420586	19	19p13.3
100420587	19	19q12
100420588	11	11q13.4
100420589	11	11p12
100420590	11	11q13.4
100420591	11	11q14.3
100420593	5	5q21.1
100420607	13	13q12.13
100420608	13	13q21.2
100420611	20	20p12.1
100420612	20	20q13.2
100420613	4	4q12
100420615	15	15q21.2
100420617	10	10q11.22
100420618	10	10p11.1
100420620	3	3q26.1
100420621	3	3q28
100420627	6	6p12.2
100420631	6	6q23.3
100420633	6	6q13
100420638	17	17q24.1
100420641	16	16p12.1
100420642	16	16q12.1
100420644	16	16p12.2
100420647	7	7q21.11
100420648	7	7q33
100420650	X	Xp11.3
100420653	X	Xq22.1
100420656	X	Xq23
100420658	1	1q24.1
100420660	1	1p36.22
100420665	22	22q12.2
100420666	2	2q32.2
100420667	2	2q36.3
100420668	2	2p23.3
100420669	2	2q32.3
100420670	9	9q21.32
100420671	9	9q22.1
100420673	12	12p13.32
100420678	12	12q24.31
100420679	11	11p15.5
100420680	11	11q14.2
100420681	11	11q14.3
100420683	5	5p15.2
100420689	13	13q12.11
100420693	4	4q13.2
100420695	4	4q23
100420707	15	15q13.1
100420710	15	15q14
100420711	15	15q21.3
100420734	10	10q22.2
100420737	10	10q21.1
100420738	3	3q25.33
100420741	6	6q15
100420742	6	6q16.3
100420743	6	6q22.33
100420746	8	8q23.3
100420748	8	8q23.1
100420752	18	18q21.1
100420754	7	7q21.11
100420758	X	Xq13.1
100420759	X	Xq13.1
100420760	X	Xq21.1
100420763	14	14q11.2
100420765	14	14q21.1
100420770	2	2p23.2
100420772	2	2q22.1
100420774	2	2p13.1
100420775	2	2q34
100420776	9	9p12
100420777	9	9p11.1
100420778	9	9p11.2
100420779	9	9q22.31
100420784	9	9p11.2
100420785	9	9p11.1
100420786	9	9q13
100420787	9	9q13
100420788	9	9q13
100420789	9	9q21.11
100420790	9	9q21.13
100420792	12	12p12.3
100420794	12	12q21.2
100420797	19	19q13.11
100420798	19	19q13.41
100420800	11	11q14.1
100420801	11	11q21
100420802	11	11q21
100420803	11	11q21
100420804	5	5p14.3
100420811	Y	Yq11.21
100420818	4	4p16.3
100420821	4	4p16.1
100420827	10	10q11.23
100420828	10	10q21.3
100420829	10	10q22.3
100420830	10	10q23.2
100420831	3	3q13.2
100420832	3	3q22.1
100420833	3	3q26.32
100420834	3	3p12.1
100420839	6	6q25.3
100420841	6	6p22.2
100420843	6	6q13
100420845	8	8q21.13
100420848	17	17q11.2
100420850	17	17q11.2
100420851	17	17q12
100420852	17	17q12
100420853	17	17q12
100420854	17	17q22
100420859	16	16p11.1
100420863	7	7p22.1
100420864	7	7q31.33
100420869	X	Xp11.23
100420872	X	Xq21.33
100420875	1	1q31.3
100420877	1	1q32.1
100420878	1	1q32.1
100420879	1	1q43
100420880	1	1q44
100420881	1	1q44
100420885	22	22q13.33
100420886	2	2p24.1
100420887	2	2p13.3
100420888	2	2p13.1
100420889	2	2p11.2
100420890	2	2p11.2
100420892	2	2q13
100420893	2	2q33.3
100420895	2	2q32.1
100420896	9	9q22.31
100420897	12	12q12
100420898	12	12q12
100420899	12	12q14.2
100420900	12	12q21.2
100420901	12	12q24.21
100420902	19	19q13.32
100420904	19	19q13.41
100420907	11	11q13.2
100420909	5	5q14.3
100420910	5	5q35.3
100420911	5	5q15
100420916	13	13q22.2
100420919	13	13q12.2
100420920	13	13q14.11
100420921	13	13q32.1
100420924	21	21q22.2
100420925	21	21p11.2
100420926	4	4p15.32
100420927	4	4q31.22
100420928	15	15q21.1
100420929	15	15q22.1
100420930	15	15q24.1
100420939	3	3q26.31
100420940	6	6q12
100420941	6	6p22.2
100420944	8	8p11.21
100420946	18	18p11.32
100420948	18	18q21.32
100420949	18	18q21.2
100420950	18	18q21.32
100420951	16	16p13.13
100420952	16	16p11.2
100420954	7	7q11.21
100420955	X	Xq21.33
100420957	X	Xq23-q24
100420958	X	Xq26.3
100420963	14	14q24.3
100420966	14	14q24.2
100420967	22	22q11.22
100420968	2	2p12
100420972	2	2p24.2
100420975	2	2q12.3
100420981	12	12p11.21
100420982	12	12q13.3
100420983	12	12p13.31
100420990	5	5p13.3
100421002	4	4q26
100421006	4	4q35.1
100421008	10	10p11.1
100421009	10	10q11.23
100421010	10	10q22.3
100421018	6	6q25.3
100421022	6	6q15
100421023	8	8p22
100421028	17	17q11.2
100421029	16	16p12.3
100421031	16	16p11.2
100421039	X	Xq26.2
100421043	X	Xq26.3
100421045	1	1p21.2
100421046	1	1p21.1
100421047	1	1p12
100421053	14	14q21.1
100421055	14	14q24.3
100421057	2	2q24.2
100421058	9	9p22.2
100421061	12	12q21.31
100421064	19	19q13.11
100421071	5	5p13.3
100421072	5	5q14.2
100421074	5	5q31.3
100421075	Y	Yq11.223
100421087	15	15q26.3
100421090	3	3q21.3
100421091	6	6q14.1
100421092	6	6p22.3
100421093	6	6q14.3
100421094	8	8p23.1
100421096	8	8q24.12
100421097	8	8p23.1
100421100	17	17q11.2
100421108	X	Xp11.3
100421109	X	Xq11.2
100421110	X	Xp21.3
100421113	1	1p36.13
100421114	1	1p36.12
100421116	1	1p13.2
100421121	22	22q11.21
100421122	2	2p21
100421123	2	2p11.2
100421125	2	2q22.1
100421126	12	12q12
100421129	19	19q13.2
100421130	19	19q13.42
100421131	11	11q12.3
100421133	5	5q21.3
100421136	5	5q32
100421137	Y	Yq11.221
100421141	4	4q21.1
100421142	4	4q21.1
100421143	4	4q28.3
100421146	4	4q28.3
100421148	15	15q13.2
100421150	10	10p12.1
100421153	3	3p22.2
100421154	3	3q22.2
100421156	3	3p14.1
100421158	6	6p12.3
100421160	8	8p22
100421161	8	8p21.2
100421165	17	17p11.2
100421166	17	17q24.2
100421167	18	18p11.31
100421169	16	16p12.1
100421171	16	16p12.1
100421172	16	16p12.1
100421173	16	16p12.1
100421174	16	16q12.2
100421175	7	7p14.3
100421177	X	Xp11.4
100421178	X	Xp11.22
100421179	X	Xp11.21
100421180	X	Xq27.3
100421182	1	1p21.3
100421184	1	1p36.21
100421185	1	1p32.1
100421188	2	2p12
100421189	2	2q36.1
100421194	9	9p21.1
100421197	9	9q31.1
100421198	12	12p13.33
100421201	12	12q24.32
100421202	12	12p13.2
100421204	11	11q13.4
100421207	11	11q13.4
100421217	Y	Yq11.222
100421219	Y	Yq11.223
100421220	Y	Yq11.23
100421222	Y	Yq11.222
100421224	Y	Yq11.23
100421226	13	13q21.33
100421228	20	20q13.12
100421232	4	4q28.3
100421235	15	15q25.2
100421236	3	3p11.1
100421238	3	3q26.31
100421239	3	3p25.3
100421245	6	6q22.1
100421246	6	6q23.2
100421248	6	6p24.2
100421250	6	6q23.2
100421256	8	8q24.3
100421257	18	18q22.3
100421258	16	16q21
100421259	16	16q11.2
100421267	1	1p36.13
100421269	1	1p36.12
100421271	1	1p32.3
100421273	1	1p22.1
100421279	1	1p36.13
100421281	1	1p12
100421287	2	2q11.1
100421288	2	2q11.2
100421289	2	2q11.2
100421292	2	2q11.1
100421293	9	9q31.2
100421294	9	9q31.1
100421295	9	9q33.3
100421296	12	12p12.3
100421300	19	19q13.31
100421303	11	11q14.1
100421306	11	11q22.3
100421307	5	5q23.1
100421308	5	5p14.3
100421309	5	5q12.1
100421311	5	5q35.2
100421313	13	13q12.11
100421318	20	20p11.21
100421319	20	20q13.12
100421323	4	4p14
100421324	15	15q15.3
100421328	3	3q25.2
100421330	6	6q25.2
100421331	17	17p13.3
100421332	17	17p13.2
100421336	7	7p14.3
100421338	X	Xq13.1
100421340	X	Xq21.1
100421341	1	1p36.22
100421343	1	1q31.1
100421344	1	1q43
100421347	2	2p13.3
100421349	2	2q35
100421350	9	9p21.1
100421351	9	9q22.1
100421353	9	9q33.3
100421354	11	11p14.1
100421357	5	5q33.2
100421358	5	5q12.1
100421361	20	20p13
100421362	20	20p11.22
100421363	4	4p11
100421364	4	4p15.32
100421368	15	15q26.1
100421369	10	10p15.3
100421371	10	10p11.23
100421372	10	10p13
100421374	3	3p21.31
100421376	3	3q13.13
100421378	3	3p21.31
100421379	6	6p25.1
100421384	8	8q24.3
100421385	18	18q21.32
100421386	7	7q11.21
100421387	7	7q21.11
100421389	7	7q21.12
100421390	X	Xp22.2
100421391	X	Xp22.12
100421395	1	1p32.3
100421397	1	1p21.2
100421398	1	1q25.2
100421399	1	1q31.2
100421400	1	1p31.1
100421401	1	1p22.2
100421402	1	1p13.2
100421404	2	2p24.1
100421409	2	2q32.2
100421413	12	12q13.13
100421414	19	19q13.11
100421415	11	11p13
100421417	11	11q25
100421419	5	5p15.33
100421420	5	5p13.3
100421422	13	13q12.12
100421424	13	13q31.3
100421427	21	21p11.2
100421428	21	21q21.3
100421429	4	4q25
100421430	15	15q21.3
100421431	15	15q21.3
100421432	15	15q22.31
100421433	15	15q13.3
100421436	3	3p22.2
100421437	3	3q21.2
100421438	3	3q22.3
100421439	3	3q23
100421444	8	8q21.2
100421446	8	8p23.1
100421451	18	18q21.2
100421455	7	7q21.11
100421462	X	Xq13.1
100421465	1	1p22.3
100421468	1	1p22.3
100421471	1	1q25.3
100421472	2	2p15
100421473	2	2p13.1
100421474	2	2q31.1
100421478	9	9p21.2
100421479	12	12p13.33
100421480	12	12p13.31
100421482	12	12q24.13
100421483	19	19p13.3
100421484	5	5q33.3
100421485	5	5p15.1
100421487	Y	Yq12
100421490	20	20p12.2
100421493	4	4p15.2
100421494	4	4q21.1
100421495	4	4q25
100421496	4	4q34.2
100421498	3	3q21.3
100421499	3	3q21.3
100421500	3	3q21.3
100421501	3	3p25.3
100421502	3	3p25.3
100421503	3	3p25.2
100421504	3	3p25.2
100421505	3	3p25.2
100421506	3	3p14.1
100421507	3	3q21.3
100421508	3	3q21.3
100421509	3	3q24
100421510	3	3q26.2
100421511	6	6p25.3
100421512	6	6q13
100421513	6	6q22.33
100421515	6	6q22.33
100421517	6	6p12.3
100421518	6	6q27
100421523	17	17q21.32
100421525	17	17q23.3
100421527	18	18q23
100421528	16	16q12.1
100421531	7	7p14.2
100421533	X	Xq21.31
100421535	X	Xq21.2
100421536	1	1p31.1
100421537	1	1q32.2
100421539	14	14q11.2
100421541	14	14q24.1
100421542	22	22q11.21
100421545	22	22q12.2
100421548	2	2q11.1
100421549	9	9q21.2
100421550	12	12q13.11
100421558	11	11p14.1
100421559	11	11p12
100421560	5	5p14.3
100421561	5	5q12.1
100421565	13	13q22.1
100421566	13	13q12.11
100421569	20	20q13.13
100421572	15	15q22.2
100421574	15	15q23
100421577	10	10q11.23
100421579	10	10q22.2
100421580	3	3q12.2
100421581	3	3q28
100421582	6	6p22.1
100421583	6	6q14.3
100421588	18	18q11.2
