geneId	diseaseName
4615	Lymphoma, Follicular, Grade 3
4615	Lymphoma, Follicular, Grade 2
4615	Tropical Eosinophilic Pneumonia
4615	MYD88 Deficiency
4615	Familial Waldenstrom's Macroglobulinaemia
4615	Pneumonitis
4616	Psychotic Disorders
4616	Dermatologic disorders
4616	Arsenic Poisoning, Inorganic
4616	Nervous System, Organic Arsenic Poisoning
4616	Arsenic Poisoning
4616	Nonorganic psychosis
4616	Arsenic Encephalopathy
4616	Arsenic Induced Polyneuropathy
4617	OPHTHALMOPLEGIA, EXTERNAL, WITH RIB AND VERTEBRAL ANOMALIES
4618	Myopathy, Centronuclear, Autosomal Dominant
4618	MYOPATHY, CENTRONUCLEAR, 3
4619	Malignant neoplasm of breast
4620	INCLUSION BODY MYOPATHY 3, AUTOSOMAL DOMINANT
4621	Arthrogryposis
4621	ARTHROGRYPOSIS, DISTAL, TYPE 1
4621	Freeman-Sheldon syndrome
4621	Multiple pterygium syndrome
4621	ARTHROGRYPOSIS, DISTAL, TYPE 2B
4621	SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME
4621	Digitotalar Dysmorphism
4621	Multiple Pterygium Syndrome, Autosomal Dominant
4624	Atrial Fibrillation
4624	Cardiomyopathy, Dilated
4624	Hypertrophic Cardiomyopathy
4624	Congenital Heart Defects
4624	Atrial Septal Defects
4624	Persistent Ostium Primum
4624	Sick Sinus Syndrome
4624	Paroxysmal atrial fibrillation
4624	Familial dilated cardiomyopathy
4624	Ostium secundum atrial septal defect
4624	Sinus Node Dysfunction (disorder)
4624	Obstructive asymmetric septal hypertrophy
4624	Idiopathic hypertrophic subaortic stenosis
4624	Cardiomyopathies
4624	Cardiomyopathy, Hypertrophic, Familial
4624	Heart Failure, Diastolic
4624	Cardiomyopathy, Familial Idiopathic
4624	Shone complex
4624	Persistent atrial fibrillation
4624	Cardiomyopathy, Dilated, 1EE
4624	Cardiomyopathy, Familial Hypertrophic, 14
4624	Atrial Septal Defect 3
4624	SICK SINUS SYNDROME 3, SUSCEPTIBILITY TO
4624	familial atrial fibrillation
4624	Cardiomyopathy, Familial Hypertrophic, 1 (disorder)
4624	Hypertrophic obstructive cardiomyopathy
4625	Atrial Fibrillation
4625	Cardiomyopathy, Dilated
4625	Hypertrophic Cardiomyopathy
4625	Ebstein Anomaly
4625	Myocardial Infarction
4625	Centronuclear myopathy
4625	Welander Distal Myopathy
4625	Paroxysmal atrial fibrillation
4625	Coronary Stenosis
4625	Familial dilated cardiomyopathy
4625	X-linked centronuclear myopathy
4625	Tubular Aggregate Myopathy
4625	Congenital Fiber Type Disproportion
4625	Obstructive asymmetric septal hypertrophy
4625	Idiopathic hypertrophic subaortic stenosis
4625	Distal Muscular Dystrophies
4625	X-Linked Emery-Dreifuss Muscular Dystrophy
4625	Congenital Structural Myopathy
4625	Cardiomyopathies
4625	Cardiomyopathy, Hypertrophic, Familial
4625	Heart Failure, Diastolic
4625	Cardiomyopathy, Familial Idiopathic
4625	Tibial Muscular Dystrophy
4625	CARDIOMYOPATHY, DILATED, 1S
4625	Myopathy, Centronuclear, Autosomal Dominant
4625	TIBIAL MUSCULAR DYSTROPHY, TARDIVE
4625	MYOPATHY, MYOSIN STORAGE (disorder)
4625	Myopathy, Hyaline Body, Autosomal Recessive
4625	Left ventricular noncompaction
4625	Persistent atrial fibrillation
4625	Scapuloperoneal myopathy
4625	LEFT VENTRICULAR NONCOMPACTION 5
4625	familial atrial fibrillation
4625	Cardiomyopathy, Familial Hypertrophic, 1 (disorder)
4625	Autosomal Recessive Centronuclear Myopathy
4625	Autosomal Dominant Myotubular Myopathy
4625	Hypertrophic obstructive cardiomyopathy
4625	Myopathy, Centronuclear, 1
4625	Distal Myopathy 1
4626	Hecht syndrome (disorder)
4626	Carney Complex Variant
4627	Malignant neoplasm of breast
4627	Focal glomerulosclerosis
4627	Sensorineural Hearing Loss (disorder)
4627	Hematuria
4627	Renal hypertension
4627	Kidney Failure, Chronic
4627	Neoplasm Invasiveness
4627	Hereditary nephritis
4627	Proteinuria
4627	Kidney Failure
4627	Hyalinosis, Segmental Glomerular
4627	Cataract
4627	Carcinoma, Lobular
4627	May-Hegglin anomaly
4627	Epstein syndrome (disorder)
4627	Fechtner syndrome (disorder)
4627	Nodular fasciitis
4627	Other primary thrombocytopenia
4627	Breast Carcinoma
4627	Mammary Neoplasms, Human
4627	Mammary Neoplasms
4627	Alport Syndrome
4627	Alport Syndrome, X-Linked
4627	Alport Syndrome, Autosomal Dominant
4627	Alport Syndrome, Autosomal Recessive
4627	MACROTHROMBOCYTOPENIA AND PROGRESSIVE SENSORINEURAL DEAFNESS
4627	Giant Platelet Syndrome with Thrombocytopenia
4627	SEBASTIAN SYNDROME
4627	DEAFNESS, AUTOSOMAL DOMINANT 17
4627	Deafness, autosomal dominant nonsyndromic sensorineural 17
4627	Hemorrhagic hereditary nephritis
4627	Leukocyte inclusion bodies
4627	Mammary Carcinoma, Human
4628	Focal glomerulosclerosis
4628	Hyalinosis, Segmental Glomerular
4628	Aqueductal Stenosis
4629	Leukemia, Myelocytic, Acute
4629	Acute myelomonocytic leukemia
4629	Acute Myeloid Leukemia, M1
4629	Cystic medial necrosis of aorta
4629	Megacystis microcolon intestinal hypoperistalsis syndrome
4629	Aortic aneurysm, familial thoracic 4
4629	Acute Myeloid Leukemia (AML-M2)
4629	Familial thoracic aortic aneurysm and aortic dissection
4632	Congenital myopathy (disorder)
4633	Hypertrophic Cardiomyopathy
4633	Congenital Fiber Type Disproportion
4633	Obstructive asymmetric septal hypertrophy
4633	Idiopathic hypertrophic subaortic stenosis
4633	Cardiomyopathies
4633	Cardiomyopathy, Hypertrophic, Familial
4633	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 10
4633	Hypertrophic obstructive cardiomyopathy
4634	Hypertrophic Cardiomyopathy
4634	Cardiomyopathies
4634	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 8
4635	Hypertrophic Cardiomyopathy
4635	ATRIAL FIBRILLATION, FAMILIAL, 1 (disorder)
4635	ATRIAL FIBRILLATION, FAMILIAL, 18
4635	Hypertrophic obstructive cardiomyopathy
4638	Cerebral Edema
4638	Gastrointestinal Diseases
4638	Glaucoma
4638	Glioma
4638	Hypercholesterolemia
4638	Hypersensitivity
4638	Neoplasm Invasiveness
4638	Neoplasm Metastasis
4638	Pneumonia
4638	Lobar Pneumonia
4638	Vascular Diseases
4638	Acute Lung Injury
4638	mixed gliomas
4638	Congenital aneurysm of ascending aorta
4638	Vasogenic Cerebral Edema
4638	Cytotoxic Cerebral Edema
4638	Malignant Glioma
4638	Functional Gastrointestinal Disorders
4638	Vasogenic Brain Edema
4638	Cytotoxic Brain Edema
4638	Experimental Lung Inflammation
4638	Ovarian Mucinous Adenocarcinoma
4638	Allergic Reaction
4638	Brain Edema
4638	Cholera Infantum
4638	Megacystis microcolon intestinal hypoperistalsis syndrome
4638	AORTIC ANEURYSM, FAMILIAL THORACIC 7
4638	Pneumonitis
4638	Familial thoracic aortic aneurysm and aortic dissection
4640	hearing impairment
4640	Deafness, Autosomal Dominant 48
4641	Atrial Fibrillation
4641	Liver Cirrhosis, Experimental
4641	Paroxysmal atrial fibrillation
4641	Sensorineural hearing loss, bilateral
4641	DEAFNESS, AUTOSOMAL DOMINANT 1 (disorder)
4641	Persistent atrial fibrillation
4641	familial atrial fibrillation
4642	Autistic Disorder
4643	Focal glomerulosclerosis
4643	Hyalinosis, Segmental Glomerular
4643	NEPHROTIC SYNDROME, STEROID-RESISTANT, AUTOSOMAL RECESSIVE
4643	FOCAL SEGMENTAL GLOMERULOSCLEROSIS 6
4644	Liver Cirrhosis, Experimental
4644	Hypopigmentation-immunodeficiency disease
4644	GRISCELLI SYNDROME, TYPE 3
4644	GRISCELLI SYNDROME, TYPE 1
4644	Elejalde Disease
4644	Acrocephalopolydactylous Dysplasia
4644	Peripheral Nervous System Diseases
4645	Cholestasis
4645	Diarrhea
4645	Intestinal Diseases
4645	Liver neoplasms
4645	Inborn Errors of Metabolism
4645	Schizophrenia
4645	Amphetamine-Related Disorders
4645	Amphetamine Addiction
4645	Amphetamine Abuse
4645	Microvillus inclusion disease
4645	Malignant neoplasm of liver
4645	Cholestasis, progressive familial intrahepatic 1
4646	Drug abuse
4646	Drug habituation
4646	Drug Use Disorders
4646	Organic Mental Disorders, Substance-Induced
4646	Substance Dependence
4646	Substance Use Disorders
4646	Substance-Related Disorders
4646	Substance abuse problem
4646	Drug Dependence
4646	Deafness, Autosomal Recessive 37
4646	Deafness, autosomal dominant nonsyndromic sensorineural 22
4646	DEAFNESS, AUTOSOMAL DOMINANT 22, WITH HYPERTROPHIC CARDIOMYOPATHY
4646	Nonsyndromic Deafness
4646	Prescription Drug Abuse
4647	Disorder of eye
4647	melanoma
4647	Hereditary retinal dystrophy
4647	Usher Syndrome
4647	Usher syndrome type 2
4647	hearing impairment
4647	Usher Syndrome, Type I
4647	Usher Syndrome, Type III
4647	Usher Syndrome, Type II
4647	Deafness, Autosomal Dominant 11
4647	DEAFNESS, AUTOSOMAL RECESSIVE 2
4647	USHER SYNDROME, TYPE IB (disorder)
4647	USHER SYNDROME, TYPE IA, FORMERLY
4647	USHER SYNDROME, TYPE I, FRENCH VARIETY, FORMERLY
4647	Usher syndrome, type 1A
4647	Usher syndrome, type 1B
4647	Nonsyndromic Deafness
4647	Ciliopathies
4649	Arthrogryposis
4649	Congenital Myasthenic Syndromes, Presynaptic
4649	MYASTHENIC SYNDROME, CONGENITAL, 24, PRESYNAPTIC
4650	Celiac Disease
4650	Schizophrenia
4650	Prostate cancer, familial
4650	PROSTATE CANCER, HEREDITARY, 1
4651	Weight Gain
4653	Disorder of eye
4653	Glaucoma
4653	Glaucoma, Open-Angle
4653	Hydrophthalmos
4653	Liver Cirrhosis, Experimental
4653	Secondary Open Angle Glaucoma
4653	Glaucoma, Primary Open Angle
4653	GLAUCOMA 1, OPEN ANGLE, A
4653	GLAUCOMA 3, PRIMARY CONGENITAL, A
4653	Glaucoma of childhood
4654	Malignant neoplasm of breast
4654	Malignant Neoplasms
4654	Prenatal Exposure Delayed Effects
4654	Rhabdomyosarcoma
4654	Embryonal Rhabdomyosarcoma
4654	Congenital diaphragmatic hernia
4654	Congenital hernia of foramen of Morgagni
4654	Congenital hernia of foramen of Bochdalek
4654	Pena-Shokeir syndrome type I
4659	Disorders of Sex Development
4659	Holoprosencephaly
4659	Intellectual Disability
4660	Malignant neoplasm of breast
4660	Neoplasm Invasiveness
4660	Carcinoma, Lobular
4660	Breast Carcinoma
4660	Mammary Neoplasms, Human
4660	Mammary Neoplasms
4660	Mammary Carcinoma, Human
4661	Goldenhar Syndrome
4665	hemangiopericytoma
4665	Solitary fibrous tumor
4666	Atrial Fibrillation
4666	Paroxysmal atrial fibrillation
4666	Persistent atrial fibrillation
4666	familial atrial fibrillation
4668	Seizures
4668	Infantile Neuroaxonal Dystrophy
4668	Neuroaxonal Dystrophies
4668	Adult Neuroaxonal Dystrophy
4668	Juvenile Neuroaxonal Dystrophy
4668	Late Infantile Neuroaxonal Dystrophy
4668	Schindler Disease, Type II
4668	Schindler Disease, Type I
4668	Schindler Disease, Type III
4669	Profound Mental Retardation
4669	Mental Retardation, Psychosocial
4669	Mucopolysaccharidosis III
4669	Prostatic Neoplasms
4669	Mucopolysaccharidosis Type IIIA
4669	MPS III B
4669	MPS III C
4669	MPS III D
4669	Malignant neoplasm of prostate
4669	Mental deficiency
4669	Intellectual Disability
4669	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2V
4671	HMN (Hereditary Motor Neuropathy) Proximal Type I
4671	Juvenile Spinal Muscular Atrophy
4671	Muscular Atrophy, Spinal, Type II
4671	Muscular atrophy, spinal, infantile chronic form
4676	Alcoholic Intoxication, Chronic
4680	Spontaneous abortion
4680	Abortion, Tubal
4680	Parkinson Disease
4680	Early Pregnancy Loss
4680	Miscarriage
4683	Aplastic Anemia
4683	Malignant neoplasm of breast
4683	Glioma
4683	Childhood Acute Lymphoblastic Leukemia
4683	L2 Acute Lymphoblastic Leukemia
4683	Lymphoma, Non-Hodgkin
4683	Medulloblastoma
4683	Neoplasm Recurrence, Local
4683	Prostatic Neoplasms
4683	Rhabdomyosarcoma
4683	Stomatitis
4683	Hypoplastic anemia
4683	Breast Cancer, Familial
4683	Malignant neoplasm of prostate
4683	Nijmegen Breakage Syndrome
4683	Hereditary Breast and Ovarian Cancer Syndrome
4683	Nicolaides Baraitser syndrome
4683	Oral Mucositis
4683	Precursor Cell Lymphoblastic Leukemia Lymphoma
4683	Prostate cancer, familial
4684	Spontaneous abortion
4684	Abortion, Tubal
4684	Alcoholic Intoxication, Chronic
4684	Bipolar Disorder
4684	Depression, Bipolar
4684	Mental Depression
4684	Depressive disorder
4684	Marijuana Abuse
4684	Neoplasm Invasiveness
4684	Schizophrenia
4684	Unipolar Depression
4684	Mood Disorders
4684	Major Depressive Disorder
4684	Early Pregnancy Loss
4684	Miscarriage
4688	Rheumatoid Arthritis
4688	Granulomatous Disease, Chronic, Autosomal Recessive, Cytochrome B-Positive, Type II
4689	Crohn Disease
4689	Heart Diseases
4689	Crohn's disease of large bowel
4689	Crohn's disease of the ileum
4689	Regional enteritis
4689	IIeocolitis
4689	GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMAL RECESSIVE, CYTOCHROME b-POSITIVE, TYPE III
4690	Albuminuria
4690	Nephrotic Syndrome
4690	Proteinuria
4691	Myocardial Ischemia
4691	Adenocarcinoma of lung (disorder)
4692	Carcinoma
4692	Animal Mammary Neoplasms
4692	Prader-Willi Syndrome
4692	Anaplastic carcinoma
4692	Carcinoma, Spindle-Cell
4692	Undifferentiated carcinoma
4692	Carcinomatosis
4692	Royer Syndrome
4692	Mammary Carcinoma, Animal
4693	Disorder of eye
4693	Macular Edema, Cystoid
4693	Retinal Neovascularization
4693	Retinitis
4693	Schizophrenia
4693	Exudative retinopathy
4693	Neuroretinitis
4693	Norrie disease
4693	Macular retinal edema
4693	Irvine-Gass Syndrome
4693	Exudative Vitreoretinopathy, Familial, X-Linked Recessive
4694	Colorectal Carcinoma
4694	Leigh Disease
4694	Mitochondrial Diseases
4694	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
4694	MITOCHONDRIAL COMPLEX I DEFICIENCY
4694	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
4694	Leigh Syndrome due to Mitochondrial Complex III Deficiency
4694	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
4694	Leigh Syndrome due to Mitochondrial Complex V Deficiency
4694	Necrotizing encephalopathy, infantile subacute, of Leigh
4694	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 12
4695	Malignant neoplasm of breast
4695	Leigh Disease
4695	Malignant neoplasm of stomach
4695	Stomach Neoplasms
4695	Disease Exacerbation
4695	Mitochondrial Diseases
4695	Hereditary Diffuse Gastric Cancer
4695	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
4695	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
4695	Leigh Syndrome due to Mitochondrial Complex III Deficiency
4695	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
4695	Leigh Syndrome due to Mitochondrial Complex V Deficiency
4695	Leukoencephalopathy, Cystic, Without Megalencephaly
4695	Necrotizing encephalopathy, infantile subacute, of Leigh
4695	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 13
4696	Malignant neoplasm of breast
4697	Cytochrome-c Oxidase Deficiency
4700	MITOCHONDRIAL COMPLEX I DEFICIENCY
4700	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 33
4702	Malignant neoplasm of breast
4702	Mitochondrial Diseases
4703	Myopathies, Nemaline
4703	Congenital myopathy (disorder)
4703	Nemaline Myopathy, Childhood Onset
4703	Nemaline Myopathy 2
4703	MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE
4704	Leigh Disease
4704	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
4704	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
4704	Leigh Syndrome due to Mitochondrial Complex III Deficiency
4704	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
4704	Leigh Syndrome due to Mitochondrial Complex V Deficiency
4704	Necrotizing encephalopathy, infantile subacute, of Leigh
4704	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 26
4705	Leigh Disease
4705	Mitochondrial Diseases
4705	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
4705	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
4705	Leigh Syndrome due to Mitochondrial Complex III Deficiency
4705	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
4705	Leigh Syndrome due to Mitochondrial Complex V Deficiency
4705	Necrotizing encephalopathy, infantile subacute, of Leigh
4705	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 22
4709	MITOCHONDRIAL COMPLEX I DEFICIENCY
4709	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 25
4713	Hepatolenticular Degeneration
4713	Hepatic Form of Wilson Disease
4714	Dermatologic disorders
4714	Arsenic Poisoning, Inorganic
4714	Nervous System, Organic Arsenic Poisoning
4714	Arsenic Poisoning
4714	Arsenic Encephalopathy
4714	Arsenic Induced Polyneuropathy
4714	MITOCHONDRIAL COMPLEX I DEFICIENCY
4714	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 32
4715	Weight Gain
4715	MITOCHONDRIAL COMPLEX I DEFICIENCY
4715	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 24
4716	MITOCHONDRIAL COMPLEX I DEFICIENCY
4719	Hypertrophic Cardiomyopathy
4719	Leigh Disease
4719	Malignant neoplasm of stomach
4719	Schizophrenia
4719	Stomach Neoplasms
4719	Disease Exacerbation
4719	Mitochondrial Diseases
4719	Early onset schizophrenia
4719	Hereditary Diffuse Gastric Cancer
4719	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
4719	MITOCHONDRIAL COMPLEX I DEFICIENCY
4719	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
4719	Leigh Syndrome due to Mitochondrial Complex III Deficiency
4719	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
4719	Leigh Syndrome due to Mitochondrial Complex V Deficiency
4719	Necrotizing encephalopathy, infantile subacute, of Leigh
4719	Hypertrophic obstructive cardiomyopathy
4719	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 5
4720	Leigh Disease
4720	Cardiomyopathies, Primary
4720	Myocardial Diseases, Secondary
4720	Mitochondrial Encephalomyopathies
4720	Mitochondrial Diseases
4720	Cardiomyopathies
4720	Optic Atrophy, Hereditary, Leber
4720	MITOCHONDRIAL COMPLEX I DEFICIENCY
4720	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 6
4722	Malignant neoplasm of breast
4722	Hepatitis, Toxic
4722	Leigh Disease
4722	Optic Atrophy
4722	Breast Carcinoma
4722	Encephalopathy, Subacute Necrotizing, Infantile
4722	Encephalopathy, Subacute Necrotizing, Juvenile
4722	Mitochondrial Diseases
4722	Drug-Induced Liver Disease
4722	Mammary Neoplasms, Human
4722	Hepatitis, Drug-Induced
4722	Mammary Neoplasms
4722	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
4722	MITOCHONDRIAL COMPLEX I DEFICIENCY
4722	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
4722	Leigh Syndrome due to Mitochondrial Complex III Deficiency
4722	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
4722	Leigh Syndrome due to Mitochondrial Complex V Deficiency
4722	Necrotizing encephalopathy, infantile subacute, of Leigh
4722	Drug-Induced Acute Liver Injury
4722	Chemical and Drug Induced Liver Injury
4722	Chemically-Induced Liver Toxicity
4722	Mammary Carcinoma, Human
4722	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 8
4723	Bipolar Disorder
4723	Leigh Disease
4723	Malignant neoplasm of stomach
4723	Degenerative polyarthritis
4723	Schizophrenia
4723	Stomach Neoplasms
4723	Unipolar Depression
4723	Osteoarthrosis Deformans
4723	Disease Exacerbation
4723	Mitochondrial Diseases
4723	Major Depressive Disorder
4723	Hereditary Diffuse Gastric Cancer
4723	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
4723	MITOCHONDRIAL COMPLEX I DEFICIENCY
4723	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
4723	Leigh Syndrome due to Mitochondrial Complex III Deficiency
4723	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
4723	Leigh Syndrome due to Mitochondrial Complex V Deficiency
4723	Necrotizing encephalopathy, infantile subacute, of Leigh
4723	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 4
4724	Leigh Disease
4724	Encephalopathy, Subacute Necrotizing, Infantile
4724	Encephalopathy, Subacute Necrotizing, Juvenile
4724	Mitochondrial Diseases
4724	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
4724	MITOCHONDRIAL COMPLEX I DEFICIENCY
4724	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
4724	Leigh Syndrome due to Mitochondrial Complex III Deficiency
4724	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
4724	Leigh Syndrome due to Mitochondrial Complex V Deficiency
4724	Necrotizing encephalopathy, infantile subacute, of Leigh
4725	Mitochondrial Diseases
4726	Mitochondrial Diseases
4726	MITOCHONDRIAL COMPLEX I DEFICIENCY
4726	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 9
4728	Leigh Disease
4728	Degenerative polyarthritis
4728	Osteoarthrosis Deformans
4728	Mitochondrial Diseases
4728	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
4728	MITOCHONDRIAL COMPLEX I DEFICIENCY
4728	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
4728	Leigh Syndrome due to Mitochondrial Complex III Deficiency
4728	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
4728	Leigh Syndrome due to Mitochondrial Complex V Deficiency
4728	Necrotizing encephalopathy, infantile subacute, of Leigh
4728	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 2
4729	Bipolar Disorder
4729	Depression, Bipolar
4729	Leigh Disease
4729	Manic Disorder
4729	Cardiomyopathies, Primary
4729	Schizophrenia
4729	Myocardial Diseases, Secondary
4729	Unipolar Depression
4729	Mitochondrial Encephalomyopathies
4729	Manic
4729	Cardiomyopathies
4729	Major Depressive Disorder
4729	LEIGH SYNDROME DUE TO MITOCHONDRIAL COMPLEX I DEFICIENCY
4729	MITOCHONDRIAL COMPLEX I DEFICIENCY
4729	Leigh Syndrome Due To Mitochondrial Complex II Deficiency
4729	Leigh Syndrome due to Mitochondrial Complex III Deficiency
4729	Leigh Syndrome due to Mitochondrial Complex IV Deficiency
4729	Leigh Syndrome due to Mitochondrial Complex V Deficiency
4729	Necrotizing encephalopathy, infantile subacute, of Leigh
4729	MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 7
4731	Bipolar Disorder
4731	Mitochondrial Diseases
4734	Bipolar Disorder
4734	Malignant neoplasm of breast
4734	Toxic Epidermal Necrolysis
4734	Keloid
4734	Stevens-Johnson Syndrome
4734	Myocardial Ischemia
4734	Drug-Induced Stevens Johnson Syndrome
4734	Mycoplasma-Induced Stevens-Johnson Syndrome
4734	Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum
4735	Psychotic Disorders
4735	Methylmalonic acidemia
4735	Nonorganic psychosis
4735	Methylmalonic aciduria
4736	Adenocarcinoma of lung (disorder)
4741	Bipolar Disorder
4741	Mental Depression
4741	Depressive disorder
4741	Endometriosis
4741	Endometrioma
4744	Amyotrophic Lateral Sclerosis
4744	AMYOTROPHIC LATERAL SCLEROSIS 1
4744	Amyotrophic Lateral Sclerosis, Sporadic
4744	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2CC
4744	Amyotrophic Lateral Sclerosis, Familial
4744	Peripheral Nervous System Diseases
4745	Colorectal Carcinoma
4745	Craniosynostosis
4745	Acrocephaly
4745	Unipolar Depression
4745	Brachycephaly
4745	Scaphycephaly
4745	Trigonocephaly
4745	Adenocarcinoma Of Esophagus
4745	Major Depressive Disorder
4745	Synostotic Posterior Plagiocephaly
4745	Metopic synostosis
4745	Synostotic Anterior Plagiocephaly
4745	Craniosynostosis, Type 1
4747	Bipolar Disorder
4747	Schizophrenia
4747	Unipolar Depression
4747	Myopathies, Nemaline
4747	Major Depressive Disorder
4747	Charcot-Marie-Tooth disease, demyelinating, Type 1F
4747	CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E (disorder)
4747	CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE G
4747	Charcot-Marie-Tooth disease type 2B5
4750	Amyotrophic Lateral Sclerosis
4750	Majewski Syndrome
4750	Mohr Syndrome
4750	Saldino-Noonan Syndrome
4750	Short Rib-Polydactyly Syndrome
4750	Adenocarcinoma of lung (disorder)
4750	Polydactyly
4750	Large cell carcinoma of lung
4750	Amyotrophic Lateral Sclerosis With Dementia
4750	Amyotrophic Lateral Sclerosis, Guam Form
4750	Disproportionate short stature
4750	Oral-facial-digital syndrome, type 2
4750	Ciliopathies
4750	AMYOTROPHIC LATERAL SCLEROSIS, SUSCEPTIBILITY TO, 24
4751	Non-Small Cell Lung Carcinoma
4751	Neoplasm Invasiveness
4751	Retinitis Pigmentosa
4751	Liver carcinoma
4751	RETINITIS PIGMENTOSA 67
4758	Hydrops Fetalis
4758	Lipomucopolysaccharidosis
4758	Mucolipidoses
4758	Type I Mucolipidosis
4758	Neuraminidase 1 deficiency
4758	Atypical Inclusion-Body Disease
4758	Familial Progressive Myoclonic Epilepsy
4758	Myoclonic Epilepsies, Progressive
4758	Action Myoclonus-Renal Failure Syndrome
4758	Biotin-Responsive Encephalopathy
4758	Dentatorubral-Pallidoluysian Atrophy
4758	May-White Syndrome
4758	Hydrops fetalis (type II, congenital)
4758	Sialidosis, type 2
4758	Sialidase deficiency
4760	Alloxan Diabetes
4760	Diabetes Mellitus, Experimental
4760	Diabetes Mellitus, Non-Insulin-Dependent
4760	nervous system disorder
4760	Streptozotocin Diabetes
4760	Neonatal diabetes mellitus
4760	Maturity onset diabetes mellitus in young
4760	MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 6 (disorder)
4760	Monogenic diabetes
4761	Early infantile epileptic encephalopathy with suppression bursts
4762	Schizoaffective Disorder
4762	Schizophrenia
4763	Adenoma
4763	Astrocytoma
4763	Autistic Disorder
4763	Malignant neoplasm of breast
4763	Colorectal Carcinoma
4763	Fibrosarcoma
4763	Glioblastoma
4763	Glioma
4763	Profound Mental Retardation
4763	Learning Disorders
4763	leukemia
4763	Leukemia, Myelocytic, Acute
4763	liposarcoma
4763	melanoma
4763	Mental Retardation, Psychosocial
4763	Moyamoya Disease
4763	Acute Myeloid Leukemia, M1
4763	Neurilemmoma
4763	neurofibroma
4763	Neurofibromatosis 1
4763	Melanocytic nevus
4763	Noonan Syndrome
4763	Pheochromocytoma
4763	Retinal Neovascularization
4763	Cutaneous Melanoma
4763	Neurofibromatoses
4763	Adenoma, Basal Cell
4763	Follicular adenoma
4763	Adenoma, Microcystic
4763	Adenoma, Monomorphic
4763	Papillary adenoma
4763	Adenoma, Trabecular
